nuts2;year;edu_index;edu_index_im
UKJ4;2014;0.869670957;0.869670957
UKJ4;2015;0.86835231;0.86835231
UKJ4;2016;0.881245534;0.881245534
UKJ4;2017;0.870823949;0.870823949
UKJ4;2018;0.88102202;0.88102202
UKJ4;2019;0.898421312;0.898421312
UKJ4;2020;NA;0.897766068
UKK1;2009;0.857510413;0.857510413
UKK1;2010;0.872151559;0.872151559
UKK1;2011;0.881102905;0.881102905
UKK1;2012;0.88241524;0.88241524
UKK1;2013;0.881272101;0.881272101
UKK1;2014;0.899871632;0.899871632
UKK1;2015;0.904881278;0.904881278
UKK1;2016;0.907624029;0.907624029
UKK1;2017;0.916114485;0.916114485
UKK1;2018;0.908683897;0.908683897
UKK1;2019;0.907936958;0.907936958
UKK1;2020;NA;0.925979375
UKK2;2009;0.848194155;0.848194155
UKK2;2010;0.855719959;0.855719959
UKK2;2011;0.848029669;0.848029669
UKK2;2012;0.868880488;0.868880488
UKK2;2013;0.877434318;0.877434318
UKK2;2014;0.869670957;0.869670957
UKK2;2015;0.884551616;0.884551616
UKK2;2016;0.887255852;0.887255852
UKK2;2017;0.884954641;0.884954641
UKK2;2018;0.888545572;0.888545572
UKK2;2019;0.893774794;0.893774794
UKK2;2020;NA;0.900797495
UKK3;2009;0.833261038;0.833261038
UKK3;2010;0.854206295;0.854206295
UKK3;2011;0.846596535;0.846596535
UKK3;2012;0.855412967;0.855412967
UKK3;2013;0.858648537;0.858648537
UKK3;2014;0.867015836;0.867015836
UKK3;2015;0.847363341;0.847363341
UKK3;2016;0.860388017;0.860388017
UKK3;2017;0.891838687;0.891838687
UKK3;2018;0.895328785;0.895328785
UKK3;2019;0.898421312;0.898421312
UKK3;2020;NA;0.89166226
UKK4;2009;0.84945069;0.84945069
UKK4;2010;0.855905708;0.855905708
UKK4;2011;0.856971432;0.856971432
UKK4;2012;0.876350851;0.876350851
UKK4;2013;0.870867294;0.870867294
UKK4;2014;0.871863892;0.871863892
UKK4;2015;0.884950031;0.884950031
UKK4;2016;0.884277076;0.884277076
UKK4;2017;0.894302279;0.894302279
UKK4;2018;0.901463306;0.901463306
UKK4;2019;0.891721326;0.891721326
UKK4;2020;NA;0.910136153
UKL1;2009;0.847529751;0.847529751
UKL1;2010;0.855551608;0.855551608
UKL1;2011;0.849096976;0.849096976
UKL1;2012;0.854446417;0.854446417
UKL1;2013;0.86282428;0.86282428
UKL1;2014;0.851487904;0.851487904
UKL1;2015;0.86835231;0.86835231
UKL1;2016;0.863306305;0.863306305
UKL1;2017;0.863727726;0.863727726
UKL1;2018;0.877556145;0.877556145
UKL1;2019;0.876911015;0.876911015
UKL1;2020;NA;0.87132857
UKL2;2009;0.860204908;0.860204908
UKL2;2010;0.873123873;0.873123873
UKL2;2011;0.877170482;0.877170482
UKL2;2012;0.87834646;0.87834646
UKL2;2013;0.880615678;0.880615678
UKL2;2014;0.893771646;0.893771646
UKL2;2015;0.895629471;0.895629471
UKL2;2016;0.898692937;0.898692937
UKL2;2017;0.903155904;0.903155904
UKL2;2018;0.901762835;0.901762835
UKL2;2019;0.908565275;0.908565275
UKL2;2020;NA;0.917047257
UKM5;2009;0.871668756;0.871668756
UKM5;2010;0.877260313;0.877260313
UKM5;2011;0.883814231;0.883814231
UKM5;2012;0.884498383;0.884498383
UKM5;2013;0.886344741;0.886344741
UKM5;2014;0.911112667;0.911112667
UKM5;2015;0.92694635;0.92694635
UKM5;2016;0.919293837;0.919293837
UKM5;2017;0.912197295;0.912197295
UKM5;2018;0.911224785;0.911224785
UKM5;2019;0.9387034;0.9387034
UKM5;2020;NA;0.942206743
UKM6;2009;0.87924522;0.87924522
UKM6;2010;0.870287773;0.870287773
UKM6;2011;0.877839115;0.877839115
UKM6;2012;0.878630924;0.878630924
UKM6;2013;0.889379303;0.889379303
UKM6;2014;0.897033574;0.897033574
UKM6;2015;0.89229013;0.89229013
UKM6;2016;0.901056062;0.901056062
UKM6;2017;0.911196183;0.911196183
UKM6;2018;0.905758732;0.905758732
UKM6;2019;0.913755239;0.913755239
UKM6;2020;NA;0.922195189
UKM7;2009;NA;0.893467418
UKM7;2010;NA;0.900406913
UKM7;2011;NA;0.905330358
UKM7;2012;NA;0.906489711
UKM7;2013;0.898038298;0.898038298
UKM7;2014;0.923457213;0.923457213
UKM7;2015;0.922680287;0.922680287
UKM7;2016;0.92674376;0.92674376
UKM7;2017;0.928470699;0.928470699
UKM7;2018;0.924838902;0.924838902
UKM7;2019;0.930082313;0.930082313
UKM7;2020;NA;0.94447258
UKM8;2009;NA;0.888326914
UKM8;2010;NA;0.887362978
UKM8;2011;NA;0.887985181
UKM8;2012;NA;0.895484328
UKM8;2013;0.884866714;0.884866714
UKM8;2014;0.902696649;0.902696649
UKM8;2015;0.906262385;0.906262385
UKM8;2016;0.916678111;0.916678111
UKM8;2017;0.910185274;0.910185274
UKM8;2018;0.905208535;0.905208535
UKM8;2019;0.915252246;0.915252246
UKM8;2020;NA;0.91731759
UKM9;2009;NA;0.852607168
UKM9;2010;NA;0.859014893
UKM9;2011;NA;0.863318594
UKM9;2012;NA;0.869764352
UKM9;2013;0.873308132;0.873308132
UKM9;2014;0.882577081;0.882577081
UKM9;2015;0.887314014;0.887314014
UKM9;2016;0.892246657;0.892246657
UKM9;2017;0.895509947;0.895509947
UKM9;2018;0.903518432;0.903518432
UKM9;2019;0.9116439;0.9116439
UKM9;2020;NA;0.92256592
UKN0;2009;0.836381163;0.836381163
UKN0;2010;0.855548573;0.855548573
UKN0;2011;0.850446623;0.850446623
UKN0;2012;0.854498651;0.854498651
UKN0;2013;0.857500998;0.857500998
UKN0;2014;0.853822504;0.853822504
UKN0;2015;0.855499161;0.855499161
UKN0;2016;0.858419766;0.858419766
UKN0;2017;0.866294885;0.866294885
UKN0;2018;0.87856968;0.87856968
UKN0;2019;0.889165139;0.889165139
UKN0;2020;NA;0.881929234
