nuts2;year;edu_index;edu_index_im
FRL0;2015;0.815;0.815
FRL0;2016;0.813;0.813
FRL0;2017;0.812;0.812
FRL0;2018;0.805;0.805
FRL0;2019;0.812;0.812
FRL0;2020;NA;0.826574971
FRM0;2009;0.676;0.676
FRM0;2010;0.693;0.693
FRM0;2011;0.694;0.694
FRM0;2012;0.71;0.71
FRM0;2013;0.719;0.719
FRM0;2014;0.734;0.734
FRM0;2015;0.73;0.73
FRM0;2016;0.748;0.748
FRM0;2017;0.738;0.738
FRM0;2018;0.714;0.714
FRM0;2019;0.719;0.719
FRM0;2020;NA;0.742189082
FRY1;2009;0.73;0.73
FRY1;2010;0.735;0.735
FRY1;2011;0.736;0.736
FRY1;2012;0.739;0.739
FRY1;2013;0.744;0.744
FRY1;2014;0.749;0.749
FRY1;2015;0.752;0.752
FRY1;2016;0.754;0.754
FRY1;2017;0.754;0.754
FRY1;2018;0.763;0.763
FRY1;2019;0.771;0.771
FRY1;2020;NA;0.768667132
FRY2;2009;0.745;0.745
FRY2;2010;0.75;0.75
FRY2;2011;0.75;0.75
FRY2;2012;0.754;0.754
FRY2;2013;0.759;0.759
FRY2;2014;0.763;0.763
FRY2;2015;0.771;0.771
FRY2;2016;0.771;0.771
FRY2;2017;0.768;0.768
FRY2;2018;0.743;0.743
FRY2;2019;0.742;0.742
FRY2;2020;NA;0.756066186
FRY3;2009;0.677;0.677
FRY3;2010;0.681;0.681
FRY3;2011;0.682;0.682
FRY3;2012;0.685;0.685
FRY3;2013;0.689;0.689
FRY3;2014;0.684;0.684
FRY3;2015;0.679;0.679
FRY3;2016;0.67;0.67
FRY3;2017;0.669;0.669
FRY3;2018;0.671;0.671
FRY3;2019;0.675;0.675
FRY3;2020;NA;0.673785505
FRY4;2009;0.722;0.722
FRY4;2010;0.727;0.727
FRY4;2011;0.727;0.727
FRY4;2012;0.731;0.731
FRY4;2013;0.735;0.735
FRY4;2014;0.742;0.742
FRY4;2015;0.746;0.746
FRY4;2016;0.744;0.744
FRY4;2017;0.742;0.742
FRY4;2018;0.741;0.741
FRY4;2019;0.744;0.744
FRY4;2020;NA;0.744825687
FRY5;2009;0.732;0.732
FRY5;2010;0.737;0.737
FRY5;2011;0.737;0.737
FRY5;2012;0.741;0.741
FRY5;2013;0.745;0.745
FRY5;2014;0.75;0.75
FRY5;2015;0.749;0.749
FRY5;2016;0.758;0.758
FRY5;2017;0.754;0.754
FRY5;2018;0.744;0.744
FRY5;2019;0.747;0.747
FRY5;2020;NA;0.765744831
HR02;2009;0.69825;0.69825
HR02;2010;0.7045;0.7045
HR02;2011;0.71925;0.71925
HR02;2012;0.724875;0.724875
HR02;2013;0.732625;0.732625
HR02;2014;0.746;0.746
HR02;2015;0.74875;0.74875
HR02;2016;0.749125;0.749125
HR02;2017;0.749125;0.749125
HR02;2018;0.749125;0.749125
HR02;2019;0.749125;0.749125
HR02;2020;NA;0.766303277
HR03;2009;0.746;0.746
HR03;2010;0.752714286;0.752714286
HR03;2011;0.768428571;0.768428571
HR03;2012;0.774428571;0.774428571
HR03;2013;0.782714286;0.782714286
HR03;2014;0.797;0.797
HR03;2015;0.8;0.8
HR03;2016;0.800428571;0.800428571
HR03;2017;0.800428571;0.800428571
HR03;2018;0.800428571;0.800428571
HR03;2019;0.800428571;0.800428571
HR03;2020;NA;0.818315051
HR05;2009;0.78;0.78
HR05;2010;0.787;0.787
HR05;2011;0.8035;0.8035
HR05;2012;0.81;0.81
HR05;2013;0.8185;0.8185
HR05;2014;0.8335;0.8335
HR05;2015;0.8365;0.8365
HR05;2016;0.8365;0.8365
HR05;2017;0.8365;0.8365
HR05;2018;0.8365;0.8365
HR05;2019;0.8365;0.8365
HR05;2020;NA;0.852872308
HR06;2009;0.7085;0.7085
HR06;2010;0.71475;0.71475
HR06;2011;0.7295;0.7295
HR06;2012;0.73525;0.73525
HR06;2013;0.74275;0.74275
HR06;2014;0.75675;0.75675
HR06;2015;0.7595;0.7595
HR06;2016;0.76;0.76
HR06;2017;0.76;0.76
HR06;2018;0.76;0.76
HR06;2019;0.76;0.76
HR06;2020;NA;0.774284
HU11;2009;0.914;0.914
HU11;2010;0.922;0.922
HU11;2011;0.904;0.904
HU11;2012;0.906;0.906
HU11;2013;0.926;0.926
HU11;2014;0.919;0.919
HU11;2015;0.923;0.923
HU11;2016;0.912;0.912
HU11;2017;0.911;0.911
HU11;2018;0.918;0.918
HU11;2019;0.922;0.922
HU11;2020;NA;0.921419412
HU12;2009;NA;0.810776318
HU12;2010;NA;0.811234863
HU12;2011;NA;0.815600755
HU12;2012;NA;0.809693462
HU12;2013;0.789224194;0.789224194
HU12;2014;0.808813148;0.808813148
HU12;2015;0.816102204;0.816102204
HU12;2016;0.815275865;0.815275865
HU12;2017;0.818449177;0.818449177
HU12;2018;0.805833261;0.805833261
HU12;2019;0.817745415;0.817745415
HU12;2020;NA;0.811044225
HU21;2009;0.793;0.793
HU21;2010;0.795;0.795
HU21;2011;0.779;0.779
HU21;2012;0.786;0.786
HU21;2013;0.805;0.805
HU21;2014;0.786;0.786
HU21;2015;0.789;0.789
HU21;2016;0.78;0.78
HU21;2017;0.781;0.781
HU21;2018;0.78;0.78
HU21;2019;0.782;0.782
HU21;2020;NA;0.775583509
HU22;2009;0.818;0.818
HU22;2010;0.822;0.822
HU22;2011;0.805;0.805
HU22;2012;0.807;0.807
HU22;2013;0.823;0.823
HU22;2014;0.813;0.813
HU22;2015;0.813;0.813
HU22;2016;0.808;0.808
HU22;2017;0.811;0.811
HU22;2018;0.806;0.806
HU22;2019;0.812;0.812
HU22;2020;NA;0.799887203
HU23;2009;0.805;0.805
HU23;2010;0.813;0.813
HU23;2011;0.796;0.796
HU23;2012;0.797;0.797
HU23;2013;0.814;0.814
HU23;2014;0.8;0.8
HU23;2015;0.798;0.798
HU23;2016;0.795;0.795
HU23;2017;0.794;0.794
HU23;2018;0.797;0.797
HU23;2019;0.802;0.802
HU23;2020;NA;0.796953263
HU31;2009;0.788;0.788
HU31;2010;0.794;0.794
HU31;2011;0.773;0.773
HU31;2012;0.773;0.773
HU31;2013;0.791;0.791
HU31;2014;0.778;0.778
HU31;2015;0.779;0.779
HU31;2016;0.774;0.774
HU31;2017;0.773;0.773
HU31;2018;0.775;0.775
HU31;2019;0.775;0.775
HU31;2020;NA;0.765230428
HU32;2009;0.806;0.806
HU32;2010;0.813;0.813
HU32;2011;0.792;0.792
HU32;2012;0.797;0.797
HU32;2013;0.814;0.814
HU32;2014;0.8;0.8
HU32;2015;0.795;0.795
HU32;2016;0.789;0.789
HU32;2017;0.789;0.789
HU32;2018;0.794;0.794
HU32;2019;0.799;0.799
HU32;2020;NA;0.790390196
HU33;2009;0.815;0.815
HU33;2010;0.822;0.822
HU33;2011;0.8;0.8
HU33;2012;0.805;0.805
HU33;2013;0.821;0.821
HU33;2014;0.809;0.809
HU33;2015;0.811;0.811
HU33;2016;0.811;0.811
HU33;2017;0.813;0.813
HU33;2018;0.82;0.82
HU33;2019;0.825;0.825
HU33;2020;NA;0.81829154
IE04;2009;0.856;0.856
IE04;2010;0.8375;0.8375
IE04;2011;0.842;0.842
IE04;2012;0.858;0.858
IE04;2013;0.872;0.872
IE04;2014;0.894;0.894
IE04;2015;0.9005;0.9005
IE04;2016;0.9085;0.9085
IE04;2017;0.9085;0.9085
IE04;2018;0.9085;0.9085
IE04;2019;0.9135;0.9135
IE04;2020;NA;0.936455252
IE05;2009;0.866333333;0.866333333
IE05;2010;0.847;0.847
IE05;2011;0.851333333;0.851333333
IE05;2012;0.866;0.866
IE05;2013;0.88;0.88
IE05;2014;0.901666667;0.901666667
IE05;2015;0.905;0.905
IE05;2016;0.911666667;0.911666667
IE05;2017;0.911666667;0.911666667
IE05;2018;0.911666667;0.911666667
IE05;2019;0.917666667;0.917666667
IE05;2020;NA;0.939750478
IE06;2009;0.879;0.879
IE06;2010;0.858666667;0.858666667
IE06;2011;0.859;0.859
IE06;2012;0.873333333;0.873333333
IE06;2013;0.889;0.889
IE06;2014;0.908333333;0.908333333
IE06;2015;0.911;0.911
IE06;2016;0.917666667;0.917666667
IE06;2017;0.917666667;0.917666667
IE06;2018;0.917666667;0.917666667
IE06;2019;0.924333333;0.924333333
IE06;2020;NA;0.934052735
IS00;2009;0.849561963;0.849561963
IS00;2010;0.855123972;0.855123972
IS00;2011;0.848029669;0.848029669
IS00;2012;0.86220944;0.86220944
IS00;2013;0.872282346;0.872282346
IS00;2014;0.868788773;0.868788773
IS00;2015;0.88008093;0.88008093
IS00;2016;0.886410014;0.886410014
IS00;2017;0.897486975;0.897486975
IS00;2018;0.903518432;0.903518432
IS00;2019;0.90634287;0.90634287
IS00;2020;NA;0.91299486
ITC1;2009;0.773;0.773
ITC1;2010;0.781;0.781
ITC1;2011;0.789;0.789
ITC1;2012;0.789;0.789
ITC1;2013;0.787;0.787
ITC1;2014;0.792;0.792
ITC1;2015;0.789;0.789
ITC1;2016;0.791;0.791
ITC1;2017;0.795;0.795
ITC1;2018;0.803;0.803
ITC1;2019;0.806;0.806
ITC1;2020;NA;0.802449895
ITC2;2009;0.718;0.718
ITC2;2010;0.724;0.724
ITC2;2011;0.735;0.735
ITC2;2012;0.738;0.738
ITC2;2013;0.738;0.738
ITC2;2014;0.744;0.744
ITC2;2015;0.736;0.736
ITC2;2016;0.741;0.741
ITC2;2017;0.735;0.735
ITC2;2018;0.742;0.742
ITC2;2019;0.746;0.746
ITC2;2020;NA;0.746853508
ITC3;2009;0.79;0.79
ITC3;2010;0.794;0.794
ITC3;2011;0.801;0.801
ITC3;2012;0.801;0.801
ITC3;2013;0.799;0.799
ITC3;2014;0.794;0.794
ITC3;2015;0.79;0.79
ITC3;2016;0.788;0.788
ITC3;2017;0.786;0.786
ITC3;2018;0.796;0.796
ITC3;2019;0.8;0.8
ITC3;2020;NA;0.789452528
ITC4;2009;0.778;0.778
ITC4;2010;0.784;0.784
ITC4;2011;0.793;0.793
ITC4;2012;0.794;0.794
ITC4;2013;0.792;0.792
ITC4;2014;0.793;0.793
ITC4;2015;0.792;0.792
ITC4;2016;0.792;0.792
ITC4;2017;0.794;0.794
ITC4;2018;0.8;0.8
ITC4;2019;0.802;0.802
ITC4;2020;NA;0.798088973
ITF1;2009;0.799;0.799
ITF1;2010;0.807;0.807
ITF1;2011;0.819;0.819
ITF1;2012;0.82;0.82
ITF1;2013;0.816;0.816
ITF1;2014;0.811;0.811
ITF1;2015;0.808;0.808
ITF1;2016;0.804;0.804
ITF1;2017;0.801;0.801
ITF1;2018;0.802;0.802
ITF1;2019;0.808;0.808
ITF1;2020;NA;0.800135136
ITF2;2009;0.76;0.76
ITF2;2010;0.764;0.764
ITF2;2011;0.772;0.772
ITF2;2012;0.775;0.775
ITF2;2013;0.774;0.774
ITF2;2014;0.778;0.778
ITF2;2015;0.776;0.776
ITF2;2016;0.776;0.776
ITF2;2017;0.778;0.778
ITF2;2018;0.783;0.783
ITF2;2019;0.785;0.785
ITF2;2020;NA;0.780587558
ITF3;2009;0.748;0.748
ITF3;2010;0.754;0.754
ITF3;2011;0.762;0.762
ITF3;2012;0.765;0.765
ITF3;2013;0.763;0.763
ITF3;2014;0.765;0.765
ITF3;2015;0.763;0.763
ITF3;2016;0.765;0.765
ITF3;2017;0.764;0.764
ITF3;2018;0.769;0.769
ITF3;2019;0.772;0.772
ITF3;2020;NA;0.771933244
ITF4;2009;0.735;0.735
ITF4;2010;0.741;0.741
ITF4;2011;0.751;0.751
ITF4;2012;0.75;0.75
ITF4;2013;0.748;0.748
ITF4;2014;0.754;0.754
ITF4;2015;0.746;0.746
ITF4;2016;0.745;0.745
ITF4;2017;0.742;0.742
ITF4;2018;0.747;0.747
ITF4;2019;0.751;0.751
ITF4;2020;NA;0.74786564
ITF5;2009;0.736;0.736
ITF5;2010;0.74;0.74
ITF5;2011;0.748;0.748
ITF5;2012;0.75;0.75
ITF5;2013;0.75;0.75
ITF5;2014;0.753;0.753
ITF5;2015;0.748;0.748
ITF5;2016;0.75;0.75
ITF5;2017;0.746;0.746
ITF5;2018;0.749;0.749
ITF5;2019;0.754;0.754
ITF5;2020;NA;0.75029584
ITF6;2009;0.749;0.749
ITF6;2010;0.753;0.753
ITF6;2011;0.762;0.762
ITF6;2012;0.762;0.762
ITF6;2013;0.758;0.758
ITF6;2014;0.761;0.761
ITF6;2015;0.758;0.758
ITF6;2016;0.753;0.753
ITF6;2017;0.749;0.749
ITF6;2018;0.748;0.748
ITF6;2019;0.752;0.752
ITF6;2020;NA;0.756220934
ITG1;2009;0.742;0.742
ITG1;2010;0.747;0.747
ITG1;2011;0.755;0.755
ITG1;2012;0.756;0.756
ITG1;2013;0.752;0.752
ITG1;2014;0.754;0.754
ITG1;2015;0.747;0.747
ITG1;2016;0.745;0.745
ITG1;2017;0.744;0.744
ITG1;2018;0.75;0.75
ITG1;2019;0.753;0.753
ITG1;2020;NA;0.750282209
ITG2;2009;0.751;0.751
ITG2;2010;0.758;0.758
ITG2;2011;0.768;0.768
ITG2;2012;0.768;0.768
ITG2;2013;0.764;0.764
ITG2;2014;0.764;0.764
ITG2;2015;0.764;0.764
ITG2;2016;0.762;0.762
ITG2;2017;0.766;0.766
ITG2;2018;0.767;0.767
ITG2;2019;0.774;0.774
ITG2;2020;NA;0.768903612
ITH1;2009;0.714;0.714
ITH1;2010;0.721;0.721
ITH1;2011;0.73;0.73
ITH1;2012;0.733;0.733
ITH1;2013;0.734;0.734
ITH1;2014;0.745;0.745
ITH1;2015;0.728;0.728
ITH1;2016;0.735;0.735
ITH1;2017;0.731;0.731
ITH1;2018;0.766;0.766
ITH1;2019;0.767;0.767
ITH1;2020;NA;0.764246276
ITH2;2009;0.799;0.799
ITH2;2010;0.806;0.806
ITH2;2011;0.815;0.815
ITH2;2012;0.813;0.813
ITH2;2013;0.81;0.81
ITH2;2014;0.819;0.819
ITH2;2015;0.818;0.818
ITH2;2016;0.815;0.815
ITH2;2017;0.811;0.811
ITH2;2018;0.814;0.814
ITH2;2019;0.816;0.816
ITH2;2020;NA;0.819015066
ITH3;2009;0.765;0.765
ITH3;2010;0.773;0.773
ITH3;2011;0.781;0.781
ITH3;2012;0.78;0.78
ITH3;2013;0.779;0.779
ITH3;2014;0.783;0.783
ITH3;2015;0.779;0.779
ITH3;2016;0.781;0.781
ITH3;2017;0.782;0.782
ITH3;2018;0.786;0.786
ITH3;2019;0.79;0.79
ITH3;2020;NA;0.785609888
ITH4;2009;0.783;0.783
ITH4;2010;0.789;0.789
ITH4;2011;0.796;0.796
ITH4;2012;0.804;0.804
ITH4;2013;0.801;0.801
ITH4;2014;0.805;0.805
ITH4;2015;0.8;0.8
ITH4;2016;0.8;0.8
ITH4;2017;0.802;0.802
ITH4;2018;0.806;0.806
ITH4;2019;0.809;0.809
ITH4;2020;NA;0.803709164
ITH5;2009;0.808;0.808
ITH5;2010;0.813;0.813
ITH5;2011;0.824;0.824
ITH5;2012;0.824;0.824
ITH5;2013;0.82;0.82
ITH5;2014;0.822;0.822
ITH5;2015;0.823;0.823
ITH5;2016;0.825;0.825
ITH5;2017;0.826;0.826
ITH5;2018;0.833;0.833
ITH5;2019;0.838;0.838
ITH5;2020;NA;0.834876937
ITI1;2009;0.79;0.79
ITI1;2010;0.796;0.796
ITI1;2011;0.806;0.806
ITI1;2012;0.806;0.806
ITI1;2013;0.804;0.804
ITI1;2014;0.806;0.806
ITI1;2015;0.81;0.81
ITI1;2016;0.814;0.814
ITI1;2017;0.811;0.811
ITI1;2018;0.816;0.816
ITI1;2019;0.817;0.817
ITI1;2020;NA;0.820015978
ITI2;2009;0.788;0.788
ITI2;2010;0.796;0.796
ITI2;2011;0.806;0.806
ITI2;2012;0.808;0.808
ITI2;2013;0.805;0.805
ITI2;2014;0.803;0.803
ITI2;2015;0.799;0.799
ITI2;2016;0.801;0.801
ITI2;2017;0.803;0.803
ITI2;2018;0.805;0.805
ITI2;2019;0.813;0.813
ITI2;2020;NA;0.804929398
ITI3;2009;0.783;0.783
ITI3;2010;0.79;0.79
ITI3;2011;0.796;0.796
ITI3;2012;0.799;0.799
ITI3;2013;0.798;0.798
ITI3;2014;0.805;0.805
ITI3;2015;0.805;0.805
ITI3;2016;0.809;0.809
ITI3;2017;0.809;0.809
ITI3;2018;0.812;0.812
ITI3;2019;0.816;0.816
ITI3;2020;NA;0.820857813
ITI4;2009;0.816;0.816
ITI4;2010;0.821;0.821
ITI4;2011;0.831;0.831
ITI4;2012;0.831;0.831
ITI4;2013;0.829;0.829
ITI4;2014;0.827;0.827
ITI4;2015;0.824;0.824
ITI4;2016;0.825;0.825
ITI4;2017;0.824;0.824
ITI4;2018;0.828;0.828
ITI4;2019;0.832;0.832
ITI4;2020;NA;0.828641306
LT01;2009;0.884;0.884
LT01;2010;0.896;0.896
LT01;2011;0.904;0.904
LT01;2012;0.894;0.894
LT01;2013;0.898;0.898
LT01;2014;0.917;0.917
LT01;2015;0.929;0.929
LT01;2016;0.935;0.935
LT01;2017;0.938;0.938
LT01;2018;0.938;0.938
LT01;2019;0.945;0.945
LT01;2020;NA;0.955818943
LT02;2009;0.826333333;0.826333333
LT02;2010;0.824777778;0.824777778
LT02;2011;0.833;0.833
LT02;2012;0.825;0.825
LT02;2013;0.829;0.829
LT02;2014;0.849555556;0.849555556
LT02;2015;0.855111111;0.855111111
LT02;2016;0.858555556;0.858555556
LT02;2017;0.861888889;0.861888889
LT02;2018;0.861888889;0.861888889
LT02;2019;0.867888889;0.867888889
LT02;2020;NA;0.873500857
LU00;2009;0.853290398;0.853290398
LU00;2010;0.861090343;0.861090343
LU00;2011;0.873360695;0.873360695
LU00;2012;0.879409314;0.879409314
LU00;2013;0.881107209;0.881107209
LU00;2014;0.904707598;0.904707598
LU00;2015;0.888479515;0.888479515
LU00;2016;0.895094625;0.895094625
LU00;2017;0.886718525;0.886718525
LU00;2018;0.90437117;0.90437117
LU00;2019;0.911947176;0.911947176
LU00;2020;NA;0.914632872
LV00;2009;0.884;0.884
LV00;2010;0.889833333;0.889833333
LV00;2011;0.835;0.835
LV00;2012;0.904333333;0.904333333
LV00;2013;0.921833333;0.921833333
LV00;2014;0.914666667;0.914666667
LV00;2015;0.921666667;0.921666667
LV00;2016;0.925166667;0.925166667
LV00;2017;0.933333333;0.933333333
LV00;2018;0.938333333;0.938333333
LV00;2019;0.938333333;0.938333333
LV00;2020;NA;0.955057732
MT00;2009;0.769887017;0.769887017
MT00;2010;0.780146508;0.780146508
MT00;2011;0.779897941;0.779897941
MT00;2012;0.790826168;0.790826168
MT00;2013;0.789521874;0.789521874
MT00;2014;0.790629711;0.790629711
MT00;2015;0.791056647;0.791056647
MT00;2016;0.793273167;0.793273167
MT00;2017;0.801735896;0.801735896
MT00;2018;0.808144126;0.808144126
MT00;2019;0.827904202;0.827904202
MT00;2020;NA;0.824691594
NL11;2009;0.885;0.885
NL11;2010;0.905;0.905
NL11;2011;0.903;0.903
NL11;2012;0.904;0.904
NL11;2013;0.902;0.902
NL11;2014;0.898;0.898
NL11;2015;0.903;0.903
NL11;2016;0.908;0.908
NL11;2017;0.909;0.909
NL11;2018;0.907;0.907
NL11;2019;0.909;0.909
NL11;2020;NA;0.918235958
NL12;2009;0.851;0.851
NL12;2010;0.862;0.862
NL12;2011;0.887;0.887
NL12;2012;0.886;0.886
NL12;2013;0.887;0.887
NL12;2014;0.886;0.886
NL12;2015;0.885;0.885
NL12;2016;0.884;0.884
NL12;2017;0.889;0.889
NL12;2018;0.898;0.898
NL12;2019;0.901;0.901
NL12;2020;NA;0.905251979
NL13;2009;0.837;0.837
NL13;2010;0.844;0.844
NL13;2011;0.866;0.866
NL13;2012;0.869;0.869
NL13;2013;0.873;0.873
NL13;2014;0.879;0.879
NL13;2015;0.88;0.88
NL13;2016;0.876;0.876
NL13;2017;0.872;0.872
NL13;2018;0.893;0.893
NL13;2019;0.901;0.901
NL13;2020;NA;0.90151765
NL21;2009;0.857;0.857
NL21;2010;0.868;0.868
NL21;2011;0.894;0.894
NL21;2012;0.897;0.897
NL21;2013;0.896;0.896
NL21;2014;0.899;0.899
NL21;2015;0.9;0.9
NL21;2016;0.897;0.897
NL21;2017;0.902;0.902
NL21;2018;0.901;0.901
NL21;2019;0.902;0.902
NL21;2020;NA;0.915770424
NL22;2009;0.859;0.859
NL22;2010;0.868;0.868
NL22;2011;0.89;0.89
NL22;2012;0.892;0.892
NL22;2013;0.896;0.896
NL22;2014;0.9;0.9
NL22;2015;0.903;0.903
NL22;2016;0.896;0.896
NL22;2017;0.899;0.899
NL22;2018;0.903;0.903
NL22;2019;0.908;0.908
NL22;2020;NA;0.912730705
NL23;2009;0.838;0.838
NL23;2010;0.848;0.848
NL23;2011;0.874;0.874
NL23;2012;0.871;0.871
NL23;2013;0.875;0.875
NL23;2014;0.881;0.881
NL23;2015;0.879;0.879
NL23;2016;0.877;0.877
NL23;2017;0.885;0.885
NL23;2018;0.896;0.896
NL23;2019;0.9;0.9
NL23;2020;NA;0.901668667
NL31;2009;0.886;0.886
NL31;2010;0.896;0.896
NL31;2011;0.923;0.923
NL31;2012;0.922;0.922
NL31;2013;0.926;0.926
NL31;2014;0.928;0.928
NL31;2015;0.93;0.93
NL31;2016;0.93;0.93
NL31;2017;0.935;0.935
NL31;2018;0.937;0.937
NL31;2019;0.939;0.939
NL31;2020;NA;0.945045064
NL32;2009;0.875;0.875
NL32;2010;0.883;0.883
NL32;2011;0.907;0.907
NL32;2012;0.906;0.906
NL32;2013;0.908;0.908
NL32;2014;0.913;0.913
NL32;2015;0.917;0.917
NL32;2016;0.913;0.913
NL32;2017;0.918;0.918
NL32;2018;0.925;0.925
NL32;2019;0.93;0.93
NL32;2020;NA;0.942661552
NL33;2009;0.859;0.859
NL33;2010;0.866;0.866
NL33;2011;0.892;0.892
NL33;2012;0.895;0.895
NL33;2013;0.898;0.898
NL33;2014;0.898;0.898
NL33;2015;0.902;0.902
NL33;2016;0.9;0.9
NL33;2017;0.905;0.905
NL33;2018;0.911;0.911
NL33;2019;0.914;0.914
NL33;2020;NA;0.930820462
NL34;2009;0.817;0.817
NL34;2010;0.825;0.825
NL34;2011;0.845;0.845
NL34;2012;0.837;0.837
NL34;2013;0.842;0.842
NL34;2014;0.848;0.848
NL34;2015;0.857;0.857
NL34;2016;0.854;0.854
NL34;2017;0.857;0.857
NL34;2018;0.868;0.868
NL34;2019;0.863;0.863
NL34;2020;NA;0.871402626
NL41;2009;0.854;0.854
NL41;2010;0.863;0.863
NL41;2011;0.889;0.889
NL41;2012;0.89;0.89
NL41;2013;0.892;0.892
NL41;2014;0.894;0.894
NL41;2015;0.899;0.899
NL41;2016;0.896;0.896
NL41;2017;0.897;0.897
NL41;2018;0.905;0.905
NL41;2019;0.909;0.909
NL41;2020;NA;0.91709687
NL42;2009;0.841;0.841
NL42;2010;0.848;0.848
NL42;2011;0.874;0.874
NL42;2012;0.873;0.873
NL42;2013;0.877;0.877
NL42;2014;0.873;0.873
NL42;2015;0.882;0.882
NL42;2016;0.878;0.878
NL42;2017;0.878;0.878
NL42;2018;0.891;0.891
NL42;2019;0.896;0.896
NL42;2020;NA;0.891574029
NO02;2009;0.873;0.873
NO02;2010;0.879;0.879
NO02;2011;0.883;0.883
NO02;2012;0.875;0.875
NO02;2013;0.881;0.881
NO02;2014;0.878;0.878
NO02;2015;0.88;0.88
NO02;2016;0.892;0.892
NO02;2017;0.904;0.904
NO02;2018;0.899;0.899
NO02;2019;0.901;0.901
NO02;2020;NA;0.903784011
NO06;2009;0.925;0.925
NO06;2010;0.925;0.925
NO06;2011;0.93;0.93
NO06;2012;0.921;0.921
NO06;2013;0.922;0.922
NO06;2014;0.916;0.916
NO06;2015;0.922;0.922
NO06;2016;0.924;0.924
NO06;2017;0.929;0.929
NO06;2018;0.929;0.929
NO06;2019;0.932;0.932
NO06;2020;NA;0.928015008
NO07;2009;0.881;0.881
NO07;2010;0.885;0.885
NO07;2011;0.89;0.89
NO07;2012;0.874;0.874
NO07;2013;0.888;0.888
NO07;2014;0.884;0.884
NO07;2015;0.886;0.886
NO07;2016;0.897;0.897
NO07;2017;0.906;0.906
NO07;2018;0.909;0.909
NO07;2019;0.913;0.913
NO07;2020;NA;0.914339822
NO08;2009;0.945;0.945
NO08;2010;0.944;0.944
NO08;2011;0.95;0.95
NO08;2012;0.944;0.944
NO08;2013;0.946;0.946
NO08;2014;0.938;0.938
NO08;2015;0.937;0.937
NO08;2016;0.939;0.939
NO08;2017;0.948;0.948
NO08;2018;0.947;0.947
NO08;2019;0.95;0.95
NO08;2020;NA;0.939914763
NO09;2009;0.8695;0.8695
NO09;2010;0.8725;0.8725
NO09;2011;0.879;0.879
NO09;2012;0.8715;0.8715
NO09;2013;0.8805;0.8805
NO09;2014;0.871;0.871
NO09;2015;0.8735;0.8735
NO09;2016;0.882;0.882
NO09;2017;0.8895;0.8895
NO09;2018;0.8935;0.8935
NO09;2019;0.8995;0.8995
NO09;2020;NA;0.889734695
NO0A;2009;0.918;0.918
NO0A;2010;0.921;0.921
NO0A;2011;0.924;0.924
NO0A;2012;0.913;0.913
NO0A;2013;0.923;0.923
NO0A;2014;0.919;0.919
NO0A;2015;0.918;0.918
NO0A;2016;0.922;0.922
NO0A;2017;0.93;0.93
NO0A;2018;0.929;0.929
NO0A;2019;0.93;0.93
NO0A;2020;NA;0.928757213
NO0B;2009;0.901916667;0.901916667
NO0B;2010;0.904416667;0.904416667
NO0B;2011;0.909333333;0.909333333
NO0B;2012;0.89975;0.89975
NO0B;2013;0.90675;0.90675
NO0B;2014;0.901;0.901
NO0B;2015;0.90275;0.90275
NO0B;2016;0.909333333;0.909333333
NO0B;2017;0.91775;0.91775
NO0B;2018;0.91775;0.91775
NO0B;2019;0.920916667;0.920916667
NO0B;2020;NA;0.923059248
PL21;2009;0.777238071;0.777238071
PL21;2010;0.773413313;0.773413313
PL21;2011;0.783214334;0.783214334
PL21;2012;0.79813363;0.79813363
PL21;2013;0.808202576;0.808202576
PL21;2014;0.821354683;0.821354683
PL21;2015;0.830842317;0.830842317
PL21;2016;0.839433553;0.839433553
PL21;2017;0.855827974;0.855827974
PL21;2018;0.852922768;0.852922768
PL21;2019;0.85295733;0.85295733
PL21;2020;NA;0.878945587
PL22;2009;0.779234818;0.779234818
PL22;2010;0.77419158;0.77419158
PL22;2011;0.775484155;0.775484155
PL22;2012;0.778636118;0.778636118
PL22;2013;0.79263681;0.79263681
PL22;2014;0.809820246;0.809820246
PL22;2015;0.811723823;0.811723823
PL22;2016;0.82067864;0.82067864
PL22;2017;0.825791127;0.825791127
PL22;2018;0.827790966;0.827790966
PL22;2019;0.836176067;0.836176067
PL22;2020;NA;0.84136134
PL41;2009;0.784310515;0.784310515
PL41;2010;0.77963462;0.77963462
PL41;2011;0.77812333;0.77812333
PL41;2012;0.780471295;0.780471295
PL41;2013;0.789745476;0.789745476
PL41;2014;0.807805641;0.807805641
PL41;2015;0.813365222;0.813365222
PL41;2016;0.812035397;0.812035397
PL41;2017;0.808920236;0.808920236
PL41;2018;0.80640105;0.80640105
PL41;2019;0.821615603;0.821615603
PL41;2020;NA;0.828951469
PL42;2009;0.780183523;0.780183523
PL42;2010;0.777451852;0.777451852
PL42;2011;0.78011948;0.78011948
PL42;2012;0.780114378;0.780114378
PL42;2013;0.790834823;0.790834823
PL42;2014;0.805285446;0.805285446
PL42;2015;0.806807316;0.806807316
PL42;2016;0.814195407;0.814195407
PL42;2017;0.817322609;0.817322609
PL42;2018;0.81978472;0.81978472
PL42;2019;0.826166479;0.826166479
PL42;2020;NA;0.832717429
PL43;2009;0.783043583;0.783043583
PL43;2010;0.786906443;0.786906443
PL43;2011;0.786096255;0.786096255
PL43;2012;0.793591092;0.793591092
