geo;year;gdp
PT18;2011;24365.06471
PT18;2012;24124.68988
PT18;2013;25193.85172
PT18;2014;26145.23191
PT18;2015;27956.24687
PT18;2016;29337.58405
PT18;2017;31305.52112
PT18;2018;32308.90277
PT18;2019;33041.79703
PT18;2020;31182.18645
PT2;2009;23908.65455
PT2;2010;24696.12254
PT2;2011;24204.76823
PT2;2012;23794.21467
PT2;2013;25365.23847
PT2;2014;25798.93745
PT2;2015;26422.06259
PT2;2016;28289.81319
PT2;2017;29218.48638
PT2;2018;30737.11831
PT2;2019;32172.27606
PT2;2020;30125.16318
PT20;2009;23908.65455
PT20;2010;24696.12254
PT20;2011;24204.76823
PT20;2012;23794.21467
PT20;2013;25365.23847
PT20;2014;25798.93745
PT20;2015;26422.06259
PT20;2016;28289.81319
PT20;2017;29218.48638
PT20;2018;30737.11831
PT20;2019;32172.27606
PT20;2020;30125.16318
PT3;2009;25980.73795
PT3;2010;26620.49572
PT3;2011;26769.51189
PT3;2012;25446.59069
PT3;2013;27079.10593
PT3;2014;28049.85145
PT3;2015;28467.64163
PT3;2016;30559.98338
PT3;2017;32696.87762
PT3;2018;33880.68723
PT3;2019;35128.64737
PT3;2020;31006.0159
PT30;2009;25980.73795
PT30;2010;26620.49572
PT30;2011;26769.51189
PT30;2012;25446.59069
PT30;2013;27079.10593
PT30;2014;28049.85145
PT30;2015;28467.64163
PT30;2016;30559.98338
PT30;2017;32696.87762
PT30;2018;33880.68723
PT30;2019;35128.64737
PT30;2020;31006.0159
RO;2009;16631.85819
RO;2010;16976.25909
RO;2011;17896.27586
RO;2012;18869.56897
RO;2013;19781.92571
RO;2014;20657.67329
RO;2015;21605.83562
RO;2016;24271.47002
RO;2017;27141.90093
RO;2018;29342.04115
RO;2019;31867.26319
RO;2020;32202.20866
RO1;2009;14723.2843
RO1;2010;15059.58467
RO1;2011;15143.00265
RO1;2012;17440.05617
RO1;2013;17858.68293
RO1;2014;18483.18136
RO1;2015;19471.92592
RO1;2016;22578.11164
RO1;2017;25445.53213
RO1;2018;27385.90507
RO1;2019;29927.51673
RO1;2020;29942.40454
RO11;2009;14450.63089
RO11;2010;14511.96341
RO11;2011;14592.34801
RO11;2012;16582.34849
RO11;2013;17034.43603
RO11;2014;18211.36987
RO11;2015;18938.4485
RO11;2016;22013.65885
RO11;2017;25162.80399
RO11;2018;26827.00905
RO11;2019;29650.4101
RO11;2020;29942.40454
RO12;2009;15268.59113
RO12;2010;15607.20593
RO12;2011;15968.98462
RO12;2012;18297.76385
RO12;2013;18408.18087
RO12;2014;19026.80435
RO12;2015;20005.40335
RO12;2016;23142.56444
RO12;2017;25728.26026
RO12;2018;27944.80109
RO12;2019;29927.51673
RO12;2020;29942.40454
RO2;2009;11178.78993
RO2;2010;11226.23585
RO2;2011;11839.0748
RO2;2012;13723.32289
RO2;2013;14561.69531
RO2;2014;15221.44348
RO2;2015;15470.84526
RO2;2016;17215.81013
RO2;2017;19225.51316
RO2;2018;20958.60082
RO2;2019;22445.63755
RO2;2020;22598.04116
RO21;2009;9815.522867
RO21;2010;9857.182696
RO21;2011;9911.783556
RO21;2012;12007.90753
RO21;2013;12363.70357
RO21;2014;12775.14006
RO21;2015;13070.19685
RO21;2016;14957.99896
RO21;2017;16963.68808
RO21;2018;18443.56872
RO21;2019;19951.67782
RO21;2020;20338.23705
RO22;2009;12814.71041
RO22;2010;13142.91026
RO22;2011;14317.02069
RO22;2012;16296.44593
RO22;2013;17583.93396
RO22;2014;18483.18136
RO22;2015;18404.97108
RO22;2016;20320.30048
RO22;2017;22335.52264
RO22;2018;24311.97695
RO22;2019;25493.81055
RO22;2020;25705.27182
RO3;2009;23448.19351
RO3;2010;23273.90359
RO3;2011;26156.09549
RO3;2012;27160.74321
RO3;2013;28573.89269
RO3;2014;30171.07546
RO3;2015;32008.64536
RO3;2016;35560.52584
RO3;2017;39016.48259
RO3;2018;42196.64965
RO3;2019;46276.80828
RO3;2020;46325.98438
RO31;2009;13632.67065
RO31;2010;13142.91026
RO31;2011;14592.34801
RO31;2012;14581.03057
RO31;2013;15660.69119
RO31;2014;17395.9354
RO31;2015;17071.27752
RO31;2016;19473.62129
RO31;2017;20921.88197
RO31;2018;22914.7369
RO31;2019;24385.384
RO31;2020;24292.89425
RO32;2009;37353.51758
RO32;2010;38059.67763
RO32;2011;42400.40743
RO32;2012;44314.89682
RO32;2013;46432.57562
RO32;2014;47567.01086
RO32;2015;51747.30999
RO32;2016;57009.7319
RO32;2017;62765.64591
RO32;2018;66788.07462
RO32;2019;73710.36529
RO32;2020;73443.63378
RO4;2009;14723.2843
RO4;2010;15059.58467
RO4;2011;15143.00265
RO4;2012;17154.15361
RO4;2013;17583.93396
RO4;2014;17667.74689
RO4;2015;18938.4485
RO4;2016;21449.20606
RO4;2017;24031.89145
RO4;2018;26268.11303
RO4;2019;28819.09019
RO4;2020;29094.978
RO41;2009;11996.75017
RO41;2010;12321.47837
RO41;2011;12389.72944
RO41;2012;14295.12801
RO41;2013;14561.69531
RO41;2014;14677.8205
RO41;2015;15737.58397
RO41;2016;17498.03652
RO41;2017;20073.69757
RO41;2018;22635.28889
RO41;2019;24939.59728
RO41;2020;25140.32079
RO42;2009;17449.81843
RO42;2010;18071.50161
RO42;2011;18722.25783
RO42;2012;20013.17921
RO42;2013;20606.17261
RO42;2014;20929.48478
RO42;2015;22406.05175
RO42;2016;25964.82839
RO42;2017;27990.08534
RO42;2018;30180.38518
RO42;2019;32975.68973
RO42;2020;33049.6352
SE;2009;40279.4616
SE;2010;42223.91967
SE;2011;44608.58026
SE;2012;45432.43197
SE;2013;46312.39238
SE;2014;47184.66913
SE;2015;49103.13343
SE;2016;50430.25282
SE;2017;51947.95425
SE;2018;53521.63064
SE;2019;54598.78035
SE;2020;55064.88501
SE1;2009;47906.3419
SE1;2010;48874.18702
SE1;2011;51958.2777
SE1;2012;52970.99922
SE1;2013;54064.68415
SE1;2014;55205.02128
SE1;2015;57656.58248
SE1;2016;58906.82723
SE1;2017;60006.96602
SE1;2018;61960.24627
SE1;2019;63306.34446
SE1;2020;64182.38231
SE11;2009;58393.30232
SE11;2010;58585.68854
SE11;2011;62268.26993
SE11;2012;63122.93645
SE11;2013;64434.63288
SE11;2014;66141.86512
SE11;2015;69377.97563
SE11;2016;70495.05554
SE11;2017;71115.33359
SE11;2018;73519.99371
SE11;2019;75426.33234
SE11;2020;77258.79291
SE12;2009;34320.96136
SE12;2010;36207.01112
SE12;2011;38381.75327
SE12;2012;39502.0924
SE12;2013;40070.28732
SE12;2014;40310.08158
SE12;2015;41605.66575
SE12;2016;43026.66251
SE12;2017;44760.18699
SE12;2018;46123.39228
SE12;2019;46714.90474
SE12;2020;46307.28892
SE2;2009;36227.68144
SE2;2010;38107.0875
SE2;2011;40219.17763
SE2;2012;40808.77739
SE2;2013;41781.83226
SE2;2014;42601.61076
SE2;2015;44562.41357
SE2;2016;46031.018
SE2;2017;47809.5428
SE2;2018;48666.53672
SE2;2019;49538.97959
SE2;2020;49666.36687
SE21;2009;33725.11134
SE21;2010;35890.33172
SE21;2011;38381.75327
SE21;2012;38798.49279
SE21;2013;39667.57087
SE21;2014;40205.92116
SE21;2015;41500.06761
SE21;2016;43241.25933
SE21;2017;44869.09256
SE21;2018;45892.19733
SE21;2019;46244.2256
SE21;2020;45827.42064
SE22;2009;34797.64138
SE22;2010;36734.81011
SE22;2011;38279.67414
SE22;2012;38899.00702
SE22;2013;39868.92909
SE22;2014;40726.72325
SE22;2015;42133.65643
SE22;2016;43026.66251
SE22;2017;44977.99812
SE22;2018;45776.59986
SE22;2019;46832.57453
SE22;2020;47986.8279
SE23;2009;38491.91153
SE23;2010;40007.16389
SE23;2011;42464.91851
SE23;2012;43020.09045
SE23;2013;44097.45188
SE23;2014;44997.30037
SE23;2015;47730.35766
SE23;2016;49357.26872
SE23;2017;51185.6153
SE23;2018;51903.266
SE23;2019;52951.40336
SE23;2020;52545.57655
SE3;2009;34082.62135
SE3;2010;37684.84831
SE3;2011;39402.54458
SE3;2012;40105.17778
SE3;2013;40372.32466
SE3;2014;40414.242
SE3;2015;40972.07693
SE3;2016;42275.57364
SE3;2017;44106.75361
SE3;2018;46123.39228
SE3;2019;47185.58388
SE3;2020;47506.95962
SE31;2009;32056.73127
SE31;2010;34412.49453
SE31;2011;36238.09152
SE31;2012;37190.26511
SE31;2013;37653.98859
SE31;2014;38018.55239
SE31;2015;38648.91793
SE31;2016;40236.90385
SE31;2017;41384.1145
SE31;2018;43117.85795
SE31;2019;43655.49033
SE31;2020;43668.01338
SE32;2009;36466.02145
SE32;2010;39479.36489
SE32;2011;40015.01936
SE32;2012;40507.2347
SE32;2013;40875.72023
SE32;2014;41247.52534
SE32;2015;41605.66575
SE32;2016;42597.46887
SE32;2017;44215.65917
SE32;2018;45776.59986
SE32;2019;46832.57453
SE32;2020;46307.28892
SE33;2009;35512.66141
SE33;2010;41696.12067
SE33;2011;43996.10548
SE33;2012;44326.77544
SE33;2013;44298.8101
SE33;2014;43747.37536
SE33;2015;44034.42289
SE33;2016;45494.52595
SE33;2017;48680.78731
SE33;2018;51209.68116
SE33;2019;53186.74293
SE33;2020;54704.9838
SI;2009;27537.75846
SI;2010;27826.87234
SI;2011;28931.38332
SI;2012;29042.82027
SI;2013;29973.69935
SI;2014;30870.02367
SI;2015;31628.24718
SI;2016;33936.04406
SI;2017;36507.55304
SI;2018;38961.54435
SI;2019;40670.87787
SI;2020;39725.25919
SI0;2009;27537.75846
SI0;2010;27826.87234
SI0;2011;28931.38332
SI0;2012;29042.82027
SI0;2013;29973.69935
SI0;2014;30870.02367
SI0;2015;31628.24718
SI0;2016;33936.04406
SI0;2017;36507.55304
SI0;2018;38961.54435
SI0;2019;40670.87787
SI0;2020;39725.25919
SI03;2009;22432.44369
SI03;2010;22796.02537
SI03;2011;23816.44263
SI03;2012;23927.32352
SI03;2013;24893.41133
SI03;2014;25640.6754
SI03;2015;26244.71574
SI03;2016;28049.17928
SI03;2017;30188.93809
SI03;2018;32085.9777
SI03;2019;33658.65755
SI03;2020;32955.93252
SI04;2009;33416.60577
SI04;2010;33801.00313
SI04;2011;34685.69161
SI04;2012;34983.39715
SI04;2013;35731.35912
SI04;2014;36774.12655
SI04;2015;37684.72004
SI04;2016;40515.48118
SI04;2017;43703.7534
SI04;2018;46718.59391
SI04;2019;48384.32022
SI04;2020;47207.14658
SK;2009;23080.58654
SK;2010;25302.23272
SK;2011;26145.88938
SK;2012;26888.3481
SK;2013;27915.43321
SK;2014;28929.52636
SK;2015;29964.88861
SK;2016;29645.74189
SK;2017;30061.55147
SK;2018;31214.59257
SK;2019;31966.55484
SK;2020;31356.45828
SK0;2009;23080.58654
SK0;2010;25302.23272
SK0;2011;26145.88938
SK0;2012;26888.3481
SK0;2013;27915.43321
SK0;2014;28929.52636
SK0;2015;29964.88861
SK0;2016;29645.74189
SK0;2017;30061.55147
SK0;2018;31214.59257
SK0;2019;31966.55484
SK0;2020;31356.45828
SK01;2009;58092.66272
SK01;2010;62653.14768
SK01;2011;66553.17297
SK01;2012;66034.6196
SK01;2013;70501.75102
SK01;2014;71290.61854
SK01;2015;73994.92902
SK01;2016;73020.04882
SK01;2017;72729.56001
SK01;2018;74229.8238
SK01;2019;73969.12109
SK01;2020;72175.5164
SK02;2009;21320.20282
SK02;2010;23093.30764
SK02;2011;24759.36495
SK02;2012;25504.38901
SK02;2013;25877.81035
SK02;2014;27069.7711
SK02;2015;27314.93248
SK02;2016;27059.20065
SK02;2017;27152.36907
SK02;2018;28169.26647
SK02;2019;29736.33009
SK02;2020;28944.42303
SK03;2009;18386.22995
SK03;2010;20482.75982
SK03;2011;20401.71672
SK03;2012;21154.80328
SK03;2013;22006.32691
SK03;2014;22936.98162
SK03;2015;24053.448
SK03;2016;23477.83586
SK03;2017;23855.29568
SK03;2018;24933.60748
SK03;2019;26019.28883
SK03;2020;24862.51722
SK04;2009;15647.85528
SK04;2010;17269.77789
SK04;2011;17628.66784
SK04;2012;18386.8851
SK04;2013;18949.89262
SK04;2014;20044.02898
SK04;2015;20995.80631
SK04;2016;20493.3652
SK04;2017;21527.94976
SK04;2018;22459.28002
SK04;2019;22488.09963
SK04;2020;22264.94079
UK;2009;35212.42048
UK;2010;36576.58654
UK;2011;37379.29097
UK;2012;38514.02617
UK;2013;40218.74726
UK;2014;41580.60249
UK;2015;42912.87509
UK;2016;44635.29956
UK;2017;46372.3866
UK;2018;47573.48802
UK;2019;49041.46355
UK;2020;46526.91187
UKC1;2009;26077.57696
UKC1;2010;26629.26351
UKC1;2011;26786.52074
UKC1;2012;27333.64254
UKC1;2013;28016.48861
UKC1;2014;28611.16986
UKC1;2015;29884.41796
UKC1;2016;30341.35052
UKC1;2017;30578.5114
UKC1;2018;31573.61021
UKC1;2019;32590.44768
UKC1;2020;31038.61917
UKC2;2009;28140.59122
UKC2;2010;29180.03118
UKC2;2011;30036.18643
UKC2;2012;31043.77447
UKC2;2013;31791.41924
UKC2;2014;32626.08375
UKC2;2015;33898.13837
UKC2;2016;34979.31361
UKC2;2017;36227.4671
UKC2;2018;36638.52849
UKC2;2019;37914.17826
UKC2;2020;35431.38447
UKD1;2009;30501.77329
UKD1;2010;31792.36604
UKD1;2011;31629.96056
UKD1;2012;32945.1424
UKD1;2013;34619.40046
UKD1;2014;36253.97019
UKD1;2015;37849.15992
UKD1;2016;38458.27499
UKD1;2017;39581.39386
UKD1;2018;39473.65577
UKD1;2019;41191.98085
UKD1;2020;37931.11758
UKD3;2009;31419.83026
UKD3;2010;32161.53442
UKD3;2011;32339.16122
UKD3;2012;33716.16866
UKD3;2013;35359.43643
UKD3;2014;36037.50051
UKD3;2015;37628.30489
UKD3;2016;39069.63235
UKD3;2017;41191.25388
UKD3;2018;42420.82068
UKD3;2019;43934.58487
UKD3;2020;42056.33068
UKD4;2009;27642.69308
UKD4;2010;28849.88566
UKD4;2011;29504.40938
UKD4;2012;30435.93481
UKD4;2013;31446.36956
UKD4;2014;32442.74884
UKD4;2015;34373.50113
UKD4;2016;36174.34721
UKD4;2017;37060.11389
UKD4;2018;37068.51146
UKD4;2019;38342.28443
UKD4;2020;35998.60439
UKD6;2009;39654.46912
UKD6;2010;41579.33323
UKD6;2011;42434.00642
UKD6;2012;43921.06816
UKD6;2013;45921.20863
UKD6;2014;48295.52325
UKD6;2015;49767.5328
UKD6;2016;53352.28676
UKD6;2017;55264.96023
UKD6;2018;56518.75865
UKD6;2019;59299.18289
UKD6;2020;55723.1557
UKD7;2009;28273.22872
UKD7;2010;29417.77621
UKD7;2011;29613.96627
UKD7;2012;29331.4323
UKD7;2013;30560.74013
UKD7;2014;31736.43909
UKD7;2015;32965.27879
UKD7;2016;33727.42678
UKD7;2017;34947.34643
UKD7;2018;35398.36095
UKD7;2019;36944.91051
UKD7;2020;35630.50757
UKE1;2009;29180.12369
UKE1;2010;29325.96364
UKE1;2011;28780.67986
UKE1;2012;29276.30057
UKE1;2013;30268.48987
UKE1;2014;31134.43667
UKE1;2015;33188.7508
UKE1;2016;34072.9532
UKE1;2017;35766.22322
UKE1;2018;36954.72635
UKE1;2019;38818.3321
UKE1;2020;36386.40638
UKE2;2009;31871.66722
UKE2;2010;32675.57961
UKE2;2011;33799.41054
UKE2;2012;34452.29028
UKE2;2013;35792.22284
UKE2;2014;36566.09724
UKE2;2015;37521.81561
UKE2;2016;39337.85049
UKE2;2017;41774.04989
UKE2;2018;42208.63862
UKE2;2019;43441.29777
UKE2;2020;40167.90599
UKE3;2009;25255.57222
UKE3;2010;26196.59101
UKE3;2011;26757.86995
UKE3;2012;27595.4762
UKE3;2013;28494.00259
UKE3;2014;29309.15487
UKE3;2015;30664.93317
UKE3;2016;31248.38352
UKE3;2017;32438.2526
UKE3;2018;32635.02835
UKE3;2019;33694.51024
UKE3;2020;32465.14855
UKE4;2009;30506.39682
UKE4;2010;31083.25355
UKE4;2011;31757.58164
UKE4;2012;32682.86072
UKE4;2013;33823.64585
UKE4;2014;34613.40137
UKE4;2015;36470.70366
UKE4;2016;37327.40382
UKE4;2017;38797.62465
UKE4;2018;40344.52514
UKE4;2019;41257.58799
UKE4;2020;39310.31445
UKF1;2009;27817.90301
UKF1;2010;29147.67098
UKF1;2011;30056.55004
UKF1;2012;31185.56966
UKF1;2013;32302.07641
UKF1;2014;32911.05836
UKF1;2015;33936.68181
UKF1;2016;35117.86976
UKF1;2017;35940.30074
UKF1;2018;37097.00669
UKF1;2019;38654.26253
UKF1;2020;37001.2347
UKF2;2009;31111.92451
UKF2;2010;32721.13655
UKF2;2011;32526.33514
UKF2;2012;33400.42265
UKF2;2013;35188.43296
UKF2;2014;36496.15429
UKF2;2015;37788.76896
UKF2;2016;39007.32986
UKF2;2017;40097.83197
UKF2;2018;41341.34218
UKF2;2019;42440.06397
UKF2;2020;40311.15052
UKF3;2009;25277.82351
UKF3;2010;26137.46247
UKF3;2011;26609.61451
UKF3;2012;27633.55341
UKF3;2013;29349.8061
UKF3;2014;30074.72397
UKF3;2015;30671.11691
UKF3;2016;30867.14942
UKF3;2017;32772.79584
UKF3;2018;33898.35601
UKF3;2019;34982.99603
UKF3;2020;32558.41068
UKG1;2009;30225.53746
UKG1;2010;31674.62465
UKG1;2011;33150.96295
UKG1;2012;35053.96299
UKG1;2013;37419.53705
UKG1;2014;39117.21859
UKG1;2015;40851.14362
UKG1;2016;41866.69227
UKG1;2017;45218.73479
UKG1;2018;46218.41463
UKG1;2019;47122.63072
UKG1;2020;43230.80321
UKG2;2009;26539.05362
UKG2;2010;27799.02668
UKG2;2011;28659.61664
UKG2;2012;29209.76598
UKG2;2013;30633.36419
UKG2;2014;31284.65424
UKG2;2015;32463.43574
UKG2;2016;33695.07682
UKG2;2017;34892.45464
UKG2;2018;35859.08689
UKG2;2019;36853.16464
UKG2;2020;34701.3343
UKG3;2009;28397.39576
UKG3;2010;29640.04277
UKG3;2011;30100.15565
UKG3;2012;30814.07145
UKG3;2013;32202.1469
UKG3;2014;33349.92598
UKG3;2015;34626.78156
UKG3;2016;36817.51213
UKG3;2017;37627.40205
UKG3;2018;38530.53492
UKG3;2019;39204.96912
UKG3;2020;37485.74964
UKH1;2009;31787.30139
UKH1;2010;32740.19525
UKH1;2011;33248.85241
UKH1;2012;34581.31003
UKH1;2013;35988.95009
UKH1;2014;36888.27511
UKH1;2015;37777.45063
UKH1;2016;39332.80809
UKH1;2017;41220.37019
UKH1;2018;41526.50081
UKH1;2019;43263.59986
UKH1;2020;41412.88588
UKH2;2009;36873.21634
UKH2;2010;36992.59932
UKH2;2011;36884.73088
UKH2;2012;37324.02411
UKH2;2013;39860.77217
UKH2;2014;42062.29538
UKH2;2015;43955.05124
UKH2;2016;45882.25024
UKH2;2017;48987.97064
UKH2;2018;49277.8273
UKH2;2019;50632.81693
UKH2;2020;47997.36643
UKH3;2009;28972.577
UKH3;2010;30335.31318
UKH3;2011;30213.99903
UKH3;2012;31047.5281
UKH3;2013;32020.23415
UKH3;2014;33501.05271
UKH3;2015;35022.37134
UKH3;2016;36652.3877
UKH3;2017;39010.2394
UKH3;2018;39680.95892
UKH3;2019;40210.91094
UKH3;2020;37526.41984
UKI0;2009;58497.51399
UKI0;2010;60793.98492
UKI0;2011;62627.40769
UKI0;2012;64779.75376
UKI0;2013;68035.71223
UKI0;2014;71311.39547
UKI0;2015;73661.82587
UKI0;2016;77782.14901
UKI0;2017;79904.05843
UKI0;2018;82077.47744
UKI0;2019;84097.27453
UKI0;2020;81027.89807
UKJ1;2009;47718.96596
UKJ1;2010;49067.27599
UKJ1;2011;50500.5746
UKJ1;2012;52201.56372
UKJ1;2013;54133.84959
UKJ1;2014;56221.4124
UKJ1;2015;58563.41767
UKJ1;2016;59400.45109
UKJ1;2017;60955.03285
UKJ1;2018;63298.54805
UKJ1;2019;65806.62963
UKJ1;2020;63562.8733
UKJ2;2009;37509.97333
UKJ2;2010;38916.89929
UKJ2;2011;39079.02623
UKJ2;2012;40515.01521
UKJ2;2013;42379.66718
UKJ2;2014;43585.60672
UKJ2;2015;45070.5114
UKJ2;2016;46422.5776
UKJ2;2017;47861.05975
UKJ2;2018;48478.65709
UKJ2;2019;49980.01145
UKJ2;2020;47605.40426
UKJ3;2009;35693.96576
UKJ3;2010;37534.62739
UKJ3;2011;38486.5011
UKJ3;2012;39693.3543
UKJ3;2013;41455.09597
UKJ3;2014;42409.99945
UKJ3;2015;43934.75961
UKJ3;2016;45218.38976
UKJ3;2017;47015.02897
UKJ3;2018;47733.74353
UKJ3;2019;49908.14179
UKJ3;2020;47128.83309
UKJ4;2009;29025.56918
UKJ4;2010;30370.08023
UKJ4;2011;31038.8127
UKJ4;2012;31814.07764
UKJ4;2013;33084.56353
UKJ4;2014;33974.10035
UKJ4;2015;35649.37707
UKJ4;2016;37469.62039
UKJ4;2017;38338.61591
UKJ4;2018;39399.79233
UKJ4;2019;41422.11574
UKJ4;2020;38943.4765
UKK1;2009;36855.06013
UKK1;2010;38678.83108
UKK1;2011;38910.2141
UKK1;2012;40242.15648
UKK1;2013;41512.89158
UKK1;2014;43529.08287
UKK1;2015;44380.106
UKK1;2016;45927.65039
UKK1;2017;47602.95825
UKK1;2018;48538.80703
UKK1;2019;50230.33253
UKK1;2020;48005.89285
UKK2;2009;29270.75371
UKK2;2010;29876.83748
UKK2;2011;30150.44491
UKK2;2012;30888.66815
UKK2;2013;32129.00192
UKK2;2014;33316.37189
UKK2;2015;33932.24037
UKK2;2016;35293.25482
UKK2;2017;37535.41523
UKK2;2018;38092.29084
UKK2;2019;39149.92269
UKK2;2020;36638.08742
UKK3;2009;24054.30506
UKK3;2010;24878.00902
UKK3;2011;25603.58467
UKK3;2012;26451.85403
UKK3;2013;27566.95579
UKK3;2014;28153.59195
UKK3;2015;28695.04602
UKK3;2016;30382.5254
UKK3;2017;32273.75385
UKK3;2018;33053.51518
UKK3;2019;33681.7214
UKK3;2020;30649.11843
UKK4;2009;8312.555538
UKK4;2010;8754.707357
UKK4;2011;8961.85596
UKK4;2012;9230.532652
UKK4;2013;9585.198365
UKK4;2014;9741.041584
UKK4;2015;9901.238981
UKK4;2016;10169.13229
UKK4;2017;10473.3443
UKK4;2018;10583.67833
UKK4;2019;10939.72859
UKK4;2020;10284.01498
UKL1;2009;22466.04525
UKL1;2010;23508.74031
UKL1;2011;24382.31645
UKL1;2012;25085.7054
UKL1;2013;26503.05192
UKL1;2014;27250.8777
UKL1;2015;28154.24165
UKL1;2016;29300.08871
UKL1;2017;30444.31675
UKL1;2018;31464.34324
UKL1;2019;32664.40202
UKL1;2020;30696.25122
UKL2;2009;30571.01129
UKL2;2010;31547.60182
UKL2;2011;32859.4388
UKL2;2012;34284.41513
UKL2;2013;35459.90031
UKL2;2014;35831.84317
UKL2;2015;37328.54419
UKL2;2016;39262.07954
UKL2;2017;40275.68533
UKL2;2018;41737.98589
UKL2;2019;43289.00147
UKL2;2020;41095.46699
UKM5;2009;48905.31436
UKM5;2010;50690.47327
UKM5;2011;51709.46618
UKM5;2012;54498.30889
UKM5;2013;58629.98923
UKM5;2014;60578.21367
UKM5;2015;59056.71178
UKM5;2016;55177.98517
UKM5;2017;55115.16894
UKM5;2018;55024.85326
UKM5;2019;55642.51005
UKM5;2020;53126.51592
UKM6;2009;30553.9373
UKM6;2010;31703.67448
UKM6;2011;33140.64755
UKM6;2012;33874.94942
UKM6;2013;35395.97244
UKM6;2014;36276.84896
UKM6;2015;36874.18985
UKM6;2016;37545.17855
UKM6;2017;40292.9352
UKM6;2018;40585.38931
UKM6;2019;41789.17832
UKM6;2020;37940.31157
UKM7;2009;35010.82441
UKM7;2010;35313.74412
UKM7;2011;35765.64061
UKM7;2012;37174.06399
UKM7;2013;39034.67362
UKM7;2014;40288.96415
UKM7;2015;41567.59124
UKM7;2016;43526.50847
UKM7;2017;45292.85242
UKM7;2018;46404.77238
UKM7;2019;47814.40401
UKM7;2020;45647.655
UKM8;2009;32696.11322
UKM8;2010;32792.46059
UKM8;2011;33739.69732
UKM8;2012;34662.83608
UKM8;2013;36503.07006
UKM8;2014;38251.02921
UKM8;2015;38988.15397
UKM8;2016;39921.69433
UKM8;2017;41993.33743
UKM8;2018;42692.89796
UKM8;2019;44301.85325
UKM8;2020;43308.12026
UKM9;2009;26123.94814
UKM9;2010;26698.18695
UKM9;2011;27329.02102
UKM9;2012;28203.23485
UKM9;2013;29621.09353
UKM9;2014;30711.23176
UKM9;2015;31479.87413
UKM9;2016;32372.64338
UKM9;2017;33878.39564
UKM9;2018;34218.07662
UKM9;2019;35101.08498
UKM9;2020;33670.70231
UKN0;2009;27742.39172
UKN0;2010;28040.83308
UKN0;2011;28585.66506
UKN0;2012;29892.7754
UKN0;2013;30753.27
UKN0;2014;31474.10855
UKN0;2015;32743.76383
UKN0;2016;34278.20803
UKN0;2017;35362.08315
UKN0;2018;35995.05221
UKN0;2019;37099.14641
UKN0;2020;37022.55384
