"nuts2","year","TED","ted_im"
"ITH4",2014,20.130246322411,20.130246322411
"ITH4",2015,NA,20.4647936759603
"ITH4",2016,20.2496861998955,20.2496861998955
"ITH4",2017,19.9027748039517,19.9027748039517
"ITH4",2018,20.2524558585766,20.2524558585766
"ITH4",2019,20.4204648872394,20.4204648872394
"ITH4",2020,19.8824438517861,19.8824438517861
"ITH5",2009,21.2580743130572,21.2580743130572
"ITH5",2010,21.7288260004286,21.7288260004286
"ITH5",2011,21.486994022132,21.486994022132
"ITH5",2012,21.0152223491305,21.0152223491305
"ITH5",2013,21.6949689161777,21.6949689161777
"ITH5",2014,21.2793645782549,21.2793645782549
"ITH5",2015,NA,21.6524136373637
"ITH5",2016,21.6567378205906,21.6567378205906
"ITH5",2017,21.348851667293,21.348851667293
"ITH5",2018,21.4158167694058,21.4158167694058
"ITH5",2019,22.2710549793323,22.2710549793323
"ITH5",2020,21.6471697517909,21.6471697517909
"ITI1",2009,21.3852478792771,21.3852478792771
