"nuts2","year","flow_in","flow_out"
"CZ08",2008,7,9
"ITF1",2018,180,138
"UKH3",2012,7,14
"EL54",2016,3,7
"DE25",2020,147,160
"ES43",2020,82,110
"BE23",1995,1,2
"DE80",2009,17,6
"NO08",2021,124,81
"FRG0",2013,34,37
"ITF1",2015,19,39
"DE72",2020,667,1277
"DE80",2020,57,78
"PT15",2010,36,26
"PT17",2010,9,6
"EL54",2014,20,21
"EL51",2014,8,6
"UKG3",1988,68,86
"PT11",1988,9,16
"NL41",2019,116,98
"SE12",1968,1,0
"LT01",2021,10,8
"PT15",2021,25,24
"BG32",2020,2,6
"BG31",2020,3,20
"ES51",1998,162,111
"FR10",1986,18,25
"SE23",1986,1,0
"DE40",2020,892,826
"DE25",1983,0,1
"DE21",1983,83,82
"EL53",2017,8,5
"ITI4",2017,228,262
"LT02",2017,7,5
"ES22",2019,24,25
"UKG3",2009,364,620
"UKG1",2009,62,78
"NL33",2003,16,21
"MT00",2003,2,1
"UKG3",2006,697,1218
"DE71",2016,200,182
"FRF1",1997,3,8
"FRK2",1997,17,16
"UKJ3",2012,23,36
"UKK1",2012,43,32
"IE06",2015,184,183
"ES43",2019,127,77
"UKM7",2016,90,108
"ES22",2017,100,94
"ES41",1996,33,16
"DED2",2016,33,40
"DEA1",2016,28,39
"FRE1",2017,1482,1219
"UKD1",2020,9,6
"CH03",2016,50,42
"NL31",2010,1308,2399
"FI1B",2019,77,54
"PL22",2001,65,54
"PL21",2001,11,15
"SK01",2014,15,76
"DE12",2011,313,377
"IE05",2016,132,160
"DEA1",2020,122,101
"IE04",2020,29,29
"PT16",2012,1062,960
"ES61",1997,663,257
"ES70",1997,6,1
"FRK2",2012,60,113
"UKM8",2012,153,168
"DE12",2005,48,81
"RO21",2014,504,673
"RO11",2014,57,84
"DE50",2008,79,66
"ES70",2018,97,72
"IS00",2019,32,23
"HU31",2020,8,9
"IE06",2019,443,348
"EL30",2017,46,68
"HU23",2017,14,7
"BE24",2018,306,228
"DEE0",2018,45,40
"FRF1",2021,88,96
"DE11",1983,0,3
"UKM8",2007,15,19
"UKK3",2007,2,1
"ITH3",2019,78,90
"DEF0",2019,198,198
"UKE3",2020,90,136
"UKF1",2020,466,498
"FRD2",2015,9,9
"BE22",2016,281,336
"NO0A",2019,2377,1116
"SE23",2010,40,28
"SE12",2010,311,253
"UKH1",2000,20,36
"PT17",2000,5,3
"RO12",2017,10,15
"HU32",2011,2,8
"NL33",1976,67,135
"FRK2",1976,1,12
"EL61",2019,35,22
"ITG2",2016,289,270
"FRH0",2017,36,47
"CH01",2013,556,572
"UKE4",2000,64,147
"ITG2",2015,217,540
"DEA2",2020,109,113
"SE21",2014,57,30
"FRC2",2015,13,13
"PL91",2000,13,14
"PL51",2000,30,27
"ES53",2018,19,15
"UKD3",2011,41,50
"HR05",2020,300,301
"UKH1",2011,378,524
"UKJ1",2017,275,262
"FRG0",2011,216,135
"FRK2",2011,34,37
"UKH3",2008,9,14
"UKJ2",2008,21,23
"UKH1",2001,25,28
"PL63",2021,40,17
"CH04",2014,59,58
"ES62",2020,108,122
"BE23",2020,204,187
"UKM5",2003,30,36
"ES11",2018,103,84
"SE11",2009,201,220
"DE11",2007,27,109
"DE21",2007,14,20
"UKJ3",2018,124,143
"DE80",2018,962,992
"PT11",2013,752,646
"IE04",2019,241,320
"BE24",2013,92,78
"BE21",2013,24,19
"UKN0",2017,608,806
"PT17",2016,19,11
"ES30",2013,49,83
"ES42",2013,83,108
"CZ01",2015,38,50
"UKE4",2011,35,40
"UKF1",2011,62,108
"DE14",2020,2052,2015
"DE30",2014,143,100
"UKN0",2018,46,44
"DE30",1987,6,8
"UKJ2",2010,30,29
"NO08",1992,11,35
"IS00",1992,17,0
"DEG0",1970,1,0
"NL32",1998,3,13
"NL33",1998,16,5
"UKD3",2017,85,116
"DK05",2017,104,114
"UKI0",1979,90,73
"SE21",2017,69,41
"CH03",2013,28,16
"DE26",2015,23,21
"DE30",2015,617,528
"UKD3",1965,0,2
"PT18",2019,40,42
"SE22",2009,21,30
"UKG3",2011,72,103
"ES41",1979,2,2
"ES61",1979,2,0
"UKG1",2008,290,403
"NO08",2019,243,172
"NL42",2018,114,144
"UKH1",1993,72,85
"NL33",1993,121,84
"UKK4",2014,129,164
"DE94",2019,41,28
"FR10",1985,102,92
"EL52",1985,2,2
"UKF1",2015,120,102
"ITH3",2023,1,1
"DK01",2023,173,0
"ES12",2007,10,26
"ES13",2007,6,5
"UKJ3",2008,87,216
"SE22",2014,53,36
"UKE3",2010,85,131
"ITH1",2020,99,115
"HR03",2007,7,2
"SI04",2021,38,41
"BE24",2021,247,171
"FRB0",2021,8,15
"UKG1",1999,20,22
"IE05",2007,45,40
"UKD3",2001,255,426
"UKG1",2001,29,54
"PT18",2002,6,19
"ES43",2002,49,0
"UKH1",1992,14,19
"NO08",1993,4,1
"DE80",2004,18,13
"DE60",2004,25,33
"FRC1",2010,66,111
"FRL0",2015,280,379
"FRL0",2014,82,87
"DE72",2019,4585,4718
"NL11",2021,389,378
"PL51",2019,148,165
"DEA1",2014,5684,3858
"DEB3",2015,128,108
"DE71",2015,202,204
"ITF3",2011,9,19
"UKK2",2015,150,148
"FRE2",2012,15,18
"FRB0",2019,23,21
"DED2",1992,6,3
"DE40",1992,13,0
"CZ01",2020,648,546
"DK03",2018,72,75
"ITF1",2019,42,51
"DE60",1989,2,6
"FRB0",2017,103,115
"UKJ1",2010,48,66
"UKM8",2010,126,190
"RO11",2018,141,90
"CH04",2007,330,245
"FI19",2019,941,720
"IE06",2020,822,696
"CZ06",2019,46,28
"FRJ1",2021,35,27
"DE30",2013,100,104
"ITF3",2005,11,9
"FRK2",2020,191,202
"EL30",2020,63,47
"HU11",2010,9,11
"DE40",2006,3,6
"DEA2",2006,27,46
"UKL1",2000,5,9
"BE10",2009,235,189
"BE32",2016,6,6
"BE31",2016,599,494
"EL30",2004,18,23
"IE06",2021,59,65
"PT17",2019,98,21
"UKM7",2003,56,81
"ITG1",2018,48,73
"UKD1",2016,21,16
"ITF6",2014,63,71
"DK01",2014,55,32
"DK04",2018,228,301
"UKE3",1985,15,4
"UKD3",1985,12,4
"FRJ1",2014,31,38
"EL30",2018,128,106
"NL41",2003,5,9
"BE23",2014,51,52
"NL33",2012,43,54
"NL32",2012,31,36
"DE91",2014,76,74
"FRI1",2013,44,45
"PT16",2011,95,86
"AT13",2016,85,87
"AT12",2016,21,17
"CZ05",2019,60,49
"PL81",2005,8,50
"PL22",2005,555,237
"ES52",2017,62,71
"ES41",2017,48,45
"AT13",2010,27,19
"UKE4",2010,22,37
"UKD4",2010,10,11
"ES12",2003,5,6
"ES41",2003,94,70
"BE22",2020,42,26
"NO06",2015,19,25
"DE91",1994,4,11
"ES11",2019,113,114
"HU11",2014,22,34
"ITC4",2009,144,175
"NO06",2004,6,8
"NO08",2004,14,6
"AT33",1985,1,0
"FR10",2003,37,58
"DE30",2012,6800,6802
"CH05",2015,16,7
"ES61",1991,9,6
"ES30",1991,54,52
"PL61",2015,44,41
"PL51",2015,17,17
"ITH4",2020,49,47
"PL61",2002,13,9
"NL33",2013,120,123
"UKF1",2013,51,41
"ES70",2012,9,8
"DK01",2010,150,115
"FRB0",2015,14,21
"DEF0",2021,35,33
"NL32",2000,12,12
"PL91",2016,110,104
"UKG3",2012,57,78
"ITC4",2010,20,25
"ITH4",2010,17,14
"DE26",2012,8,17
"DE21",2012,46,44
"ITC4",2008,64,81
"FRC1",2008,13,16
"DEG0",2012,18,15
"SE21",2012,364,248
"UKG1",2002,120,303
"ITH5",2021,45,47
"ITI4",2012,94,80
"ITH5",2012,24,30
"UKG1",2013,264,214
"UKI0",2000,271,360
"AT31",2014,11,5
"DEB3",2001,8,15
"NL31",2001,65,40
"FRL0",2001,12,9
"ES30",2015,249,266
"CH01",2015,85,108
"BE21",2019,185,141
"ITH3",1993,27,47
"ITC4",1993,11,9
"UKJ3",2011,561,600
"BE31",2007,30,55
"UKL2",2013,37,37
"BE10",2016,710,481
"SE23",2017,18,34
"UKF1",2006,567,550
"UKF3",2006,8,4
"PL42",2018,33,60
"BE24",2015,420,429
"ITH4",2017,257,259
"CY00",2002,13,1
"UKH3",2019,44,37
"NL12",2009,0,1
"NL22",2009,113,119
"UKJ2",2017,348,363
"PL72",2011,2,4
"UKI0",2009,684,685
"DE30",2003,60,43
"UKF1",2010,61,56
"NO09",2016,11,10
"FRD1",2020,13,18
"FRK2",2007,104,107
"FRG0",2019,48,45
"UKK4",2011,18,20
"EE00",2016,26,22
"UKJ4",2016,25,27
"ITF4",2020,1191,513
"ITH3",1991,125,126
"ITG1",1991,145,144
"FRK2",2013,729,969
"ES12",2017,45,40
"FI1D",2009,151,125
"UKC2",2019,62,76
"PT11",2005,54,28
"PT16",2004,252,453
"ES11",2004,33,9
"PL81",2008,5,10
"PL63",2008,11,4
"PT15",2016,18,10
"ES61",2013,41,46
"ES63",2013,2,0
"SE21",2009,14,18
"DE71",2009,14,17
"NL11",2002,2,5
"UKG2",2008,49,50
"HR03",2008,7,1
"AT22",2016,1992,1578
"PL63",2016,24,20
"ES61",1998,24,26
"ES30",1998,98,60
"ITC3",2020,90,78
"FRE2",2013,10,16
"FRH0",2013,28,46
"ES11",2020,45,52
"SE33",2019,624,437
"EL52",2015,92,154
"ES30",1997,16,21
"DEA1",2019,1381,1180
"ES62",1995,2,5
"ES52",1995,23,21
"DK01",2021,574,348
"UKM7",2014,138,156
"DE71",2021,58,45
"UKI0",1998,161,270
"BE33",2017,243,271
"FRD1",2016,17,12
"SK01",2009,35,41
"UKK1",2009,343,380
"CH03",2011,43,34
"BE23",2016,305,225
"DK01",2004,14,15
"FR10",1990,360,488
"FRH0",1990,8,8
"FRL0",2012,417,336
"CZ06",2017,84,88
"UKG1",2010,70,91
"DE60",2003,56,67
"DEF0",2003,20,20
"DE94",2000,2,1
"FI1B",2000,16,21
"UKE3",1997,225,181
"UKE4",1997,133,132
"DE12",2021,198,177
"UKJ2",2002,390,742
"UKD3",2002,57,116
"SE21",2013,78,88
"ES30",2000,25,31
"ES61",2000,57,40
"DE71",1957,1,0
"UKG2",2020,307,493
"ES51",2009,50,35
"FRI1",2020,696,603
"ITH5",2005,12,15
"DE92",2020,650,525
"ES41",2018,57,50
"CH02",2020,756,559
"FRB0",2020,51,62
"PT16",2009,41,26
"ITF3",2009,276,440
"FRG0",2014,32,46
"EL51",2019,7,8
"MT00",2013,649,360
"PL72",2016,18,12
"DE80",2012,72,113
"SE12",2012,285,248
"FRJ1",2002,39,13
"IS00",2002,26,5
"UKK1",2021,805,1175
"DE13",2017,285,216
"UKC2",2006,12,17
"EL43",2009,3,8
"UKG3",1994,5,6
"UKM5",1994,13,9
"UKK2",2013,100,106
"NO02",2013,25,6
"RO12",2013,483,346
"HU22",2013,19,9
"UKI0",2010,165,184
"NL32",1997,12,13
"ES12",1997,13,24
"DE91",2017,64,71
"PL51",2020,136,149
"AT22",2021,775,551
"PL63",2020,33,29
"UKH2",2019,94,69
"AT31",2020,122,65
"AT13",2008,17,23
"AT12",2008,28,16
"UKC2",2003,36,34
"EL51",2016,16,21
"DE92",1996,23,70
"ITI4",1996,15,11
"DEA2",2004,15,21
"UKJ3",1999,14,24
"IE06",1999,15,12
"UKL2",2021,102,127
"SE12",1993,17,28
"MT00",2016,60,21
"ITI4",2016,176,282
"PT18",2010,40,18
"MT00",2001,2,2
"CH03",2020,215,118
"DEF0",2015,513,544
"BG33",2016,15,16
"PT11",2012,29,27
"FI1B",2014,33,34
"FI1D",2014,1320,1853
"FRK2",2005,1403,1225
"ITH5",2017,60,72
"CZ05",1998,2,1
"SE12",2004,18,35
"SE11",2004,14,15
"FRF3",2016,46,51
"ES70",2020,60,40
"RO32",2009,527,314
"RO11",2009,8,6
"UKK2",2017,94,81
"NL32",2013,62,85
"UKI0",1994,36,38
"DE26",2018,91,90
"SE12",2015,113,98
"CH02",2014,76,96
"DED5",2017,49,41
"RO32",2006,12,11
"FRK2",2006,181,270
"EL63",2017,18,23
"EL65",2017,6,5
"UKJ2",1998,15,10
"SI04",2014,445,592
"PL72",2020,12,7
"ES61",2014,880,1165
"PL22",2018,93,116
"ITI4",2015,177,267
"AT13",2004,336,106
"FI1B",2004,17,10
"DEE0",2016,60,88
"DEG0",2016,57,64
"UKK4",2020,301,265
"PT17",2021,86,96
"UKJ2",2014,41,65
"FRE1",2010,52,32
"DE21",2013,1380,1502
"DE91",2015,47,60
"ES51",2003,177,161
"ITF3",2012,57,43
"ITF1",2012,19,12
"MT00",2019,30,31
"SE12",2016,761,630
"NO07",2010,36,35
"FRF3",2020,44,33
"DE94",2020,40,35
"BE33",2018,24,26
"UKD3",2004,20,30
"UKE3",2004,19,20
"CH04",2013,132,147
"UKC2",2012,368,516
"UKL1",1991,151,74
"DED4",2020,131,180
"ITC4",2000,1344,1057
"ITH1",2000,4,3
"UKJ4",2017,351,418
"ES22",2012,18,22
"ES23",2012,7,4
"UKG3",1954,0,1
"UKG1",1954,1,0
"NL11",2015,28,36
"FRK2",2017,515,534
"UKK1",2008,10,22
"UKJ1",2008,527,735
"PL43",2006,3,3
"PL42",2006,15,21
"UKM8",1999,14,16
"NL41",1999,5,3
"UKD7",2017,72,59
"UKH3",1994,8,12
"FI19",2015,45,34
"NL32",1994,10,5
"FR10",2000,203,316
"FRK2",2000,21,20
"UKM8",2013,45,58
"ITI1",2018,624,729
"UKH1",1999,39,48
"ES11",2009,22,13
"DK04",2017,42,58
"CH02",2007,110,100
"FR10",2009,125,140
"NL33",2008,22,29
"SI04",2018,176,210
"FRD2",2017,415,414
"BE24",2011,300,383
"ES11",1999,7,4
"FI1C",2008,60,45
"FI19",2008,12,6
"FRJ1",2003,22,30
"UKM5",2016,66,82
"UKF3",2018,232,217
"UKG2",2018,31,42
"FRJ1",2006,206,204
"HU12",1989,1,1
"ES51",1989,10,7
"UKJ1",2012,282,276
"ITF3",2014,101,100
"UKJ4",2020,63,70
"DE60",2011,46,35
"AT21",2011,16,10
"DE24",2008,4,3
"DE25",2008,7,9
"PL21",2012,144,181
"PL71",2012,14,11
"NL32",2021,366,290
"BG31",2018,33,67
"PT11",2011,704,354
"ITI4",2011,41,39
"NL42",2020,46,43
"UKG3",2019,639,721
"DE25",2002,1,40
"ITH1",2019,433,333
"DK02",2010,4,13
"PL61",2014,27,14
"FRF1",2013,70,81
"AT33",2018,37,28
"NO09",2009,12,7
"NO08",2009,72,33
"DEC0",2021,19,12
"UKK4",2013,305,232
"BE33",2015,14,17
"LU00",2013,18,7
"UKD3",1991,36,45
"DEE0",2015,48,45
"DE11",2015,41,66
"UKG1",2000,738,512
"UKE2",2015,78,86
"DE73",2021,4,13
"DE40",2018,95,53
"PL51",1998,92,369
"PL21",1998,11,25
"UKF1",2003,24,5
"HU12",2017,75,87
"ITF3",1998,8,17
"SE21",1998,31,15
"FRF3",2012,19,20
"UKJ2",2011,25,39
"UKM7",1983,8,11
"EL52",1999,9,13
"UKI0",1999,316,486
"IE05",2015,35,29
"DED2",2019,136,139
"PL81",2020,18,24
"SE21",1996,37,35
"BE10",2014,47,54
"CH03",2014,511,330
"SE12",2011,33,27
"UKM7",1999,34,48
"ES11",1991,10,7
"PT11",1991,7,18
"FRE1",2006,10,10
"DEA5",2020,66,50
"ITC3",2017,35,44
"PT16",2003,171,136
"SE21",2003,9,4
"HR06",2013,1,5
"HR03",2013,133,78
"FRF1",2007,31,34
"FRG0",2018,337,320
"UKM5",2017,70,85
"NL33",2015,132,137
"ES13",2000,1,3
"UKE3",2021,87,136
"UKK4",2019,1586,1536
"CH02",2019,520,469
"UKJ4",1998,8,6
"UKD3",2020,82,83
"FRI2",2013,8,6
"UKC2",2015,226,220
"DEA5",2018,636,673
"BG41",2004,72,98
"BG34",2004,2,0
"FRL0",2011,286,292
"CH04",2004,15,15
"DE72",2004,21,35
"BE31",2014,73,84
"UKC1",2005,18,5
"EL30",2005,7,5
"UKM7",2006,116,133
"UKF3",2015,29,10
"ES52",1991,48,6
"ES42",1991,12,10
"PT17",2012,323,387
"UKJ2",1977,0,2
"UKD6",1977,1,0
"ES43",2014,13,14
"UKF1",1998,15,10
"ES23",2017,16,23
"AT13",2012,48,36
"FRL0",2016,1720,2067
"FI1D",2007,4,4
"FRF3",2015,42,73
"SE31",2020,27,12
"FRD1",2008,6,7
"ES21",2008,17,9
"FRK1",2021,31,24
"DK04",2021,34,31
"ITF4",2016,18,29
"UKE4",1990,77,67
"SE11",1992,271,360
"ITC1",2017,705,841
"DE23",2016,18,11
"PL72",2010,29,18
"ES22",1993,45,28
"PT16",1993,85,132
"AT32",2020,157,209
"SE12",1990,2,2
"SE22",1990,3,1
"DE50",2015,68,72
"LU00",2015,107,70
"DE91",2013,416,447
"BE10",2003,22,24
"BE31",2003,14,40
"NL41",2013,201,190
"DE13",1995,3,3
"CH03",1995,229,114
"UKE4",2009,31,31
"UKM7",2009,929,1334
"SI04",2015,86,70
"DED5",2015,14,23
"UKG3",1999,40,75
"UKE4",1999,227,272
"UKL1",1998,9,10
"HU11",2005,22,20
"HU23",2005,4,2
"ES52",2013,34,50
"FRJ1",2011,24,27
"FRI1",2011,362,228
"UKJ1",1964,9,19
"ES24",1992,11,35
"ES22",1992,2,15
"PL91",2015,518,572
"NL33",2007,1932,1450
"PL82",2010,10,11
"PL41",2010,9,8
"FRJ2",2014,28,37
"FRF1",1978,10,11
"FRK2",2010,36,38
"FRG0",2009,72,67
"FRC2",2009,10,15
"SE21",2001,9,7
"UKG1",1987,8,7
"UKK2",1987,1,47
"ITH5",1997,5,5
"ITF1",1997,5,6
"ITH5",2006,832,709
"CZ08",2018,96,62
"CZ03",2018,71,24
"ES52",2000,80,41
"UKK4",2009,126,109
"DE30",2008,22,29
"DED2",2008,36,50
"NO07",2019,325,198
"CZ02",2019,14,4
"ITC3",2015,44,42
"ES52",2014,372,505
"CZ06",2020,201,160
"UKK2",2014,50,47
"UKK3",2014,274,117
"BE22",2017,52,28
"UKH1",2008,579,1170
"UKL2",1999,11,2
"RO42",2019,4,10
"RO12",2019,13,8
"PL91",2021,112,96
"IE05",1992,2,2
"ITF1",2013,15,16
"DEA5",2012,21,20
"NL31",2017,57,80
"SE12",2019,103,75
"HU32",2021,4,9
"ES41",2010,42,36
"UKG1",2006,27,21
"BE23",2021,128,147
"FRK2",1990,40,32
"DEA2",1995,3,8
"PL82",2017,35,46
"PL72",2017,37,36
"ITH2",2021,19,16
"DK04",1990,2,3
"DK01",1990,17,15
"SK01",2011,5,9
"CH07",2019,21,18
"CH04",2005,7,16
"DE12",1999,10,12
"UKE1",2017,13,24
"SK01",2020,1056,817
"BE23",2001,6,4
"BE33",2019,253,224
"CZ05",2020,36,25
"FRF1",2008,65,128
"LT01",2017,20,37
"ITC3",2014,60,76
"PL21",2014,351,625
"ES51",1996,18,15
"UKL2",2017,742,799
"ES21",2017,145,108
"DK04",1997,0,133
"UKL1",2019,43,67
"NL21",2015,228,325
"NL42",2015,31,35
"ITH3",2008,608,1370
"LV00",2021,13,7
"PL22",2019,1282,1107
"NL22",2002,113,128
"ITI4",1986,7,9
"ITF1",1986,2,1
"ITI3",2019,560,481
"UKK1",2015,980,907
"SE12",1996,49,40
"UKJ3",2005,23,44
"BG41",2018,185,144
"UKK4",2015,34,38
"FRE1",2020,52,47
"PL82",2018,137,60
"UKD6",2016,17,7
"ITH5",2018,131,160
"DE71",2013,26,33
"CH04",2011,44,61
"ES61",2012,633,703
"HU32",2017,96,61
"UKD3",2007,120,182
"UKG3",2007,19,24
"PL51",2010,88,92
"ITC1",2013,23,29
"PL62",2018,25,20
"UKC2",2017,59,55
"UKE2",2017,53,45
"UKM8",2014,122,112
"NL33",2016,87,99
"UKL2",2020,1906,2176
"ES51",2001,60,55
"ITC3",2016,49,58
"PT16",2005,46,45
"PT18",2005,8,2
"PL91",2012,448,379
"PL62",2012,61,40
"ES41",2019,288,301
"DK02",2018,115,140
"UKE4",2005,17,25
"UKC2",2005,13,11
"DK02",2020,27,32
"BE24",2006,18,25
"UKJ4",2006,22,18
"DEG0",2021,336,351
"ITH5",1975,0,1
"ITF3",1975,3,2
"PT16",1995,48,31
"PT17",1995,4,69
"DK04",1999,68,205
"CH04",1999,13,10
"FRG0",2003,64,21
"UKD4",2016,79,105
"SE22",1989,2,2
"DE13",2013,14,22
"PL51",2016,168,171
"FRJ2",2015,62,88
"ITF6",2010,8,6
"ITG1",2010,74,120
"UKD7",2020,7732,7616
"BG42",2012,2,4
"BG41",2012,10,17
"ES41",2012,21,29
"EL30",2002,46,30
"NO08",2013,194,105
"HU32",2016,144,99
"UKE3",1992,14,12
"NL31",1991,2,10
"NL32",1991,10,7
"UKK1",1986,6,6
"IE05",2022,1,8
"UKE2",2021,627,512
"UKM8",2009,42,58
"ITH3",1998,63,64
"HU12",2018,442,310
"CH02",2006,9,10
"CH04",2006,20,22
"HR06",2012,1,2
"SI03",2012,7,6
"UKD3",1996,128,193
"UKM7",1996,17,15
"DE12",1984,21,10
"ITC1",1997,2,2
"UKJ1",1997,201,270
"ITI3",2009,18,22
"ES11",2017,225,210
"UKJ1",1979,25,21
"ES43",2015,23,36
"FRE1",2018,48,42
"NL41",2012,18,19
"DE71",2012,25,23
"UKG1",1995,24,27
"UKE2",1995,7,7
"AT13",2021,249,209
"AT12",2021,33,9
"NO0A",2012,29,30
"FRD2",2016,70,71
"UKG3",2013,687,738
"UKF3",2021,384,362
"UKJ2",1999,11,12
"DE26",1999,26,14
"SE23",1999,4,2
"DE14",2018,3222,4130
"PT17",2015,600,973
"FRG0",2020,1229,1444
"FRF1",2020,62,46
"UKD3",2003,22,17
"ES21",2018,704,573
"ITH3",2018,591,770
"SE21",2019,267,174
"PT17",2009,27,14
"CY00",2000,28,4
"PL22",2020,382,260
"FRE1",2013,20,19
"UKG2",2016,972,921
"IE05",2005,58,35
"DE50",2016,211,198
"PT17",1994,46,47
"PT11",1994,19,8
"PL41",2007,8,10
"UKF2",2018,4,6
"FRH0",2018,650,986
"ITH4",2011,66,120
"CZ01",2008,17,17
"CZ07",2008,8,6
"DE25",2015,68,39
"DE92",2010,7,16
"DE71",2010,20,19
"DE40",2012,43,24
"CH07",2015,195,68
"FRH0",2020,1249,1368
"SK02",2019,11,8
"FRF2",2012,48,31
"UKI0",1973,14,11
"BE23",2013,33,25
"AT22",2012,45,37
"UKJ2",2007,51,70
"UKK2",2007,13,5
"NL42",2006,6,19
"EL30",2013,192,397
"EL64",2013,1,2
"UKG1",1990,163,80
"AT22",2013,17,10
"FRE2",2008,6,3
"FR10",2008,59,76
"DE60",2019,444,350
"FRB0",2018,27,31
"PL63",2018,34,27
"UKG2",2017,419,380
"FRI1",2012,58,60
"UKF3",2014,16,7
"BE25",2014,5,2
"UKK3",2015,10,6
"ITF3",2021,234,290
"SE22",2001,6,12
"DE26",2019,43,37
"DE72",2017,35,30
"UKD6",2014,68,42
"DED2",2017,148,162
"ITG1",2015,24,56
"UKF1",2005,66,35
"UKJ1",2005,70,82
"DE21",1999,110,52
"DE14",1999,8,12
"DE60",2015,324,280
"PL21",2008,13,12
"PL82",2008,8,0
"AT13",2001,10,8
"UKL2",2016,42,50
"UKC2",2011,23,32
"ITI1",2017,60,77
"PT17",2005,12,58
"FRI1",2018,61,78
"DE14",2013,27,26
"NL22",2014,80,98
"FRI2",2021,8,5
"BE24",2012,46,61
"AT12",2018,64,52
"DE71",2005,11,13
"ITI1",2005,121,176
"FRI1",2016,34,44
"PL22",2015,88,85
"UKJ2",2006,30,43
"CY00",2006,7,0
"ITI1",1998,80,97
"DE80",1998,129,96
"DE91",1997,133,96
"AT21",1997,1,0
"DEC0",2020,704,597
"UKD4",1993,20,17
"UKM7",2008,28,31
"UKL1",2016,152,157
"FI1C",2015,19,30
"NO08",2016,357,316
"UKL1",2015,66,99
"ITI4",2018,1804,2408
"DE30",2010,36,44
"DE40",2010,30,14
"BE24",2016,952,1011
"DEA2",1997,9,12
"DE50",1997,10,6
"SK02",2017,8,8
"SK01",2017,22,18
"NO0A",2017,38,37
"DK04",2006,5,7
"DEA3",2019,210,382
"SE22",2013,181,204
"SI03",2015,9,2
"ES22",2015,13,25
"NO08",1976,0,4
"SE12",1976,7,0
"DK04",2014,25,23
"FR10",1987,12,11
"FRE2",2021,9,9
"BG41",2019,65,88
"PL62",2019,44,42
"UKF3",2016,24,11
"NL31",2008,12,18
"UKH1",2002,45,109
"ES11",2007,13,14
"ES52",2007,118,108
"UKG3",2008,225,256
"BE35",2015,25,12
"CH04",2015,73,72
"PL71",2017,35,22
"LT02",2020,162,145
"EE00",2020,323,231
"PL71",2021,40,33
"UKE2",2004,8,12
"FI19",2021,72,57
"NO09",2019,106,35
"DE12",2006,28,43
"DE11",2006,10,10
"PL61",2019,87,42
"ES11",2012,79,133
"UKG3",1987,56,9
"UKK2",2019,152,198
"UKJ3",2017,98,150
"RO21",2019,90,122
"RO11",2019,15,18
"FI1D",2010,5,11
"FI1B",2010,35,32
"AT32",2017,61,64
"EL52",2008,16,16
"EL53",2008,2,2
"NL21",2017,80,56
"ES13",2015,40,33
"DE60",2007,13,9
"DEF0",2007,33,60
"BE23",2015,1357,975
"CZ07",2020,22,15
"NO07",2018,25,18
"SE12",2003,11,20
"DE24",2012,337,196
"UKG3",2020,360,433
"PL41",2013,20,20
"PL51",2013,19,12
"ITI4",2021,50,68
"ITI1",2019,98,89
"DE92",2006,52,50
"PL81",2015,13,18
"PL62",2020,40,48
"PL61",2020,227,88
"UKM8",2002,17,19
"ITG1",2005,12,20
"PL71",2013,30,81
"PL82",2013,31,18
"SE12",2013,902,772
"DE92",1990,3,3
"PL42",1985,1,1
"PL51",1985,3,2
"PL22",2011,55,46
"PL41",2011,14,11
"UKF3",2012,541,225
"UKH1",2006,155,157
"UKK4",2006,11,8
"ES30",1994,16,15
"AT13",2014,58,52
"FRH0",2012,262,171
"ES30",1996,25,23
"FRG0",2002,18,13
"EL52",2011,106,799
"UKC2",2000,36,58
"HR05",2012,8,21
"HR03",2012,27,20
"FRJ1",2007,60,46
"UKE3",2016,160,144
"ES30",1999,222,198
"BG42",1986,1,1
"PL51",2017,252,276
"PL81",2012,9,13
"NL31",2021,963,1092
"ITI4",2001,23,25
"ITF6",2001,28,24
"DEG0",1987,1,0
"NL32",1979,1,0
"DE14",2019,52,58
"DED5",2007,21,22
"DED2",2013,22,22
"DEB3",2017,84,118
"UKM8",1984,5,8
"DEF0",2012,177,320
"FR10",1993,17,25
"FRJ2",1993,243,480
"UKE2",2018,67,59
"DE23",2021,85,24
"UKE4",2002,16,13
"RO12",2015,7,5
"ES43",2013,12,16
"ES62",2013,8,13
"HU11",2006,231,430
"NL22",2006,34,42
"UKM8",2008,75,64
"DK01",2008,25,11
"DE92",2021,3110,3317
"FI1D",2019,42,39
"FR10",1981,86,112
"HU32",2014,2,24
"PT18",2014,150,108
"PL63",2019,271,270
"EL30",2015,624,942
"UKE2",2006,50,61
"DE14",2011,29,36
"DE30",1988,6,3
"UKI0",1991,29,29
"ES41",2000,473,521
"NL33",1997,11,11
"UKE3",2008,21,20
"DE71",2008,154,210
"FRK2",2003,25,16
"SE11",2011,451,349
"UKE2",2016,105,90
"ES11",2021,258,189
"ES41",2016,270,203
"UKM7",2010,252,280
"DEB3",1998,9,12
"UKE4",2013,86,109
"DEG0",2020,47,46
"DK03",2014,33,20
"FRE1",2008,10,9
"UKJ4",2015,106,96
"CH06",2013,1,165
"FRE1",2009,30,31
"RO42",2009,7,15
"BE23",2009,144,97
"BE21",2014,378,310
"ES61",2007,378,282
"DK05",2021,27,50
"BE31",1978,3,4
"BE35",1978,1,0
"FRD1",2015,1405,1872
"EL52",2019,280,422
"FRF1",2000,3,8
