"receiver","year","count"
"PL21","1990","13"
"NL22","1982","1"
"EL41","2015","3"
"DE26","2006","16"
"ITC3","1990","2"
"CH04","1988","4"
"UKL1","1979","1"
"ES24","1990","1"
"ES30","1983","4"
"DEB3","1997","1"
"PT17","1974","2"
"PL61","2003","6"
"IS00","1979","1"
"SK01","2002","2"
"BG41","1982","1"
"BG34","1983","1"
"DED5","1990","2"
"EE00","1989","1"
"NL33","1977","2"
"UKK1","1995","8"
"CH03","2000","5"
"ES23","1996","2"
"UKM6","2014","5"
"PL71","1986","1"
"RO41","2011","8"
"SE31","2010","11"
"PL63","2009","9"
"BG32","2001","1"
"UKH1","1981","11"
"SE21","1999","4"
"RO11","2010","9"
"CH01","1975","1"
"PL52","1993","1"
"PL42","1999","2"
"NO0B","2017","1"
"RO21","1982","1"
"FRD2","2000","3"
"DE13","1975","22"
"UKM6","2015","17"
"DE80","1999","7"
"CZ03","1986","1"
"SE23","2009","8"
"ITC1","1955","1"
"NL42","1998","9"
"CZ08","2013","1"
"CZ04","2009","3"
"ES21","1975","1"
"CZ05","1989","1"
"EL61","2004","5"
"UKF3","2011","62"
"PL81","2021","7"
"HR03","2001","5"
"PL91","1977","3"
"DEE0","2007","33"
"UKM8","1979","7"
"UKH1","2022","1"
"UKC2","1990","9"
"HU11","1993","9"
"SE31","1993","1"
"FRI2","2007","5"
"CH03","1984","5"
"NL12","1999","1"
"DED5","1997","13"
"UKG2","1999","7"
"SK03","1988","1"
"AT34","2007","2"
"EL52","2004","49"
"UKJ2","1985","3"
"UKD7","1993","5"
"BG32","2012","9"
"RO41","1983","1"
"PL63","1988","3"
"DEF0","2000","29"
"FRG0","2001","13"
"DE30","1982","4"
"FI1C","1997","4"
"SE12","2002","9"
"PL62","2000","2"
"DE73","2006","7"
"ITF1","1994","21"
"BE31","1987","3"
"HU23","2015","16"
"ITI4","1971","7"
"UKL1","1975","1"
"ES12","1995","4"
"NO0A","1996","13"
"DE50","1977","1"
"PL72","2005","9"
"ES11","1990","6"
"RO32","1988","1"
"PL41","1986","2"
"PL71","1993","4"
"DE27","2010","2"
"NO08","1989","3"
"HU21","1992","1"
"ES53","2013","9"
"FRL0","1995","7"
"ES64","2014","3"
"EE00","2002","63"
"FI1C","1991","2"
"FRI3","1992","3"
"PL61","2007","12"
"LT01","2001","2"
"BG42","1992","1"
"IE05","1974","1"
"ITI1","1991","8"
"DED5","1996","3"
"FRE1","1998","21"
"DE12","1983","5"
"ES23","2003","14"
"SE33","1996","13"
"DE60","1996","3"
"BE32","1998","1"
"DEA5","1994","6"
"ITF4","1990","1"
"PL82","1998","2"
"EL54","1990","1"
"DE91","1989","1"
"HU22","2021","13"
"CH01","1991","26"
"EE00","2006","2"
"DE80","2001","5"
"RO22","1996","3"
"HU11","1980","2"
"DE26","1981","4"
"DE94","1997","1"
"DEA1","1989","1"
"ES23","1997","2"
"UKL1","1976","2"
"ES12","1989","1"
"EL54","1999","1"
"BG42","2019","5"
"IE04","2004","13"
"NL12","2003","1"
"BG32","2020","2"
"LV00","1999","2"
"SK02","1995","1"
"DEA4","1994","11"
"CZ05","1988","1"
"EE00","2000","3"
"UKK1","1966","1"
"FRC1","2007","31"
"UKK4","1977","1"
"DK03","2000","3"
"DK05","2003","4"
"ITF4","1985","1"
"DE91","1990","5"
"DE14","1976","2"
"DK02","2001","2"
"NO07","1995","17"
"ITF6","2004","54"
"NO08","2002","18"
"DEB3","2011","14"
"NO08","1995","3"
"UKJ2","1991","4"
"ES70","1985","9"
"PT30","2013","2"
"SI04","1989","1"
"DE72","1992","1"
"RO22","2005","2"
"FRF3","2006","5"
"BE34","1985","1"
"PL81","2005","2"
"PL21","1984","3"
"RO32","1981","5"
"FRE2","2007","31"
"FI1D","1991","1"
"DK01","1985","4"
"DE60","1982","5"
"FRK1","1980","1"
"UKM7","1964","1"
"BE35","2013","32"
"IE04","1987","1"
"UKM8","1966","1"
"UKD7","1980","2"
"DE40","1985","1"
"EL62","2015","1"
"ES13","1988","11"
"DE14","1972","1"
"PL62","2021","3"
"PL81","1986","1"
"HR03","1983","1"
"BE10","1995","43"
"ITC4","1983","4"
"ITC4","1968","1"
"AT22","2000","5"
"HR03","2005","8"
"SE22","1987","3"
"PL51","2009","13"
"HU33","1988","1"
"PT30","1981","1"
"NO0A","1997","2"
"ITF2","1993","3"
"UKN0","1991","1"
"SK04","2014","29"
"HU32","2004","3"
"NO09","1990","1"
"UKK2","1983","7"
"PL61","1998","1"
"UKK4","1995","4"
"RO41","2010","2"
"FRE1","1971","1"
"DE21","1996","103"
"EL54","2005","4"
"SE32","2015","3"
"UKJ3","1991","7"
"FRL0","1988","14"
"RO32","1991","2"
"ITF3","1995","2"
"UKH1","1968","1"
"FRF3","1994","1"
"FRK1","1995","3"
"BE35","2011","3"
"DK04","1985","1"
"UKL2","1980","19"
"NL41","1990","5"
"PL92","2005","1"
"DE71","1997","13"
"DEA5","1973","1"
"PL92","1996","2"
"FRC2","2003","1"
"NO07","2005","12"
"FI1C","1995","2"
"RO11","1997","6"
"NL33","1984","7"
"CH05","1998","9"
"LI00","2008","1"
"BG33","2019","5"
"NL32","1980","18"
"NL11","1994","2"
"DK04","2002","19"
"AT31","2006","3"
"PT15","2004","13"
"DEB3","1991","2"
"CH06","2007","1"
"FRB0","1974","1"
"BG41","1987","11"
"FRK2","1988","8"
"AT22","1991","1"
"SK02","2015","43"
"PL91","1988","17"
"DE22","2019","38"
"FI1C","2000","6"
"ES22","1986","1"
"ES62","1995","14"
"ES22","2005","21"
"FI1B","2001","22"
"UKM6","2019","5"
"HU22","2015","66"
"DE40","1999","4"
"CH03","1992","19"
"DK05","1973","1"
"BG34","2011","1"
"PT30","2004","2"
"ITI4","1969","1"
"PL81","2009","16"
"UKK2","1992","3"
"BG33","1990","17"
"AT31","2001","1"
"NL31","1987","6"
"CH07","2005","9"
"PT30","2005","1"
"SE31","1988","1"
"ES11","1997","73"
"ITH1","2003","37"
"PL72","1998","1"
"RO42","1993","1"
"PL84","1996","18"
"BG33","2012","6"
"PT17","2006","16"
"UKG2","2001","13"
"CZ03","1995","1"
"FRI3","1998","4"
"SK04","1989","1"
"BE10","1969","3"
"DE94","2000","5"
"SE32","1997","29"
"ES21","1973","1"
"ES63","2018","12"
"SE23","1990","1"
"ITF5","1985","25"
"RO41","2007","4"
"PL82","2009","18"
"AT31","1970","1"
"CH02","1993","7"
"ES43","1991","1"
"ES12","1970","1"
"UKL1","1988","3"
"DK05","2007","5"
"SE11","2022","1"
"SK03","2011","7"
"ES42","1989","8"
"ITF3","1994","1"
"FRF3","2000","9"
"UKK2","1994","4"
"IE05","2001","9"
"ITF1","1991","1"
"NL11","1987","9"
"EL51","1988","1"
"LV00","2008","3"
"DK05","1993","3"
"UKE3","1972","2"
"HU31","2013","5"
"NO02","2008","2"
"DED5","1975","1"
"RO32","1982","1"
"FRF2","1997","1"
"UKD4","1979","1"
"PL91","1984","4"
"UKM9","2009","1"
"RO11","1999","3"
"DEA2","1982","2"
"DK03","2004","12"
"UKK4","2023","1"
"PL81","1974","1"
"BE34","2011","1"
"PT17","1990","1"
"FI1D","2004","5"
"EL52","1993","2"
"UKL2","1998","56"
"BG32","1978","1"
"FRH0","1998","5"
"UKD7","1979","3"
"SE33","2003","13"
"UKJ3","1987","2"
"FRD2","2007","31"
"HU11","1982","2"
"PT17","1992","2"
"SE23","1992","7"
"FRI1","1982","1"
"PL62","1984","1"
"DEA5","1975","1"
"CZ02","1993","1"
"DED5","1998","5"
"EL51","2009","1"
"SE21","1966","1"
"DE94","2004","11"
"IE06","1990","6"
"SE33","1991","1"
"ITF5","1997","2"
"DE21","1984","2"
"UKM6","2016","1"
"PT18","1973","1"
"PT17","1972","1"
"ITI3","2004","3"
"ITI2","2002","1"
"NO0A","1987","1"
"ITF2","2000","1"
"FRJ1","1977","1"
"DEF0","1983","1"
"EL43","2008","11"
"ITF1","2006","7"
"ITF3","1990","10"
"DEA2","1978","1"
"UKN0","1994","2"
"UKD4","1983","1"
"HU32","2009","1"
"FRJ1","1985","4"
"BE34","2016","1"
"DE71","1982","1"
"PL62","2001","8"
"DE13","2002","2"
"PL72","2023","1"
"SK03","2007","2"
"RO31","2011","3"
"DEA2","1995","3"
"PL22","1986","3"
"UKH3","1993","1"
"HR05","1995","3"
"ITF4","1997","3"
"DE27","2004","1"
"CZ08","1992","2"
"DE60","1992","7"
"EL53","1999","4"
"UKM6","2010","3"
"AT11","2012","1"
"PL62","1995","5"
"UKJ2","1965","1"
"DK03","2002","1"
"NL23","2018","4"
"AT22","1985","1"
"DE94","1999","2"
"DEE0","1992","1"
"NL41","1995","4"
"ITF2","2009","2"
"UKC2","1984","1"
"ITI4","1983","1"
"DE11","2002","22"
"NO0A","1999","4"
"DE24","1995","2"
"DE30","1989","3"
"EL61","2007","4"
"FI19","1995","2"
"UKN0","1998","22"
"EL30","1986","2"
"DE94","2012","7"
"DE12","1969","1"
"BG33","2015","1"
"CH04","1982","1"
"EL61","2010","67"
"IE04","1989","1"
"UKM7","1978","7"
"SK04","2008","4"
"DE80","2004","5"
"LI00","2021","2"
"UKD3","1980","5"
"FRK1","1987","7"
"CZ07","2021","92"
"ITI4","1975","1"
"ES24","1983","24"
"LI00","2018","3"
"AT32","1997","1"
"CH05","1954","1"
"EL52","1980","11"
"SK01","1990","5"
"UKD3","1983","16"
"PL41","1982","1"
"SE21","1981","1"
"RO12","1993","1"
"PT16","1970","1"
"ITG1","1988","7"
"UKJ2","2022","1"
"UKJ3","1988","1"
"DE22","2012","2"
"SK03","1994","1"
"UKJ3","2000","82"
"PT17","2003","10"
"FRJ2","1980","1"
"AT13","1986","1"
"NO09","2006","5"
"ITG2","2000","3"
"IE04","2000","2"
"UKG3","1980","1"
"UKK2","1991","2"
"HU21","2007","1"
"DEG0","1998","1"
"DEA1","1969","2"
"ES51","1983","6"
"EL52","1982","2"
"BE10","1965","1"
"CH03","1973","1"
"DE24","2009","15"
"PT17","2002","9"
"ES11","1983","4"
"BG34","2014","3"
"ITI2","2004","1"
"DE24","1992","3"
"FRE2","2006","2"
"FRH0","1989","13"
"PL52","1980","1"
"UKF1","1978","7"
"UKD4","1970","13"
"ES43","2006","25"
"BE24","1990","3"
"ES51","1965","1"
"HR05","1984","2"
"NL31","1988","2"
"BE23","1987","1"
"CZ06","1986","7"
"UKM5","1985","1"
"DE94","1986","5"
"ITH3","1979","1"
"UKI5","1956","1"
"DK03","1975","1"
"ITF1","1981","1"
"PT11","1977","4"
"ITH5","1984","9"
"FRH0","1967","1"
"ES70","1999","31"
"IE04","2001","3"
"SE22","2002","11"
"NO0A","2000","4"
"ITH2","2003","1"
"FRJ1","1988","7"
"AT33","1993","1"
"FRI1","1981","9"
"PL92","2006","16"
"DE26","1991","1"
"DEA1","1980","1"
"DEC0","1998","1"
"DE60","1998","9"
"ES13","2004","2"
"ITG2","2004","10"
"ES52","1981","7"
"UKK3","1991","1"
"UKI5","1961","4"
"DE40","1996","3"
"ES23","2004","2"
"ITI4","1968","1"
"LV00","1993","1"
"SK04","2005","1"
"BE31","1993","19"
"ES43","1985","9"
"UKL1","1990","61"
"ES24","1987","1"
"SK01","1997","1"
"NL32","1977","1"
"HR03","1994","2"
"BG41","1981","1"
"RO32","1975","1"
"ES12","1990","1"
"UKF2","2015","1"
"LT02","2001","3"
"ITC3","1998","2"
"PL81","1998","4"
"NL21","2006","69"
"PT30","2002","4"
"DEE0","1994","5"
"PL92","2004","1"
"DEF0","2001","8"
"SK04","2002","1"
"ITI3","1996","1"
"FRH0","1994","3"
"EL52","1992","1"
"FRI2","2000","1"
"NO07","1998","2"
"CZ06","1987","1"
"FI1D","1979","1"
"NL23","1999","2"
"FRC2","1975","1"
"HU32","2020","17"
"BE31","1983","1"
"BG31","1990","1"
"AT21","1998","1"
"AT31","2002","5"
"CZ04","2016","4"
"SK03","1995","1"
"EL61","2002","1"
"CZ01","1988","2"
"DE73","1984","1"
"UKJ4","1965","1"
"PL92","2000","1"
"BG41","2004","9"
"IS00","1996","17"
"FRF3","1984","1"
"DE80","1991","1"
"PT11","1985","2"
"DED4","1994","1"
"BE10","1983","19"
"FRI2","2012","7"
"FRI3","1989","1"
"CZ08","2005","23"
"ITI4","1964","1"
"ITI1","1970","1"
"UKM6","2017","5"
"PL43","1994","33"
"HU11","1994","29"
"FRK2","1960","1"
"CH06","1992","1"
"RO41","2009","5"
"FR10","1979","3"
"RO41","2016","1"
"NO09","1981","1"
"NL31","1968","1"
"DEA4","1987","1"
"DEG0","1988","11"
"SE21","1990","1"
"EL61","1993","1"
"UKD7","1983","1"
"UKJ4","1977","1"
"PL84","2006","5"
"DE94","2002","3"
"UKD3","1969","1"
"AT33","2006","13"
"ITF5","1991","1"
"SE33","1988","6"
"SE22","1976","3"
"PL71","1987","2"
"DE27","2007","1"
"PL52","2003","2"
"DEF0","1994","7"
"UKK3","2001","3"
"ITH1","1995","1"
"BG34","2016","17"
"HR02","2019","6"
"ES62","1981","1"
"IS00","1991","8"
"DE25","1996","1"
"PL92","2009","6"
"CH02","1990","3"
"DK05","1983","1"
"UKE4","1979","1"
"CH04","2002","7"
"FRI1","1987","11"
"CZ06","2005","5"
"ES52","1971","1"
"DE11","1981","5"
"HU33","1995","1"
"BE23","1999","5"
"ITF1","1987","1"
"NO09","2012","6"
"UKL1","1977","16"
"PL84","1993","2"
"PL42","1998","2"
"EL43","1985","3"
"RO41","2004","3"
"DEF0","1969","1"
"PL43","2013","25"
"FRD1","1974","1"
"EL43","2010","3"
"CZ05","2004","1"
"RO41","2018","3"
"DE21","1985","24"
"DE71","1980","1"
"ES43","1994","17"
"HU33","2009","3"
"AT32","2007","7"
"DEC0","2010","7"
"DE27","2014","9"
"NL12","2021","1"
"BG41","1988","1"
"ITC2","1994","1"
"DE80","1997","1"
"BE32","1991","1"
"ITH5","1980","2"
"UKM5","2004","6"
"PT17","1993","3"
"BE31","1981","1"
"PT11","1983","1"
"HU23","2003","2"
"RO41","2008","3"
"ES11","1984","1"
"SE11","1983","3"
"BE24","1987","10"
"AT13","1985","1"
"CZ03","2009","3"
"LT02","2005","1"
"BE33","1999","57"
"NL31","1998","7"
"DE50","1993","1"
"UKJ1","1976","43"
"CH02","1973","1"
"DE80","1984","1"
"DE11","1985","1"
"EL52","1991","4"
"ES12","2007","13"
"FRM0","2017","7"
"DE94","1994","1"
"DE24","1979","1"
"BE22","1975","1"
"HR06","2010","1"
"ITF6","1988","1"
"ITC3","2009","169"
"ITH5","2023","1"
"BG32","1990","3"
"CZ02","2021","50"
"DE40","1994","4"
"ES22","1989","1"
"LT01","2005","3"
"UKJ4","1985","1"
"DEA5","1971","1"
"BE35","1974","1"
"ES70","1995","9"
"PT18","1998","6"
"ES22","1988","9"
"ITH2","1994","1"
"PL71","1998","1"
"BE21","1992","2"
"UKM5","1967","1"
"FRK2","1984","10"
"CZ08","2003","7"
"ITH5","1979","1"
"ITH2","1976","1"
"PL82","1989","1"
"ITF1","1990","4"
"BE33","2005","2"
"FRL0","1966","1"
"UKD6","2006","1"
"ES43","1990","1"
"HU31","1998","3"
"DE27","2012","4"
"DE12","1995","11"
"NL41","2004","3"
"DE60","1997","9"
"FRK2","2023","2"
"DEA1","1988","1"
"ITF5","1996","2"
"PL81","1984","3"
"ES12","1991","1"
"DEA5","2002","31"
"SK03","1987","3"
"HR02","2006","2"
"PL82","2002","69"
"RO42","1995","1"
"SK03","2019","4"
"FRH0","1992","131"
"SI04","1993","6"
"DE94","1980","42"
"UKJ4","1991","22"
"SE11","1984","43"
"UKF1","1967","1"
"IE05","1988","1"
"DE92","1991","7"
"DK03","2001","3"
"UKF2","2019","6"
"ES53","1996","2"
"DK02","2009","11"
"NL11","1998","1"
"CH06","2001","3"
"UKE2","2022","1"
"DE92","2004","6"
"FI1B","1972","1"
"SK04","1976","1"
"SK04","2016","13"
"NL42","1995","34"
"ITH4","1981","5"
"DE25","1981","1"
"UKI5","2029","1"
"FRD1","2007","25"
"UKG3","1992","41"
"DE73","1999","4"
"ES70","1980","3"
"DE73","2000","8"
"FRC1","2005","3"
"PL43","1985","1"
"AT22","1999","2"
"PT16","1976","3"
"PL72","2000","1"
"CZ03","1997","1"
"FRF3","1989","3"
"DEC0","1996","11"
"UKH1","1974","5"
"ES53","2022","1"
"DK03","1993","1"
"CZ07","1990","2"
"SE11","1981","1"
"CZ08","2006","5"
"FRF2","2000","3"
"FRI2","2002","31"
"HR03","1995","7"
"ES43","1996","1"
"IS00","1960","1"
"FRD2","1989","1"
"ITI4","2024","1"
"PT18","1992","1"
"DE12","1985","4"
"UKL2","1982","59"
"PT16","1986","1"
"DEB3","1999","9"
"FRG0","1995","5"
"DE40","1998","19"
"SE23","1995","1"
"CH03","1979","6"
"CZ05","1995","2"
"DE72","1994","7"
"DE11","1984","1"
"IE04","1966","1"
"RO31","1999","1"
"EL63","2001","146"
"ITI2","2020","1"
"PT15","1987","1"
"FRM0","2019","3"
"ITF6","1993","1"
"DE25","1971","1"
"BG33","2007","4"
"ITI3","1990","3"
"SE21","1988","2"
"FR10","2022","33"
"DE72","1995","3"
"ES21","1979","3"
"DE73","2002","2"
"IE06","1996","31"
"FRI3","2005","7"
"FRJ2","2022","1"
"NL22","1988","11"
"CZ01","1976","1"
"CH04","1977","1"
"UKM8","1986","5"
"UKC2","1970","1"
"PL42","1972","1"
"SE31","1975","1"
"NO02","2015","5"
"EE00","1993","1"
"DE25","1987","1"
"ES41","1973","1"
"UKN0","1993","5"
"SI04","1995","1"
"EL63","1981","3"
"UKC2","1988","4"
"EE00","1996","1"
"FRJ1","1973","1"
"UKM9","2021","1"
"BE31","2007","5"
"UKJ4","2000","85"
"UKJ3","1982","2"
"DE30","1979","1"
"UKK1","1974","1"
"DE27","1997","1"
"PT20","2021","2"
"PL22","2010","11"
"HU12","2004","9"
"DE22","2013","7"
"UKD4","1988","1"
"ITC1","1993","2"
"FRF1","1970","1"
"FRF3","1998","49"
"MT00","1978","1"
"DEC0","2000","1"
"RO22","2007","4"
"UKC1","1994","3"
"EL41","2001","1"
"AT22","1995","14"
"DEF0","1998","11"
"FRB0","1989","2"
"BG41","1984","4"
"BE31","1984","1"
"FRK1","1989","1"
"EL41","2007","1"
"PL62","2007","6"
"CZ01","1984","3"
"UKJ4","1975","4"
"DE30","1995","5"
"LT01","1991","1"
"NL13","1996","3"
"NO0B","2013","43"
"PL61","1991","3"
"DE22","2011","3"
"RO31","2005","1"
"HU32","1977","1"
"BE10","1986","3"
"ES23","1999","11"
"FRE2","2000","3"
"HU12","2010","4"
"UKK1","1976","2"
"DEB1","2012","4"
"CZ08","2007","4"
"UKG3","1984","7"
"PL72","2011","2"
"DE23","2001","4"
"UKM9","2015","7"
"ES42","1982","1"
"DE24","2006","16"
"AT32","2010","5"
"LT01","2010","5"
"DEA2","1985","1"
"ES21","1982","1"
"BE35","1999","10"
"PL43","1999","7"
"SE21","1963","1"
"CZ01","1978","1"
"DK05","2023","5"
"HU11","1978","1"
"ES23","1995","1"
"RO41","2020","17"
"BE24","2004","8"
"BE33","2008","11"
"UKE3","1982","2"
"PL42","2000","1"
"UKJ2","1970","3"
"RO42","2002","1"
"UKD1","2005","1"
"SE11","1977","2"
"RO11","2001","8"
"ES30","1977","4"
"HU23","1995","1"
"NL33","1981","7"
"BE31","1997","1"
"FRE2","1998","1"
"FRB0","1998","13"
"ES62","1979","1"
"DE80","1985","4"
"BG32","1994","1"
"FI1C","1996","10"
"UKK3","1995","1"
"HU22","2005","1"
"HU23","1977","6"
"ES12","1977","1"
"BE10","1991","5"
"UKK4","1975","1"
"BG42","2007","1"
"DE30","1976","1"
"EL52","1990","2"
"FRB0","1988","2"
"DE13","1990","1"
"UKE2","1983","1"
"DE30","1984","4"
"DED2","1982","1"
"HU32","2012","3"
"BG41","1990","1"
"UKG3","1963","1"
"RO42","2006","1"
"FRF2","2006","2"
"DE13","1992","16"
"NL33","2024","1"
"SK04","1986","8"
"NL31","1993","1"
"CZ03","1999","2"
"DK05","2024","1"
"PL43","2010","4"
"DE22","2007","1"
"HU31","2020","1"
"NO09","1995","1"
"UKM7","1972","29"
"FI1D","2005","1"
"HU11","1989","1"
"FRE1","1990","7"
"EL63","1989","11"
"ITH2","2008","1"
"DEC0","1971","1"
"FRJ1","1975","17"
"DE73","1991","1"
"EL63","1982","1"
"DEA5","1993","1"
"FRJ2","1990","4"
"EL54","1977","1"
"PL84","1990","1"
"EL61","2001","27"
"UKF1","2025","1"
"UKH2","1992","1"
"FRC1","2002","8"
"DEF0","1989","7"
"UKD3","2024","38"
"DEE0","1986","1"
"PL42","1982","1"
"DK03","1981","1"
"ITC3","1997","1"
"CH05","1995","1"
"ES22","2000","5"
"EL51","2000","2"
"ITG2","1968","1"
"ES21","1995","5"
"BE25","1986","1"
"FRG0","1987","23"
"NO08","2024","1"
"DEG0","1984","1"
"BG34","2015","2"
"BE10","2022","6"
"CH03","1988","12"
"BG33","1985","1"
"UKM7","1966","1"
"HR02","2009","6"
"DK04","2022","1"
"DE91","1974","1"
"EL61","2017","3"
"BE32","2004","1"
"DE12","1997","7"
"HR05","1980","1"
"UKG2","1998","6"
"UKM7","1971","5"
"UKE3","1969","1"
"PL82","1994","1"
"HU12","1994","1"
"AT31","2009","5"
"BE21","1971","1"
"EL61","1976","2"
"ES41","1986","5"
"ITF2","2006","3"
"UKM7","1970","1"
"ITH3","2023","1"
"UKD3","1970","1"
"PL43","1998","1"
"NO07","1989","1"
"CH03","1996","190"
"NL12","2011","1"
"ITG1","1982","1"
"DE92","1994","18"
"DE72","1986","1"
"PL22","1987","1"
"ES13","1982","1"
"UKJ4","1993","2"
"SK02","2001","11"
"BE21","1991","2"
"SK03","2010","3"
"UKM6","2001","1"
"CH07","1991","1"
"HR06","1996","3"
"HU32","2010","2"
"DE73","2021","4"
"UKM6","2011","1"
"NO02","1992","1"
"FRD1","1990","1"
"ITF5","2011","19"
"CH07","1999","1"
"FRC2","2001","11"
"ITC1","1983","1"
"PL84","2004","1"
"PL71","1983","1"
"FRC2","2004","25"
"BG32","1986","1"
"ITF2","2010","1"
"UKE2","1984","1"
"NL31","2023","1"
"EL54","2006","6"
"EL51","1975","1"
"PL21","1993","3"
"AT32","1991","4"
"RO12","2016","7"
"ITG1","1994","3"
"CH02","1995","1"
"AT31","1992","2"
"AT22","1992","1"
"PL92","1999","1"
"ITH2","2011","1"
"FRC1","2003","5"
"DEA5","1995","1"
"FRE1","1995","4"
"UKH2","1988","3"
"CH01","1973","3"
"SK02","2000","1"
"UKJ2","1988","4"
"PT20","2000","1"
"BG31","1989","17"
"DE71","1992","15"
"FRK2","1987","7"
"DK05","2001","5"
"EL43","1991","12"
"PL72","2004","3"
"BG42","1985","2"
"SI04","1991","1"
"DE26","1969","1"
"NL31","1991","7"
"RO41","2003","21"
"RO21","1987","1"
"CZ03","2003","6"
"NO08","1986","3"
"UKD6","1990","2"
"PL51","1981","1"
"PL71","1982","1"
"IE05","1993","1"
"UKM7","2023","2"
"DEC0","2006","2"
"FRI3","2007","18"
"FRI3","1985","1"
"UKF1","1986","5"
"ITF3","1978","1"
"BG42","2005","8"
"SK02","1987","2"
"RO42","2018","13"
"PL41","1994","5"
"PL84","1995","1"
"LT02","1988","1"
"DED4","2003","3"
"PT16","1975","1"
"NO09","1993","1"
"BE24","1998","19"
"HU23","1993","1"
"EL62","2003","1"
"CZ08","1984","1"
"DE23","1994","1"
"LT01","1984","1"
"BE22","1974","1"
"DE71","1987","3"
"EL62","1982","1"
"CZ05","1979","5"
"FRK1","1978","1"
"CZ08","1994","9"
"ITH4","2023","1"
"IE04","2002","2"
"NO08","1990","1"
"CH06","2010","4"
"BG32","2014","9"
"BE35","1993","1"
"PL41","1971","1"
"PL63","1987","1"
"UKH2","2008","3"
"LU00","2001","1"
"PL52","1990","5"
"DEA4","2005","1"
"ITH2","2009","2"
"SK04","1990","1"
"AT21","2014","103"
"SE12","1975","9"
"UKD7","1973","2"
"IE06","2026","1"
"DE91","1984","113"
"PL22","1972","1"
"ES62","2023","1"
"SE31","1997","3"
"UKC1","1970","2"
"PT11","1987","3"
"NO0B","2008","2"
"FRI1","1997","4"
"BE34","2014","1"
"ES42","1993","3"
"EL53","2002","2"
"RO12","2002","1"
"DE72","2006","7"
"FRG0","1982","1"
"BE22","2004","2"
"RO22","2009","2"
"SE21","1978","2"
"SI03","2014","10"
"DE50","1996","9"
"HU12","2001","3"
"ITI1","2023","1"
"DK01","1987","2"
"FI1C","2006","3"
"DEA1","1987","5"
"NL13","2006","2"
"UKJ3","1995","2"
"ITF3","1984","1"
"FRE2","1983","1"
"NO0B","2019","5"
"SE21","1987","2"
"DK03","2010","25"
"DE12","2000","8"
"RO42","2007","8"
"CH04","1984","2"
"ES62","1993","4"
"DE24","2001","2"
"BE21","1996","2"
"NL21","1994","3"
"UKM5","1976","1"
"RO41","2013","2"
"UKD1","2007","2"
"DEA5","1990","3"
"DEC0","1995","4"
"DEA2","1983","11"
"SK01","2023","1"
"ITI3","1978","1"
"SE22","1995","37"
"UKF1","1966","1"
"FR10","2023","5"
"SK01","1969","1"
"HU33","1998","1"
"MT00","1993","1"
"UKL1","1981","1"
"DK02","1989","3"
"SE11","1982","1"
"BG41","1999","1"
"IE04","2024","1"
"PL62","2023","1"
"ITF3","2006","13"
"FRF1","2009","22"
"RO41","2021","1"
"AT13","1984","1"
"DE40","1989","1"
"NL21","1980","1"
"UKE3","1973","2"
"EL41","1994","1"
"DE72","1991","1"
"IS00","1990","3"
"ES42","1988","3"
"UKG2","2002","5"
"DE72","2000","4"
"UKD1","2011","35"
"DEA3","1990","1"
"UKK3","2005","13"
"PT17","1970","1"
"RO11","2021","4"
"AT11","2021","1"
"BG42","2004","2"
"EL61","2013","2"
"NO08","1974","1"
"DEC0","1991","2"
"ES53","2004","1"
"DE21","1977","2"
"NL11","1992","7"
"DE71","1991","2"
"AT34","1998","1"
"ITC2","2019","7"
"UKL2","1978","1"
"BG32","2000","1"
"UKJ3","1980","1"
"HR06","2013","1"
"DE14","1978","1"
"DEA5","1992","4"
"UKJ1","1971","4"
"AT13","1997","46"
"DEA3","1996","16"
"BG34","2021","5"
"DE21","1992","7"
"BE35","2016","22"
"DK05","2021","17"
"UKG2","2004","4"
"ES53","2000","8"
"PT11","1961","1"
"AT34","1997","1"
"RO32","1990","3"
"NO0B","2012","14"
"DED4","1991","1"
"FI1C","2001","3"
"FRJ2","1978","1"
"UKD3","1984","1"
"NL31","2022","1"
"HU23","1997","3"
"DE92","1987","4"
"SI04","2006","10"
"EL54","2009","2"
"DE73","1982","1"
"AT21","2010","4"
"CZ08","1996","3"
"IS00","1975","1"
"UKM5","1964","1"
"SE21","1975","1"
"CZ07","1975","1"
"NL42","1994","12"
"FRF3","1980","1"
"UKG1","1970","12"
"DED2","1987","1"
"SK03","2006","1"
"FRM0","2012","5"
"UKM7","1973","13"
"CZ04","2020","3"
"PL22","1974","1"
"PL91","1987","3"
"EL65","2014","2"
"CH07","2007","1"
"UKG3","1974","2"
"DE50","2022","1"
"UKD3","1975","3"
"CZ08","1995","2"
"DK04","1989","2"
"FRC2","1989","1"
"IS00","1999","3"
"CZ04","2002","3"
"ITG2","1988","2"
"SK02","2003","16"
"PL51","1994","1"
"FRJ1","1987","1"
"FRL0","1986","6"
"SE11","1978","3"
"RO32","1995","4"
"DEB3","1981","3"
"DE14","1980","1"
"ES30","1972","1"
"ES51","2022","5"
"ITI4","1978","3"
"BE10","1988","31"
"DEB3","1988","2"
"ITF6","1986","1"
"RO12","2010","2"
"PL62","1991","1"
"FRD2","2013","7"
"ITH5","1983","1"
"FRL0","1970","2"
"HU22","2008","12"
"FI1C","2010","5"
"PT18","1994","1"
