"receiver","year","count"
"ITI1","2013","22"
"ITH5","2003","13"
"UKF3","2020","54"
"PL43","2019","8"
"LT02","1992","4"
"ES52","2005","16"
"SE21","1997","15"
"ES22","2008","47"
"NO0A","2015","581"
"NO06","2011","1761"
"UKD3","2008","71"
"DE72","2017","37"
"UKI5","1991","29"
"NO09","1986","1"
"FI1C","2015","471"
"NL11","2005","9"
"ITH1","2017","221"
"UKL1","2010","17"
"DEG0","2017","50"
"BE25","2013","4"
"UKM7","1979","25"
"ITF4","2021","22"
"NO0A","2014","88"
"ES61","2009","30"
"DEC0","2013","31"
"DEF0","2005","6"
"SE22","2012","513"
"UKE3","1985","21"
"DE30","2011","1009"
"DE60","2003","22"
"ITF1","2021","178"
"AT22","2005","157"
"ITI4","2013","276"
"BE24","2016","1011"
"DED2","2013","22"
"DE80","2013","71"
"PT15","2002","3"
"AT34","2016","9"
"FRG0","2015","157"
"DED2","2016","34"
"UKL2","2017","2031"
"DE25","2015","563"
"UKD3","1998","15"
"DE12","2004","22"
"PL21","1992","17"
"ES22","2001","17"
"PT11","2000","40"
"ES11","2013","184"
"ES52","1991","23"
"UKJ4","2005","243"
"CH06","2014","99"
"UKC2","2021","273"
"NL22","1996","43"
"CH01","1997","18"
"PT20","2016","6"
"DK01","1991","9"
"ES52","2004","71"
"ES21","1996","49"
"ITG2","2020","38"
"ES51","2002","93"
"BE10","2003","41"
"ITC3","2021","1135"
"ITG2","2017","261"
"UKG3","1977","3"
"IE06","2006","20"
"UKE2","1998","3"
"FI1C","2014","80"
"NL41","2006","7"
"ES52","2013","103"
"BE21","1995","18"
"PT16","2004","68"
"DE60","2014","34"
"PL91","2008","28"
"FI1D","2017","680"
"IS00","2021","17"
"PL81","2006","4"
"ITH5","1992","91"
"ITI4","2009","109"
"UKF2","2011","4"
"UKF1","1999","80"
"UKC2","2013","28"
"DE40","2000","33"
"HU11","2015","35"
"CH03","2002","25"
"UKH3","1999","7"
"ITI1","2008","455"
"ITF5","2008","11"
"SE33","2009","31"
"NO07","2007","79"
"PL41","2020","137"
"PL52","2020","20"
"FRJ1","2016","49"
"ITH1","2008","97"
"ES21","1997","6"
"ITI3","2017","15"
"FRE2","2005","6"
"DED5","2007","25"
"ITC3","2020","45"
"NL31","2020","88"
"FRF3","1988","2"
"FRJ1","2019","57"
"BE31","2019","221"
"BE21","2018","44"
"DEF0","1972","1"
"PL91","2013","329"
"UKJ1","1991","56"
"LU00","2018","811"
"UKL2","2006","121"
"UKE3","2001","17"
"UKI5","1988","43"
"DE12","2007","65"
"FI1B","2017","298"
"UKJ1","1999","99"
"PT11","1981","2"
"UKM5","2014","133"
"UKK2","2019","263"
"UKK2","2001","7"
"PL63","2011","39"
"UKJ3","2006","113"
"FRC1","2001","271"
"FI1C","2019","91"
"RO41","1999","11"
"ITH3","2005","47"
"SE33","2016","38"
"NO0A","2013","180"
"NL22","1999","273"
"AT12","2006","5"
"PL63","1975","3"
"FRF3","2021","13"
"LU00","2009","21"
"ES11","1989","22"
"ES52","2006","126"
"DE30","2005","276"
"NO07","2016","25"
"EL64","2018","2"
"FRD1","1991","1"
"ES30","2006","44"
"DE80","2015","65"
"ES21","2001","7"
"NL42","1989","6"
"DEB2","2020","265"
"NL22","2016","167"
"ES42","1987","3"
"DEA5","2018","314"
"PT11","1992","20"
"BE24","2007","14"
"SE21","2016","67"
"UKF1","2014","55"
"DED2","2010","256"
"DE13","2011","21"
"UKJ3","1999","20"
"FRG0","2014","605"
"NL31","2000","5"
"ES24","1999","34"
"MT00","2017","12"
"UKJ2","2014","41"
"NL33","2009","164"
"UKH2","2015","28"
"ES53","2017","47"
"PT11","2011","105"
"UKM5","2021","326"
"NO0A","2009","72"
"DK01","2001","19"
"SE31","2002","31"
"DE11","2021","325"
"UKM8","1997","7"
"DE50","2021","86"
"FRK2","2009","55"
"IS00","2014","157"
"BE21","2016","129"
"PT17","1996","6"
"NO08","2016","52"
"DEA1","2015","146"
"DE21","2011","283"
"AT22","2017","82"
"NL41","2007","23"
"DE21","2005","56"
"CY00","2004","50"
"ES21","2000","51"
"CH01","2003","169"
"UKH1","2006","32"
"DE25","2017","904"
"UKM8","1975","2"
"ITC3","2014","35"
"ES62","2011","8"
"NL21","2015","37"
"CZ01","2017","99"
"ES24","2008","49"
"CH02","2004","27"
"NL21","2005","5"
"ITC4","2001","18"
"ES62","2012","689"
"ITC4","2003","159"
"DEA5","2015","52"
"FRI3","2019","17"
"ITG1","2015","584"
"FRH0","2007","274"
"UKK4","1996","25"
"SE23","2016","222"
"UKE4","1967","1"
"DK04","2008","12"
"DE94","2008","2"
"HU23","2016","181"
"UKL2","1983","28"
"NO07","2001","45"
"UKE1","2007","31"
"CZ01","2003","154"
"DEA1","1998","21"
"DE71","1994","11"
"PL71","2018","51"
"CZ05","2014","31"
"AT31","2004","1"
"SK04","1984","1"
"PL21","2020","167"
"ES24","2005","17"
"BE35","1986","2"
"UKJ4","2012","43"
"DE30","2008","22"
"RO21","2014","153"
"AT13","2007","89"
"ITG2","2007","22"
"SK04","2018","10"
"FRD2","1998","7"
"NO09","2018","392"
"DE60","2009","40"
"ITC4","2002","60"
"FRG0","2012","25"
"DE13","2016","46"
"FI1B","2006","26"
"ITH2","2020","821"
"FRE1","2016","177"
"CH06","2018","37"
"AT34","2013","4"
"FRF1","2015","51"
"IE06","2003","173"
"SK01","2010","21"
"PT15","1999","123"
"CZ01","2013","2485"
"UKM7","2004","19"
"ES42","2002","105"
"SE12","2006","33"
"DE21","2010","27"
"DED4","2019","14"
"CZ01","2004","62"
"ES62","2018","68"
"SE21","2015","142"
"CH02","1992","3"
"NL32","1992","7"
"UKE2","2013","58"
"UKH1","1994","17"
"ES61","1977","3"
"FRF1","2013","170"
"BE24","2005","11"
"UKJ2","1990","13"
"ES42","2018","20"
"DE40","2015","282"
"DE92","2016","31"
"DE24","2015","72"
"DEA3","2021","167"
"ES51","1987","96"
"CZ02","2008","6"
"AT12","2017","48"
"DED4","2017","49"
"NO08","1998","325"
"UKE4","2001","16"
"FI1D","2019","534"
"DE71","1995","7"
"PL61","2015","21"
"UKM5","2013","1821"
"SE21","2012","33"
"PL61","2021","31"
"FRB0","1982","3"
"UKE2","2001","7"
"SE22","2010","58"
"PT16","1977","4"
"UKJ4","1999","5"
"DE26","2013","43"
"DE21","1978","1"
"FRE1","2011","20"
"UKD6","2010","9"
"DE73","2017","15"
"HR03","2020","100"
"BE21","2014","21"
"FRC2","2013","8"
"SI03","2016","8"
"PL51","2017","414"
"FRL0","2011","23"
"SE12","1974","2"
"PL61","2017","16"
"UKG3","1995","46"
"IE05","2006","61"
"UKG1","1965","19"
"EL51","2019","14"
"DE11","2011","23"
"DE91","2009","48"
"PT18","2010","37"
"NL32","1983","5"
"AT13","2008","81"
"CZ04","2018","4"
"SE12","2008","25"
"IE06","1978","12"
"DEC0","2018","41"
"DK04","2000","43"
"EL30","1989","7"
"CH03","1986","5"
"UKH2","1996","2"
"UKE4","2009","241"
"ES70","2003","20"
"MT00","2008","11"
"AT22","2021","61"
"ES43","2013","18"
"DE21","2004","302"
"DE80","2021","148"
"PL22","2016","19"
"EL51","1993","1"
"HR02","1998","3"
"DK04","1995","4"
"SE22","2007","12"
"CZ01","2010","151"
"ES12","2016","21"
"ITG1","2017","61"
"ES30","1984","29"
"CZ01","1994","32"
"UKD3","2004","135"
"ES62","2016","51"
"RO11","1990","1"
"ES42","1992","3"
"BE22","2007","6"
"DEA5","2007","11"
"NL32","1997","11"
"PL92","2018","23"
"UKI5","1995","29"
"ITI4","2007","79"
"NL21","2002","29"
"EL63","2010","51"
"DK04","2004","7"
"FRI1","1989","5"
"UKJ2","1995","20"
"HU11","2005","153"
"PL22","1977","1"
"NO0A","1993","1"
"ITC4","1996","6"
"ITI4","1979","1"
"ES12","2013","12"
"UKE2","1992","3"
"PL91","1966","1"
"PL41","2005","9"
"ES53","2008","8"
"UKG1","2010","44"
"CH03","2007","14"
"CH01","1996","77"
"ITH3","2013","84"
"UKH2","1979","3"
"UKE3","1989","7"
"ES11","1995","26"
"NL33","1985","79"
"FRG0","2006","12"
"BG32","2004","1"
"ES23","2008","87"
"DE72","2015","82"
"ES23","2014","19"
"CZ08","2017","9"
"ES41","2015","204"
"NO06","2009","321"
"BE10","2013","85"
"CZ05","1976","1"
"PT11","2021","212"
"CZ06","2021","52"
"NL42","2002","4"
"ES30","2008","533"
"DEA5","2010","58"
"NL11","1999","18"
"SE11","2000","560"
"BE23","2005","11"
"ITF5","2006","27"
"FRG0","1993","70"
"HU33","1999","2"
"NO09","2014","93"
"ITC3","2013","67"
"NL42","1985","14"
"IE05","2012","12"
"ITF6","2020","64"
"SE21","2002","16"
"ES61","2002","66"
"UKJ1","1988","61"
"UKF3","2010","13"
"PT15","2017","41"
"DK01","2012","335"
"PL51","2019","149"
"HU12","2006","11"
"FRK2","1985","6"
"ITF5","2018","22"
"UKJ2","2006","141"
"IE06","2011","113"
"BE22","2010","10"
"UKE1","1996","3"
"FRI3","2010","202"
"FRG0","2016","70"
"NL32","2008","182"
"UKK4","1991","5"
"ES12","2008","50"
"ES61","1995","26"
"NL21","2000","6"
"AT31","2003","7"
"NL33","2000","14"
"NL33","2010","1179"
"FRJ2","1997","5"
"CZ07","2018","60"
"AT31","1990","2"
"ES42","2000","36"
"DE11","1990","5"
"PL84","2000","30"
"UKM7","1989","8"
"DK04","2010","141"
"UKE4","1992","41"
"DK04","2011","41"
"LV00","2005","2"
"ITI1","2007","27"
"PL21","2021","129"
"UKL1","2019","57"
"DEG0","1996","5"
"PT11","2009","202"
"UKK2","2011","33"
"UKE3","2021","225"
"UKG3","1994","5"
"UKD3","1990","65"
"HU33","2012","141"
"UKE4","2010","591"
"PL42","2021","10"
"EL61","2003","2"
"CH04","1995","86"
"EL43","2016","15"
"FRJ1","2011","25"
"NL21","2016","51"
"EL30","2013","80"
"PL63","2020","193"
"ITC4","2012","100"
"UKC1","2001","50"
"PL22","2017","24"
"UKG3","2004","13"
"ES62","2009","22"
"FRK1","2013","11"
"DK02","2003","5"
"UKL1","1984","37"
"NL32","2010","18"
"PT20","1999","4"
"NL33","1988","22"
"NO0A","2010","1217"
"FI1B","2005","64"
"DED2","2015","34"
"ES62","2000","11"
"FRJ2","2001","9"
"PT30","2018","281"
"UKM7","2000","34"
"DE94","2017","24"
"DE13","1997","36"
"UKE4","1995","42"
"DE13","2017","58"
"EL52","1998","5"
"ES53","1989","8"
"PL41","2015","275"
"ES51","2008","478"
"DEB1","2018","7"
"AT22","2012","29"
"CZ07","2011","127"
"FRG0","2003","17"
"DEF0","1996","1"
"UKD3","1989","10"
"PL71","1997","5"
"UKG3","2008","85"
"UKC2","2011","113"
"UKJ2","1993","19"
"UKJ3","2007","35"
"ES61","1998","12"
"UKK4","2005","12"
"PT30","2007","5"
"SE22","1997","26"
"UKC2","2007","44"
"PT16","1999","25"
"UKH1","1972","4"
"BE23","2020","271"
"BE32","2021","282"
"CH03","2017","204"
"ITC4","1994","8"
"DEF0","2014","46"
"PL81","2016","36"
"NL32","2002","22"
"ES41","2007","217"
"DE92","2015","121"
"PL84","2020","77"
"ITF4","2002","10"
"UKD3","1974","1"
"UKC2","1971","1"
"ES53","2019","146"
"RO21","2019","10"
"DE14","2009","8"
"ITG2","2021","9"
"ES41","1994","6"
"CY00","2003","51"
"ES62","2019","170"
"LT01","2021","31"
"UKG3","2005","11"
"HU21","2015","3"
"EL65","2018","6"
"BE31","2002","5"
"PT16","1998","43"
"HU11","2011","12"
"PL61","2016","27"
"DEE0","1997","8"
"UKH1","2000","100"
"ITF6","2010","97"
"ES61","2008","32"
"CH03","1994","3"
"DEB3","2012","157"
"BE10","1972","1"
"ITI4","1998","23"
"PT16","1995","69"
"RO42","2015","4"
"UKK1","1996","25"
"FRC1","2012","13"
"IE06","2008","53"
"ES62","2020","64"
"CH04","2010","26"
"PL92","2010","15"
"RO32","2013","15"
"NL11","2012","69"
"EL30","2004","22"
"FRL0","1993","11"
"FRH0","2008","27"
"FRF3","1991","46"
"RO22","2020","21"
"DK01","1975","2"
"CZ04","2012","1"
"PT30","2011","3"
"CZ02","2017","19"
"PL91","2004","16"
"ES61","2001","45"
"SK02","2016","49"
"NL32","1990","7"
"EL63","2018","12"
"HU23","2020","13"
"PL82","2004","3"
"PT17","1997","2"
"PL51","2011","339"
"ES51","1982","61"
"ES11","2005","30"
"PL71","2020","126"
"BE31","2018","53"
"AT12","2020","34"
"FRF3","2010","27"
"FRH0","2009","151"
"DE25","2012","201"
"FI1B","2014","289"
"DEB2","2019","64"
"UKD7","1994","5"
"UKJ3","2020","59"
"NL32","2004","8"
"ITF1","2016","13"
"CH06","2020","73"
"DE24","2020","58"
"DEG0","2021","137"
"ES30","1987","53"
"IS00","2005","4"
"PL71","2001","13"
"NL42","2003","10"
"UKJ1","1992","17"
"BE24","1984","1"
"ES21","1980","1"
"NL22","2021","4288"
"BG41","2009","10"
"SI04","2002","13"
"FRD2","2010","5"
"DE94","2020","79"
"EL51","2006","3"
"UKH1","2005","27"
"AT13","1973","1"
"NL21","2013","116"
"ES42","2016","239"
"SE11","2012","522"
"ES11","2007","79"
"RO21","2016","21"
"SE12","1988","81"
"CH01","1972","4"
"MT00","2014","56"
"SE33","2014","82"
"FRL0","1999","11"
"DEA5","2014","30"
"ES30","1993","77"
"AT13","1975","1"
"PL52","2018","37"
"UKK1","1983","20"
"ITG2","1993","1"
"UKH1","2004","56"
"NO06","2018","46"
"UKG1","2007","135"
"NL22","2008","14"
"EE00","2019","99"
"NO06","2008","20"
"RO31","2019","4"
"FRI1","2009","117"
"MT00","2019","57"
"FI19","2012","274"
"UKJ1","1968","4"
"FRD1","2017","9"
"FRF3","2014","37"
"IE05","2000","16"
"CZ07","2016","704"
"UKM8","1996","29"
"UKL1","2007","144"
"BE31","2021","18"
"UKK3","2019","86"
"PL41","2008","49"
"UKK4","2012","600"
"UKK3","2009","2"
"FRC2","2011","11"
"RO42","2014","9"
"FRI1","1990","6"
"FRJ1","2007","41"
"DEA2","2003","107"
"UKE1","2000","25"
"FRK2","2008","601"
"IE06","2004","32"
"UKM7","1990","41"
"ES43","1987","5"
"ITC4","2013","83"
"FI19","2006","5"
"ES24","2014","18"
"PT16","1996","20"
"EL51","2011","7"
"UKJ3","1993","5"
"FRK2","1992","16"
"PT11","1986","14"
"ITH2","2010","11"
"FRK1","2004","15"
"CH05","2011","5"
"UKC1","2012","37"
"DE80","2019","30"
"NL13","2010","2"
"NO08","2005","33"
"PL41","2024","1"
"UKK1","2015","290"
"SE11","1987","6"
"DEE0","1993","2"
"UKJ3","2004","80"
"CH03","2001","13"
"AT33","1982","1"
"UKE1","2020","22"
"UKJ3","2003","8"
"FR10","1994","72"
"DE14","2021","42"
"ES24","2021","47"
"UKJ1","2010","48"
"UKJ2","2007","91"
"ITF2","2015","15"
"UKE2","2007","43"
"UKG2","1986","1"
"NO08","2010","15"
"DEA1","2017","100"
"HU12","1998","1"
"ITF5","1999","1"
"DEA2","1997","369"
"UKI5","1989","25"
"UKJ4","2014","38"
"HU31","2008","2"
"ES13","2010","6"
"FRK2","2004","89"
"PL21","2015","273"
"UKF3","2019","71"
"DE73","2010","5"
"MT00","2016","78"
"UKK1","1999","610"
"PL63","2015","21"
"ES41","1993","6"
"DK02","2010","2"
"FRI2","2019","33"
"DEA5","2013","79"
"PT20","2019","9"
"FR10","1995","17"
"CZ02","2013","44"
"SE11","2010","324"
"AT32","2021","21"
"DEB3","2013","19"
"UKC1","1999","22"
"UKD4","2015","176"
"ITC1","2009","31"
"UKD7","2002","18"
"DE14","2008","8"
"UKD4","2021","1379"
"NL33","1994","10"
"ITF4","2019","30"
"NL22","2010","444"
"FI1B","2009","10"
"PT20","2009","18"
"ES61","2004","17"
"SK01","2020","170"
"DEA2","1996","91"
"NL21","2011","197"
"NL31","2007","51"
"ITI3","2021","31"
"CH01","1995","10"
"PL61","2009","7"
"DE13","2010","631"
"UKK2","2021","786"
"BE31","2011","10"
"ITH3","2011","19"
"UKD4","2006","32"
"ES11","2014","71"
"ES43","2005","13"
"EL61","2008","19"
"DE72","2019","35"
"ITF2","2002","4"
"NO09","2011","7"
"EL43","2013","12"
"DED5","2012","14"
"PL91","1999","35"
"NL34","2019","5"
"DE92","2011","12"
"PL51","2012","67"
"ES61","1996","34"
"BE21","2003","6"
"IE04","2015","64"
"DEA1","2014","111"
"MT00","2011","9"
"UKH1","1978","25"
"ES41","1997","17"
"NO08","2011","225"
"ES61","1993","10"
"CH01","2009","30"
"EL63","2012","12"
"SE11","1997","19"
"UKG1","2004","39"
"DEE0","1996","6"
"PL71","2010","19"
"DE72","1999","163"
"FRL0","2000","25"
"UKM7","1995","65"
"PT11","1990","3"
"HR03","2009","99"
"ES52","2000","91"
"DE25","2006","8"
"HU33","2010","2"
"UKJ1","1989","15"
"FI1C","2021","32"
"NO08","2007","138"
"FRI3","2009","37"
"HR02","2018","20"
"ITC1","2002","4"
"AT13","2006","18"
"DK01","2011","30"
"ITG2","1995","2"
"FRF1","2001","61"
"NL33","1990","6"
"DE24","2013","254"
"NL33","2002","33"
"EL52","2013","13"
"CZ01","2002","5"
"UKM7","1987","63"
"FRI3","2020","19"
"SE23","2010","37"
"BE35","2020","17"
"DED2","2012","19"
"UKG1","1989","265"
"FI19","1999","6"
"UKJ4","2019","45"
"PT11","2010","118"
"UKG1","1996","745"
"DEE0","2013","190"
"UKE3","2005","17"
"UKI5","1993","97"
"DEB1","2016","21"
"PL91","2011","34"
"ITI1","1995","6"
"EL43","2018","163"
"SE23","2011","39"
"CH06","2016","23"
"DE91","1995","37"
"ITI1","2000","35"
"BE24","2012","24"
"NL33","2013","121"
"SE12","1998","7"
"SE21","2010","30"
"ITC1","1986","9"
"UKJ3","1998","41"
"HU33","2017","14"
"CH04","1998","10"
"ITG2","1994","5"
"SK03","2018","24"
"BE10","2021","70"
"SE11","2024","7"
"PL71","2007","5"
"AT13","2003","253"
"UKM5","1979","1"
"UKJ2","1996","57"
"HU21","2003","5"
"PL71","1996","15"
"ITI1","1981","2"
"UKD4","2008","14"
"CH03","1997","7"
"FRJ2","1998","91"
"EL52","2018","40"
"ES62","2021","27"
"UKH2","2020","177"
"ITG1","2021","61"
"ES52","2011","53"
"UKD7","2000","8"
"IS00","2011","11"
"PL63","2021","20"
"FRI1","2017","46"
"DED5","2016","430"
"FRD1","2011","6"
"DEC0","2017","46"
"ITH5","2002","10"
"ES42","2014","19"
"IE06","2009","49"
"HU11","2022","1"
"BE35","2019","136"
"DE50","1990","1"
"ES62","1977","1"
"FRK1","2017","19"
"ITI3","2018","116"
"ITH1","2005","9"
"CH07","2018","59"
"ES13","2018","23"
"NL11","2001","7"
"PT17","2013","18"
"DEC0","2015","16"
"DE21","1973","1"
"ITH5","2008","521"
"FI1B","2022","12"
"ITH5","1996","12"
"ITG1","2019","561"
"PT20","2013","33"
"DEF0","2008","19"
"FRG0","2021","443"
"BE10","1999","6"
"UKM7","1981","27"
"DK05","2016","26"
"DE12","2001","81"
"PL21","2006","41"
"DE71","2001","7"
"UKH1","1989","26"
"UKJ4","2010","11"
"ES22","2018","199"
"RO21","2018","47"
"PL63","2013","111"
"CZ03","2020","649"
"UKF1","2001","618"
"ITC1","1997","38"
"DE30","1999","11"
"MT00","2001","6"
"ES21","2018","196"
"HU33","2016","16"
"HU11","2001","6"
"FRE2","2014","23"
"RO32","1999","17"
"DE13","2008","86"
"DE72","2008","6"
"LT02","2008","22"
"PL22","1993","8"
"UKC2","1998","15"
"ES30","2003","128"
"EL41","2004","45"
"RO11","2008","10"
"FR10","1991","188"
"ITG2","2010","13"
"ITH2","2012","13"
"LV00","2016","79"
"AT12","2018","156"
"DE91","1998","7"
"DE26","2011","13"
"NO06","1995","14"
"DK04","1994","22"
"PT30","2015","22"
"FRI2","2015","17"
"HU23","2001","7"
"DE25","2016","31"
"NL22","2012","30"
"FRF3","2009","83"
"SE12","1986","3"
"DE72","2007","11"
"ES21","2010","23"
"UKG3","2003","32"
"DK03","2013","13"
"PL21","2016","109"
"DEE0","2006","9"
"UKC2","2009","85"
"BE23","2010","19"
"ITH1","2020","865"
"UKM8","2006","12"
"AT13","2005","886"
"PT18","2000","4"
"FI1D","2013","20"
"ES61","1997","18"
"UKG1","1992","27"
"PT20","2006","17"
"CZ08","2019","53"
"DE25","2020","241"
"FRI3","2021","144"
"FRC1","2017","29"
"ES24","1986","3"
"NO07","2017","334"
"UKD4","2004","7"
"NL21","1997","3"
"CZ05","2018","24"
"UKG1","1995","45"
"PT20","1983","1"
"UKJ4","2021","162"
"ES13","2012","7"
"ES12","2011","109"
"ITH1","2015","42"
"PT18","2012","27"
"HR02","2020","52"
"NL31","2008","113"
"HU32","2019","80"
"BE32","2019","46"
"ES62","2002","4"
"RO11","1994","1"
"UKK2","2010","136"
"RO11","2004","11"
"FRI3","1993","2"
"DEA4","2011","4"
"UKG3","2021","69"
"DEA3","2018","30"
"NL11","2007","63"
"EL41","2009","3"
"AT21","2016","7"
"LT01","2018","68"
"SE31","2009","7"
"FRE2","2017","15"
"SE21","2005","9"
"SI04","2019","45"
"UKE4","2005","19"
"UKE4","2011","35"
"ITI4","1999","182"
"BE33","2007","171"
"LT01","2019","99"
"UKD3","2000","29"
"SI04","2016","37"
"ITI1","2001","202"
"DE30","2010","142"
"HU12","2017","44"
"PL63","2000","85"
"DE11","2009","11"
"SE31","2013","73"
"PL63","2012","18"
"NO0A","1974","2"
"UKK3","2018","37"
"LV00","2011","2"
"NO06","2014","146"
"PL71","2003","14"
"RO22","1993","10"
"DE30","2003","60"
"UKK4","1999","78"
"UKD7","2010","615"
"SE11","2003","232"
"ES41","2011","47"
"FI1D","2002","5"
"ES21","2006","828"
"SE23","2022","2"
"PT11","2005","69"
"UKH1","1996","55"
"PT17","2004","22"
"RO12","2011","8"
"UKK2","2008","14"
"ITI3","2020","123"
"DED5","2002","6"
"BE21","2011","17"
"UKH3","2003","9"
"UKE2","2005","15"
"UKL1","1997","46"
"UKF1","1994","8"
"UKD4","2013","64"
"DEB3","2015","32"
"DEF0","2002","23"
"UKM9","1995","1"
"DEA1","2005","23"
"DE21","1999","23"
"EL52","2019","267"
"CZ02","1990","2"
"NO02","2009","13"
"SE31","2000","6"
"SE21","1993","6"
"FRL0","2006","353"
"UKG2","2015","19"
"EL63","2016","10"
"NL22","2003","73"
"DE30","2002","31"
"AT33","2010","11"
"NO07","2013","15"
"BE10","2000","232"
"BE25","2019","989"
"PL92","2019","40"
"ITF3","2001","41"
"DE23","2019","103"
"PT15","2015","16"
"DED5","2005","14"
"NO02","2018","23"
"UKH3","1981","1"
"PL82","2011","10"
"HU22","2020","21"
"UKD3","2007","20"
"UKD4","2011","36"
"UKK2","2002","21"
"IE05","1996","5"
"ES22","1985","11"
"UKH1","1966","5"
"FR10","1987","180"
"EL30","1984","43"
"SE12","2013","48"
"DK04","1978","3"
"FRM0","2000","1"
"FR10","1998","51"
"PL61","1999","4"
"UKD6","2013","21"
"SE22","2011","27"
"FRF3","2017","53"
"DK02","2008","6"
"DE14","2005","3"
"ITC4","2005","3109"
"UKD7","2009","194"
"DE14","2012","154"
"EE00","2017","141"
"UKD4","1986","1"
"FRE2","2020","78"
"BE10","1993","13"
"SI03","2010","13"
"ES30","1992","20"
"DEA4","2017","27"
"UKM7","2007","153"
"ITF1","2018","36"
"DE92","2007","78"
"ES13","2009","10"
"ITF2","1989","1"
"CH01","2006","511"
"ITH4","1988","65"
"FRC2","2018","37"
"DEA3","2002","9"
"NO06","2010","61"
"ITC4","2010","39"
"DED2","1998","4"
"UKM8","2000","15"
"UKC1","1995","3"
"ITH5","2013","23"
"PT18","1999","7"
"HR03","1992","3"
"NO07","1992","14"
"ITH1","2018","178"
"CH05","2000","5"
"DE40","2007","4"
"ES13","2003","3"
"IS00","2006","4"
"CH04","1990","3"
"FRI1","2014","290"
"DE60","2021","1527"
"SE32","2014","19"
"BE33","2017","80"
"AT31","2021","277"
"FRL0","1991","7"
"FI1B","1998","5"
"RO32","2016","76"
"ITF3","2013","111"
"IE04","2016","30"
"PT15","2001","3"
"PL84","2019","45"
"EL53","2017","35"
"ITG2","2014","23"
"ES30","2001","427"
"ITI4","1993","22"
"DE14","2013","27"
"DEA3","2014","9"
"UKH3","2009","8"
"UKM5","1996","236"
"ES43","2018","434"
"LT01","1976","1"
"DE50","2010","2071"
"BG41","2002","53"
"PT18","1996","9"
"SE33","2021","91"
"DK05","1998","4"
"SE31","2019","15"
"ES51","2006","138"
"DK02","2014","134"
"ES42","1999","11"
"UKE1","1997","301"
"BG42","2009","14"
"UKL2","2005","16"
"NL31","1989","2"
"DE12","2009","91"
"ES42","2011","28"
"UKK1","1994","7"
"NL33","2005","157"
"DE60","2007","13"
"PL84","2021","19"
"ES24","2010","274"
"MT00","2007","3"
"ITC1","2007","28"
"EL64","2016","6"
"DE11","1973","1"
"UKE3","1991","34"
"IS00","1987","25"
"CH01","2010","72"
"CH05","2021","56"
"ITC1","2015","127"
"ES61","1999","25"
"DE26","2021","9"
"ITI1","2009","16"
"PL51","2021","15"
"UKE2","1993","7"
"CH02","1997","2"
"HU12","2020","74"
"CH05","2016","29"
"UKH3","2016","85"
"ITH5","2009","83"
"UKE2","1979","3"
"UKN0","2012","1208"
"ES51","1985","6"
"ES62","2017","30"
"FRF3","1999","10"
"FRE2","2009","5"
"ES61","1994","10"
"ES23","2020","194"
"PL51","1992","3"
"UKL1","2012","134"
"DE11","2013","62"
"ES43","1992","2"
"EL61","1999","8"
"IE06","1992","7"
"DE25","2014","122"
"UKN0","2010","276"
"EE00","2012","40"
"LU00","2010","136"
"DK04","1991","3"
"FRB0","1999","19"
"EL54","2020","12"
"BG41","2021","9"
"ES13","1994","5"
"SE22","2001","12"
"ES24","2016","23"
"PL91","2006","112"
"UKG3","2001","14"
"DE94","1991","1"
"UKC1","2003","19"
"PL51","1983","1"
"PL91","1996","9"
"IE04","2021","290"
"NL21","2007","36"
"UKM8","1992","11"
"BG41","2020","19"
"DE60","2013","522"
"BE33","2018","671"
"IE06","1994","26"
"ES12","2021","38"
"ES70","1992","7"
"PT30","2006","1"
"UKC2","2008","55"
"UKM7","1999","20"
"PL21","2008","592"
"DK03","1996","2"
"ES11","2000","11"
"EL53","2003","1"
"UKF1","1988","57"
"PT20","2018","20"
"FRF3","2015","80"
"FI1B","1993","13"
"CH04","1997","55"
"BE32","1995","4"
"FI19","1996","5"
"FRI1","2008","29"
"ES11","1987","3"
"DE14","2004","44"
"PL91","2003","267"
"DE14","1955","1"
"FRC1","1988","4"
"PL84","2016","6"
"DE94","2009","7"
"AT13","1990","9"
"ITG1","2016","15"
"IS00","1995","21"
"PT16","2001","20"
"BE33","2016","164"
"SK03","2008","13"
"DEA5","1976","57"
"ITH3","2002","28"
"CH03","2010","18"
"CZ01","1999","42"
"ITF6","2006","17"
"CH03","2022","1"
"PL84","1992","9"
"FRI2","2009","3"
"DE40","2008","109"
"BE25","2016","20"
"EL30","1995","9"
"DE73","2019","83"
"FRF2","2013","8"
"BG33","2006","11"
"UKH3","2017","141"
"CZ03","2012","11"
"ITI4","1988","8"
"FRC2","2020","31"
"CH03","1999","9"
"FRJ1","2005","48"
"NL42","2007","21"
"HU31","2021","10"
"DE50","2009","12"
"PL91","2005","295"
"NO06","1992","6"
"ITH3","1999","15"
"UKF3","2021","61"
"DK02","2016","22"
"DE25","2003","5"
"DE12","1989","2"
"NL31","1994","19"
"DEA3","2016","19"
"ITC1","2006","8"
"HR05","2010","13"
"ITG2","1992","13"
"UKE4","2006","18"
"NL31","2006","45"
"CH03","2006","11"
"ITH3","1993","5"
"NL31","2011","13"
"FRL0","1998","469"
"UKM7","1988","30"
