"sender","year","count"
"DE92","2019","52"
"AT13","2021","737"
"FRD2","2016","99"
"UKD7","2013","1335"
"ES24","2013","17"
"UKF3","2021","17"
"UKK4","2020","57"
"UKJ2","1999","12"
"DE26","1999","10"
"UKN0","2006","7"
"PT17","2015","76"
"UKD3","2003","241"
"ES21","2018","469"
"PL81","2020","48"
"UKG2","2016","207"
"UKI5","2005","72"
"PT17","1994","3"
"PL41","2007","10"
"UKF2","2018","6"
"AT13","2018","201"
"ITC4","1993","9"
"ITI1","2011","94"
"CZ01","2008","43"
"DE25","2015","96"
"DE92","2010","31"
"UKF1","2020","822"
"CH07","2015","48"
"FRF2","2012","6"
"ITC1","2020","150"
"UKI5","1973","156"
"AT22","2012","205"
"UKJ2","2007","185"
"NL42","2006","19"
"EL30","2013","34"
"UKI5","1990","573"
"FRE2","2008","2"
"DE14","2017","46"
"FR10","2008","636"
"FRB0","2018","31"
"PT16","2010","49"
"UKJ1","2012","205"
"BE25","2014","32"
"BE22","2020","29"
"DE40","2016","35"
"ITF3","2021","66"
"SE22","2001","12"
"DE72","2017","320"
"ITG1","2015","407"
"UKF1","2005","57"
"DE21","1999","7"
"PL21","2008","12"
"AT13","2001","8"
"UKL2","2016","290"
"UKC2","2011","177"
"ITI1","2017","77"
"SE11","2018","92"
"PT17","2005","14"
"EL61","2019","87"
"FRI1","2018","142"
"DE14","2013","76"
"DE12","2013","105"
"ITH5","2012","121"
"NL22","2014","50"
"SE12","2021","109"
"BE24","2012","391"
"AT12","2018","77"
"DE71","2005","37"
"FRI1","2016","254"
"RO11","2018","97"
"ES21","2019","223"
"PL51","2015","19"
"UKJ2","2006","127"
"ITI1","1998","25"
"SE12","2016","156"
"PT17","2019","29"
"DE91","1997","216"
"DEC0","2020","138"
"UKD4","1993","5"
"UKM7","2008","361"
"UKL1","2016","43"
"FI1C","2015","98"
"NO08","2016","136"
"UKL1","2015","51"
"DE30","2013","106"
"ITI4","2018","337"
"DE30","2010","44"
"UKM5","2020","39"
"BE24","2016","291"
"AT13","2020","1809"
"DEA2","1997","23"
"SK02","2017","33"
"NO0A","2017","289"
"DK04","2006","7"
"DEA3","2019","40"
"UKK1","2011","161"
"BE24","2014","139"
"SI04","2015","148"
"ES22","2015","127"
"FRF1","2020","94"
"NO08","1976","132"
"DK04","2014","191"
"FR10","1987","41"
"FRE2","2021","1625"
"PL41","2019","142"
"ITH3","2019","540"
"NL31","2008","18"
"UKH1","2002","144"
"ES11","2007","27"
"UKG3","2008","18"
"BE33","2015","33"
"CH04","2015","141"
"LT02","2020","57"
"ITH4","2019","158"
"FI19","2021","57"
"DE12","2006","22"
"ES41","2012","142"
"UKG3","1987","2"
"UKE4","2021","226"
"UKK2","2019","486"
"ITH4","2018","1277"
"RO21","2019","162"
"FI1D","2010","53"
"UKG2","2017","20"
"EL52","2008","9"
"NL21","2017","56"
"DE60","2007","9"
"CZ06","2020","85"
"UKG3","2020","78"
"PL41","2013","20"
"ITI4","2021","68"
"PL91","2015","108"
"PL62","2020","12"
"DEA2","2020","1011"
"PL71","2013","17"
"DE26","2017","677"
"SE12","2013","72"
"DE92","1990","3"
"PL42","1985","1"
"PL22","2011","28"
"UKH1","2006","64"
"ES30","1996","89"
"FRG0","2002","29"
"EL52","2011","19"
"UKC2","2000","86"
"HR05","2012","41"
"FRJ1","2007","16"
"PL51","2017","36"
"SE11","2014","98"
"PL81","2012","13"
"NL22","2017","150"
"ITI4","2001","25"
"ITH5","2018","98"
"DED5","2007","15"
"DED2","2013","42"
"FR10","1993","47"
"DEB3","2018","48"
"PL91","2007","13"
"ES43","2013","23"
"UKE1","2016","106"
"HU11","2006","1028"
"UKL2","2020","65"
"UKM8","2008","22"
"IE05","2019","41"
"DE91","2021","50"
"FI1D","2019","39"
"HU32","2014","14"
"EL30","2015","258"
"DEA5","2021","69"
"UKE2","2006","13"
"NL42","2020","45"
"UKI5","1991","57"
"ES41","2000","17"
"UKE3","2008","115"
"DE71","2008","39"
"UKK4","2003","8"
"SE11","2011","287"
"ES30","2021","94"
"ES41","2016","4363"
"UKM7","2010","55"
"UKE4","2013","56"
"DEG0","2020","178"
"CZ01","2020","309"
"CH03","2020","59"
"DK01","2014","36"
"FRE1","2008","25"
"FRE1","2009","21"
"BE23","2009","9"
"BE21","2014","21"
"ES61","2007","102"
"DK05","2021","18"
"BE31","1978","2"
"BE33","2019","33"
"EL52","2019","62"
"FRH0","2018","117"
"FRF1","2000","8"
"UKJ1","1983","21"
"UKJ3","2017","89"
"DEB2","2021","10"
"UKE2","2018","233"
"FRK2","1999","85"
"PL91","1998","8"
"IE04","2017","298"
"DE21","1993","61"
"UKJ2","2003","25"
"DE13","2012","47"
"DE12","2009","30"
"UKN0","2011","65"
"NL21","2020","216"
"DE26","2009","8"
"UKE1","2020","47"
"FRD1","2016","90"
"DE25","2014","24"
"NL22","2021","146"
"DEA5","2013","21"
"FRJ2","2014","110"
"DK02","2019","136"
"UKL2","2013","37"
"DEB3","2016","741"
"DE12","2008","172"
"NL41","2014","25"
"HR02","2012","2"
"BE24","2000","8"
"ES22","2007","149"
"FRI1","2001","50"
"DEE0","2002","31"
"PL42","2017","78"
"FRE1","1999","37"
"CY00","2017","37"
"CH06","2011","3"
"AT34","2014","3"
"DK01","2021","409"
"AT33","2017","203"
"UKI5","1981","11"
"FRK2","2011","325"
"SI04","2019","73"
"UKI5","1998","111"
"BE23","2019","85"
"PL41","1994","4"
"UKH3","2020","135"
"NL33","1995","9"
"BE23","2012","25"
"UKK4","2008","14"
"DE91","1996","7"
"ES70","2017","527"
"FI1B","2008","355"
"DEA5","2002","793"
"FRF3","2020","545"
"UKG1","2008","64"
"DK03","2021","361"
"UKI5","2007","79"
"ITH3","2018","240"
"FRJ1","2018","1034"
"ITI1","2012","131"
"DE60","2019","70"
"UKL2","1997","7"
"PT11","2009","43"
"DED2","2020","61"
"PT16","2006","102"
"PT15","2016","10"
"UKJ1","1994","19"
"ES21","2017","44"
"FRF1","2019","359"
"HR06","2018","2"
"DEA5","2017","4403"
"ITI1","2021","53"
"DEB1","1983","1"
"DED5","2016","131"
"PT15","2012","13"
"UKG3","1990","17"
"EL63","2021","23"
"FRL0","1999","10"
"PL84","2017","114"
"ITC4","2012","344"
"FRF3","2017","31"
"DE14","1998","201"
"LT01","2007","4"
"ES42","2019","73"
"CH03","2023","7"
"ITF4","2019","66"
"DE12","2016","92"
"UKD3","2013","215"
"BE33","1986","20"
"DE12","2014","50"
"ITH4","2011","72"
"BG33","2011","1"
"UKG2","2015","23"
"ITF6","2020","56"
"ITH3","2010","23"
"FR10","1996","415"
"BE10","2013","95"
"NL33","2014","1126"
"DE14","2018","175"
"RO32","2003","19"
"UKE3","2018","495"
"BE21","2019","192"
"EL51","2013","9"
"UKM8","2015","144"
"NL21","2016","421"
"ES24","2020","273"
"BE23","2017","158"
"SE32","2019","235"
"ES62","2001","5"
"DEC0","2017","55"
"AT31","2016","6"
"FI1C","2020","73"
"CH02","2021","179"
"ES30","2002","342"
"DEA2","2010","28"
"UKE3","2016","567"
"DEA1","2013","31"
"DE26","2019","544"
"ES24","2012","15"
"UKJ2","1992","66"
"DE71","2013","68"
"PT18","2021","7"
"PL81","2007","387"
"CZ06","2018","69"
"EL63","2015","13"
"ES23","2021","1154"
"ITG1","2014","38"
"UKG1","2004","233"
"UKE3","2004","153"
"AT33","2002","7"
"NL31","2011","115"
"AT22","2015","465"
"DK05","2020","101"
"DEA5","2014","22"
"ITC1","2014","39"
"SE22","2017","63"
"ITI4","2002","54"
"ITF1","1982","2"
"ITI1","1991","51"
"PT17","2020","1298"
"NL32","2006","186"
"FRF2","2006","1"
"UKG1","2020","201"
"ES43","2016","83"
"SI03","2000","3"
"LT01","2016","49"
"SE22","1994","27"
"FRK1","2021","8"
"PL22","2004","7"
"UKH1","1975","36"
"NL11","2021","42"
"CZ02","2013","1"
"FR10","2012","255"
"FRC1","2021","28"
"NL41","2009","208"
"UKK2","2007","6"
"FRL0","2016","54"
"UKD4","2017","88"
"DK03","2016","20"
"UKE3","2015","151"
"FRK2","1990","31"
"FRE1","2018","211"
"CZ03","2021","19"
"BG42","2011","6"
"ES62","2015","18"
"ES43","2021","17"
"UKC1","1977","17"
"HR05","2017","87"
"BE10","1998","4"
"PT11","2012","27"
"CH04","2008","2839"
"UKE4","1985","123"
"ES11","2019","70"
"FI1C","2011","9"
"UKK2","2008","25"
"HU11","2011","21"
"EE00","2019","88"
"IE06","1982","7"
"UKH2","2013","375"
"BE21","2016","61"
"FRJ2","2017","108"
"DE60","2015","79"
"NL33","2004","15"
"HR03","2019","59"
"ES11","2014","66"
"PT11","2001","31"
"UKH1","2003","36"
"FRK1","2018","45"
"FR10","2022","41"
"PL51","2012","17"
"BE25","2017","4"
"NO08","2020","61"
"ES51","1988","297"
"PL82","2016","9"
"FRJ2","2018","1324"
"UKL2","2006","66"
"FRL0","2019","278"
"CH01","2018","2322"
"FRE1","2014","75"
"RO42","2006","13"
"FRG0","2010","31"
"UKK4","2017","261"
"FRG0","2008","68"
"NO08","2011","18"
"HU33","2017","21"
"IE06","2015","1808"
"CH06","2014","6"
"ITH4","2015","206"
"ES61","2005","61"
"UKC2","2013","74"
"UKL1","2013","73"
"SE11","2017","611"
"NL42","2015","240"
"UKG3","2013","45"
"LT01","2018","47"
"FRH0","2020","58"
"ES51","2008","40"
"BE24","2009","20"
"BE35","2016","22"
"SE21","2008","210"
"BE31","2001","223"
"FRD1","2001","1"
"BE23","2008","773"
"CH02","2012","61"
"ITF2","2018","42"
"ITG1","2020","66"
"FRJ2","2019","63"
"ITF3","2008","43"
"UKD3","2006","1944"
"HU11","2019","80"
"DE50","2009","80"
"UKK2","2006","9"
"SE12","2011","403"
"AT12","2012","11"
"CH04","2003","101"
"ES12","2017","22"
"UKD3","2011","50"
"FI1C","2017","28"
"BE31","2019","112"
"CH01","2009","57"
"UKK1","2006","18"
"ITI4","2013","379"
"SE11","1989","6"
"PT30","2017","7"
"NL11","1971","1"
"RO11","2013","25"
"ES52","2011","24"
"EL52","2016","42"
"ES52","2005","123"
"DEG0","2000","1"
"UKM5","2011","23"
"DE72","1994","36"
"UKH2","2009","371"
"ITC1","2008","161"
"ES51","1990","10"
"NO08","2017","441"
"HU11","2013","32"
"DE94","2002","13"
"DE30","2017","205"
"ITC3","2015","165"
"UKM5","2005","18"
"FRF3","2011","188"
"LV00","2015","7"
"BE10","2009","24"
"DEG0","2011","58"
"UKD4","2015","161"
"PL22","2010","23"
"UKG1","2011","84"
"FRG0","2005","21"
"ITI1","2000","17"
"UKC1","2011","16"
"UKL2","2014","298"
"ES30","1990","15"
"FRF3","2008","56"
"ITH5","2017","2345"
"ITH4","2017","800"
"UKD7","2018","74"
"CH03","2005","7"
"ITF1","2021","118"
"UKJ4","1997","6"
"IS00","2019","200"
"ITC4","1990","25"
"AT31","2020","25"
"CH03","2017","221"
"UKK4","1985","1"
"BE23","2021","198"
"UKD4","2013","95"
"UKG3","2021","47"
"UKL2","2012","233"
"EL65","2019","4"
"PT17","2021","31"
"ITI3","2016","106"
"DE24","2014","23"
"NL22","2000","19"
"CH03","2001","225"
"PL43","2012","5"
"FRI1","2012","20"
"ITG1","2011","7"
"ES30","2003","2118"
"DE21","2014","336"
"UKM8","2021","55"
"DE13","2016","227"
"DEA2","2011","118"
"DE27","2019","61"
"AT22","2014","20"
"DED5","2003","5"
"CZ06","2019","28"
"ES23","2019","64"
"UKJ1","1988","101"
"DK05","2014","13"
"DE26","2016","40"
"CZ01","2013","34"
"DED5","2020","395"
"ES30","2009","40"
"ITI4","2016","1411"
"PL61","2014","13"
"SE11","2015","133"
"BE23","2011","37"
"PT17","2016","78"
"UKI5","1971","11"
"PL21","1986","7"
"DEC0","1998","3"
"DE12","2012","289"
"UKH2","2016","31"
"DE80","2020","39"
"UKJ4","2011","198"
"ITH4","1982","1"
"UKH3","2016","215"
"FRG0","2012","32"
"UKL1","2021","65"
"DEB2","2020","7"
"DEA3","2020","85"
"DEA1","1988","1"
"FRJ1","2019","413"
"CZ03","2011","10"
"FI1B","2007","17"
"SE21","2019","70"
"CH04","2016","357"
"DEC0","1996","13"
"FRF2","2014","193"
"UKG1","2005","28"
"DE14","2020","833"
"FRC2","2013","7"
"FR10","1980","32"
"UKM5","1986","5"
"HU32","2006","7"
"FRB0","2016","19"
"FRH0","2013","89"
"PL62","2013","5"
"UKI5","1995","131"
"PL41","2021","81"
"UKJ1","2008","2076"
"DE21","1989","7"
"IE05","2007","19"
"UKI5","2003","65"
"DED5","2012","17"
"DE71","2003","11"
"ITF6","2007","4"
"DE30","2014","1912"
"FI19","2016","25"
"UKM8","1990","34"
"DE30","2015","78"
"UKC1","2015","26"
"FRE1","2021","26"
"FI1D","2015","50"
"UKE2","2021","35"
"ITI1","2010","25"
"UKJ1","1998","302"
"CZ03","2016","541"
"FRE1","2011","166"
"CZ01","1996","8"
"NO0A","2014","159"
"UKJ3","2010","154"
"FRJ2","2000","73"
"ITH5","2014","580"
"FRJ1","1989","6"
"NO08","2013","23"
"DED5","2014","27"
"BE24","2002","73"
"DEB3","2017","758"
"UKE2","2014","83"
"NL42","2018","194"
"UKD4","2016","343"
"CH04","1995","6"
"DE91","2020","2856"
"IE06","2003","15"
"DEA2","2016","2321"
"NL33","1994","48"
"CZ03","2019","24"
"FRJ2","1974","9"
"FRK2","2021","929"
"AT13","2005","14"
"ES21","2015","66"
"FRC2","2006","5"
"RO32","2000","10"
"ES24","2021","23"
"PT16","2013","1088"
"HU12","2013","64"
"PT16","2007","260"
"DED4","2020","89"
"LT02","1980","1"
"DE71","1981","1"
"UKJ3","2008","35"
"FI19","2013","24"
"IE06","2009","24"
"UKF1","1993","16"
"UKD3","1978","4"
"FRE1","2002","20"
"FRB0","2013","43"
"DEA5","2005","9"
"CZ01","2017","70"
"BE31","2004","189"
"DE91","2010","22"
"BE22","2018","48"
"NL32","1977","66"
"ITI4","2008","327"
"ITI1","2009","56"
"DE21","1996","42"
"CZ05","2018","51"
"DE12","2018","102"
"FR10","2001","209"
"UKL1","2017","505"
"PL63","2014","16"
"NO0A","2019","80"
"UKH1","2005","440"
"UKG1","2006","81"
"UKJ4","2012","24"
"PL22","2016","781"
"PL91","2006","94"
"AT12","2016","481"
"DK04","2013","15"
"UKH3","2006","10"
"DK04","2020","102"
"FRF1","1995","11"
"PL22","2019","36"
"UKD7","2020","141"
"DEF0","2014","36"
"UKG3","2015","49"
"NL32","2009","25"
"FRF1","2017","50"
"UKC2","2021","73"
"FRK2","2008","29"
"UKN0","2005","31"
"DE71","2014","149"
"ES53","2015","16"
"AT31","2021","56"
"PL21","2002","56"
"UKK1","2017","69"
"PT11","2003","25"
"EL63","2013","43"
"CH04","2009","29"
"PT17","2013","31"
"ES13","2009","1"
"FRL0","1998","9"
"BE10","2011","23"
"DE22","2020","241"
"PL82","2014","5"
"ITF6","2011","33"
"BE10","2017","166"
"ITF3","2015","337"
"DEA2","2000","29"
"UKJ1","1990","82"
"ES52","2009","481"
"ITH1","2017","21"
"CH07","2011","15"
"NL31","1994","13"
"DE21","2003","551"
"DEA1","2007","6"
"DE40","2015","229"
"ITI3","2014","18"
"UKF3","2017","1445"
"UKM7","2007","36"
"SE21","1989","83"
"ITF3","2014","306"
"DEA5","2015","40"
"DK05","2015","12"
"DEB3","2020","941"
"CZ08","2007","3"
"FRC2","2019","131"
"DED2","2017","107"
"EL61","2020","69"
"DE71","2012","23"
"UKG3","1995","15"
"FI1C","2016","191"
"RO11","2003","7"
"BE23","2014","51"
"CZ08","2015","5"
"UKC1","1999","9"
"UKJ1","2007","989"
"UKE4","2023","7"
"EL43","1997","7"
"NL41","2015","36"
"FR10","1999","376"
"HR05","2018","60"
"CZ01","1974","1"
"RO32","2012","17"
"RO32","2011","16"
"ITC3","2016","60"
"UKM5","2016","42"
"ITH2","2014","139"
"UKJ3","2013","125"
"AT22","2018","89"
"FI19","2008","16"
"UKJ2","2018","107"
"DE91","1979","15"
"FI1D","2020","271"
"ITF2","2022","1"
"PL52","2015","12"
"DE11","2020","47"
"BE23","2015","45"
"DEC0","1999","5"
"AT33","2018","57"
"DE13","2014","97"
"UKM7","1985","74"
"UKF2","2008","1"
"NL41","2011","23"
"PL71","2000","8"
"PL63","2019","671"
"PT30","2018","243"
"NL41","2018","86"
"UKD7","2012","171"
"PL41","2017","82"
"UKH1","2008","39"
"ITH3","2012","23"
"ITG1","2016","183"
"ES70","2018","39"
"NO08","2010","27"
"BE24","2018","901"
"ITI1","2019","9876"
"UKN0","2009","44"
"FRK1","2019","22"
"NL21","2012","17"
"ES41","2017","221"
"FRC2","2005","11"
"DE14","2019","629"
"NL31","1990","11"
"DK04","2019","52"
"DE14","2000","5"
"FI1B","1993","2"
"PL71","1995","13"
"NL22","2013","563"
"UKI5","2010","186"
"SK01","2006","19"
"DK04","2021","781"
"NO06","2013","12"
"UKK2","1989","1"
"SK04","2016","10"
"CZ06","2004","16"
"ES51","2009","274"
"ES62","2018","32"
"UKL1","2009","142"
"ITC4","2014","72"
"AT32","2014","111"
"NL22","2003","26"
"PT18","2013","45"
"ES41","2018","182"
"DE21","2006","59"
"FRG0","2020","44"
"DE14","2021","40"
"UKK1","2007","21"
"FRD1","2003","11"
"FI19","2019","37"
"BG41","2014","38"
"UKM8","2006","22"
"UKE4","2000","42"
"UKI5","1986","83"
"ES11","2002","110"
"ES12","2020","515"
"DEA5","1999","3"
"UKJ1","2005","521"
"ES52","1995","7"
"HR03","2017","505"
"EL54","2015","401"
"DE92","2003","267"
"RO32","2015","25"
"DEF0","1994","3"
"FRK2","2020","1105"
"UKL2","2010","201"
"PT18","1999","7"
"CH05","2013","13"
"UKD4","2012","129"
"IE05","1998","31"
"UKH2","2019","23"
"ES21","2013","923"
"UKD4","2021","127"
"DE92","2017","217"
"ITI4","2007","646"
"UKE1","2012","32"
"PT11","2000","10"
"ITF4","2012","11"
"ES62","2021","224"
"ITH5","2016","386"
"FI1C","2019","34"
"DK04","2016","71"
"BE10","2006","26"
"DEG0","2013","13"
"PL81","2000","3"
"UKL1","2005","29"
"FRC2","2009","53"
"DE71","1993","49"
"FRK2","1995","10"
"ES12","2021","52"
"PT16","1998","37"
"DE12","2021","60"
"BE33","1993","8"
"DE14","2016","150"
"UKK2","2021","31"
"SE33","2016","38"
"SE23","1993","2"
"DED5","2021","29"
"DE80","2017","353"
"UKK1","2002","15"
"DE24","2018","57"
"LU00","2005","2"
"DK03","1986","6"
"IE04","2013","12"
"SE12","2009","15"
"SI03","2016","77"
"FR10","1995","88"
"NL32","2015","58"
"UKE2","2016","47"
"ES61","1989","6"
"NO07","2015","43"
"SE22","2015","44"
"DE40","2017","42"
"BE23","2010","21"
"LV00","2012","31"
"DED2","2010","48"
"SE22","2011","37"
"UKL2","2004","28"
"UKK2","1996","9"
"EE00","2014","101"
"UKM7","1990","31"
"IE06","2010","212"
"FRK1","2020","16"
"BE25","2020","32"
"DEA2","1979","2"
"FRJ2","2020","58"
"ITI3","2012","18"
"UKL1","2018","78"
"RO31","2019","39"
"AT21","2019","10"
"ITI3","2017","21"
"IE05","2023","1"
"UKG1","2007","30"
"AT13","2014","103"
"NL41","2017","93"
"CZ01","2021","57"
"FI1B","2010","122"
"CY00","2019","55"
"DE23","2008","7"
"CZ08","2016","16"
"FRJ2","2006","20"
"DE25","2019","315"
"DE71","1976","1"
"DEA5","2019","1049"
"UKD4","2022","5"
"EL30","2010","375"
"ES61","2006","62"
"ES12","2010","8"
"FRI2","2009","25"
"CH01","2004","17"
"UKH1","1981","44"
"NL33","2011","71"
"UKD7","2001","244"
"EL41","2002","1"
"SE22","1993","7"
"DE72","2018","561"
"RO42","2013","7"
"UKM5","2021","61"
"ES53","2021","10"
"DE50","2014","20"
"RO32","1998","6"
"ES21","2004","8"
"DE12","2010","261"
"DE94","2017","109"
"AT21","2014","5"
"FRJ2","2001","15"
"UKD7","1997","22"
"ES70","2016","26"
"ITG2","2014","9"
"NL22","1992","5"
"DK02","2021","14"
"CH04","2002","58"
"SI04","2013","55"
"PL21","2000","4"
"ITC4","2013","49"
"SK01","1980","1"
"PL81","1992","3"
"PL51","2008","37"
"UKM8","2000","303"
"DEA5","2012","77"
"ITI1","2013","42"
"PL84","2012","2"
"ES51","2013","1351"
"UKL1","1999","36"
"HR05","2019","104"
"FI1B","2013","27"
"ITG1","2010","20"
"UKM7","2005","148"
"AT31","2010","17"
"CZ02","2006","2"
"FRI2","2017","28"
"NL11","2009","64"
"RO12","2015","36"
"HR05","2008","24"
"PL42","2007","7"
"CH01","1990","94"
"DE40","2021","39"
"UKJ3","1994","8"
"NL31","2012","56"
"SE12","1983","9"
"PT20","2018","15"
"DE92","1994","9"
"ITH4","2003","9"
"NL11","2018","170"
"NL31","2007","13"
"DE72","2016","85"
"ITH4","2016","1077"
"PL21","1985","5"
"UKJ1","1993","26"
"LT01","2009","7"
"SK04","2018","229"
"UKE2","2011","110"
"DE26","2020","37"
"UKE1","1987","2"
"SE31","2013","9"
"NL33","2001","18"
"UKM7","2009","228"
"DED2","2014","21"
"SI03","2006","1"
"EL43","2017","163"
"SK01","2012","15"
"UKM5","2019","94"
"PL92","2020","29"
"UKK1","2003","67"
"PL22","2020","552"
"FRF3","2014","31"
"DE14","1996","5"
"UKK4","1994","4"
"LT01","2013","11"
"SE22","2013","34"
"PT11","2004","410"
"UKE4","2006","96"
"FRC2","2014","12"
"ES41","2002","9"
"UKN0","2004","9"
"UKD6","2015","91"
"DK03","2018","40"
"NO07","2016","46"
"PL71","1998","107"
"SE22","2008","47"
"UKJ3","2021","41"
"BE10","2021","241"
"BE21","2006","19"
"NO06","2017","115"
"HU32","1985","1"
"ITF1","1997","3"
"BE10","1991","28"
"NL11","2014","32"
"FRF1","2008","391"
"ES62","2010","7"
"FRI3","2008","121"
"DE40","2004","5"
"DEC0","2019","68"
"CH06","2019","13"
"AT13","2011","101"
"IE06","2008","18"
"LT02","2017","20"
"UKH1","1983","19"
"PT17","2018","258"
"RO32","2016","22"
"BE23","2013","1921"
"FRL0","1980","3"
"UKH1","1996","85"
"EL63","2006","4"
"NL22","2015","72"
"UKJ4","2014","39"
"UKE3","1982","4"
"EL30","1991","133"
"DE91","1985","8"
"CZ05","2016","34"
"PL71","2014","14"
"DE91","1963","1"
"EL30","2009","16"
"DE60","2014","309"
"UKH1","1982","25"
"BG34","2018","1"
"SE21","2021","424"
"AT22","1998","27"
"ES22","2011","36"
"EL54","2019","29"
"DE92","2021","31"
"DE11","2021","32"
"UKG1","2003","819"
"FI19","2015","17"
"LU00","2013","8"
"DK02","2013","63"
"ES13","2013","10"
"DK01","1992","36"
"FRG0","2021","31"
"IE06","1978","15"
"CH04","2001","57"
"ES62","2017","149"
"BG41","2019","43"
"NL31","2009","39"
"BE10","2000","14"
"PT17","2017","103"
"RO21","2016","8"
"CZ07","2015","45"
"NL42","2019","1724"
"FRJ1","1988","13"
"RO42","1990","4"
"UKJ1","2006","434"
"UKN0","2010","200"
"UKD3","1991","113"
"EL65","2016","7"
"SE12","1996","14"
"ES51","2004","34"
"BE10","2012","3433"
"PL41","2015","303"
"UKJ1","2021","93"
"PL41","2016","121"
"CH02","2019","926"
"AT12","1995","1"
"AT32","2017","31"
"UKE2","2017","52"
"DEA5","2004","37"
"FRJ1","2021","495"
"DK03","2015","31"
"DED5","1988","2"
"ITH3","2000","13"
"EL52","2021","19"
"ITH5","2008","817"
"ES22","2021","49"
"DEA1","1995","6"
"UKC1","2021","122"
"RO32","2020","189"
"PL62","2017","9"
"PL51","2005","12"
"CY00","2015","122"
"ITF6","1997","3"
"ES13","2020","266"
"RO32","2018","24"
"DE72","1975","1"
"FRI1","1992","4"
"UKM8","2002","37"
"PL91","2001","13"
"PT15","2019","325"
"ITI4","1996","11"
"CH04","2010","66"
"NL41","2013","109"
"DEG0","2001","13"
"DE30","1985","6"
"ES41","2021","33"
"IE06","1999","331"
"FRK2","2004","52"
"DE91","2008","15"
"PL42","2016","37"
"NO0A","2020","55"
"UKL2","2009","18"
"ITH5","2011","27"
"UKC2","1995","7"
"DEB3","2004","89"
"CH01","2001","15"
"DE11","2012","25"
"BG31","2019","4"
"DE91","2009","28"
"ITH1","2019","974"
"DE21","2015","692"
"SK01","2013","158"
"ES30","1988","18"
"DED5","2018","265"
"DE12","1993","7"
"PT15","2018","174"
"EL61","2021","11"
"DE13","2001","55"
"FRF3","2012","136"
"UKE4","2008","25"
"DE21","2010","31"
"UKG1","2001","79"
"PL71","2012","61"
"ITH5","2000","26"
"ES52","2003","226"
"MT00","2020","14"
"DEB2","2010","1"
"ITC3","2021","101"
"UKD7","2021","97"
"NL32","2021","132"
"AT22","2013","12"
"NL32","1978","10"
"DE50","2017","41"
"SI04","2007","7"
"DEA2","2008","157"
"DED5","2009","29"
"PL91","2008","21"
"CZ06","2006","81"
"FRH0","1996","13"
"BG41","2011","25"
"ES13","2018","35"
"UKE4","2014","506"
"HU12","1973","1"
"DE30","2004","111"
"DED4","2013","89"
"PT16","2011","338"
"ES51","2000","50"
"CZ06","1995","13"
"IS00","2017","17"
"ITG1","2019","35"
"SK01","2018","133"
"IE06","2002","55"
"SE23","1998","7"
"ITH4","2008","17"
"LU00","2021","33"
"UKG1","1998","15"
"DEA4","2018","105"
"UKD4","2002","65"
"ES30","1982","5"
"FRB0","2000","7"
"DE11","2015","546"
"FRJ1","2016","54"
"PL63","2018","28"
"ITF2","1992","1"
"UKG3","2005","21"
"ES12","2016","26"
"UKK2","2020","300"
"FR10","1982","10"
"ITI1","2003","12"
"LT01","1992","5"
"UKH2","2021","10"
