sender;receiver;dist
IE06;PT11;1326562.165
DK03;PT11;1970582.361
DK04;PT11;2055224.97
DK05;PT11;2127922.836
EE00;PT11;3011958.538
EL30;PT11;2691535.886
EL41;PT11;2955414.791
EL42;PT11;3115840.779
EL43;PT11;2902653.562
EL51;PT11;2723817.213
EL52;PT11;2551214.93
EL53;PT11;2444274.471
EL54;PT11;2403632.931
EL61;PT11;2520350.921
EL62;PT11;2428044.207
EL63;PT11;2539668.036
EL64;PT11;2585699.957
ITI3;PT11;1719064.869
ITI4;PT11;1692604.9
LT01;PT11;2821923.152
LT02;PT11;2751759.749
LU00;PT11;1412657.01
LV00;PT11;2879239.475
MT00;PT11;2010684.209
NL11;PT11;1693830.82
NL12;PT11;1638155.589
NL13;PT11;1661496.877
NL21;PT11;1620055.649
NL22;PT11;1566688.83
NL23;PT11;1581064.271
NL31;PT11;1531136.034
NL32;PT11;1565226.756
NL33;PT11;1485687.807
NL34;PT11;1433415.021
NL41;PT11;1488782.329
NL42;PT11;1501393.458
IS00;PT11;2705563.374
ITC1;PT11;1323946.003
ITC2;PT11;1301516.652
ITC3;PT11;1370901.82
ITC4;PT11;1478744.035
ITF1;PT11;1782972.075
ITF2;PT11;1847370.9
ITF3;PT11;1879278.789
ITF4;PT11;2025645.305
ITF5;PT11;1990787.199
ITF6;PT11;2048452.265
ITG1;PT11;1917446.438
ITG2;PT11;1414106.859
ITH1;PT11;1630282.516
ITH2;PT11;1594213.919
ITH3;PT11;1639888.75
UKC1;PT11;1534317.365
UKC2;PT11;1587007.587
UKD1;PT11;1504584.606
UKD3;PT11;1400514.775
UKD4;PT11;1430561.647
RO11;PT11;2529869.744
RO12;PT11;2640025.267
RO21;PT11;2783714.184
RO22;PT11;2879091.222
RO31;PT11;2730816.761
RO32;PT11;2752595.084
RO41;PT11;2556770.284
RO42;PT11;2421572.781
SE11;PT11;2679738.991
SE12;PT11;2570707.426
SE21;PT11;2381801.952
SE22;PT11;2252197.042
SE23;PT11;2347054.315
SE31;PT11;2619454.168
SE32;PT11;2840311.163
SE33;PT11;3215365.909
SI03;PT11;1909431.131
SI04;PT11;1819278.883
SK01;PT11;2089411.944
SK02;PT11;2156866.403
SK03;PT11;2259620.195
SK04;PT11;2396390.968
DEB1;PT11;1525814.279
DEB2;PT11;1461023.477
DEB3;PT11;1504883.094
DEC0;PT11;1439210.963
DED2;PT11;1982726.168
DED4;PT11;1879133.965
DED5;PT11;1899464.242
DEE0;PT11;1876698.126
DEF0;PT11;1913012.217
DEG0;PT11;1773597.367
DK01;PT11;2156808.601
DK02;PT11;2093011.239
PL63;PT11;2359119.802
PL71;PT11;2341196.818
PL72;PT11;2407341.164
UKD6;PT11;1362964.525
UKD7;PT11;1383021.393
UKE1;PT11;1469412.395
UKE2;PT11;1488429.708
UKE3;PT11;1419098.649
UKE4;PT11;1435036.626
UKF1;PT11;1382061.008
UKF2;PT11;1329428.571
UKF3;PT11;1408033.872
UKG1;PT11;1268674.777
UKG2;PT11;1315876.624
UKG3;PT11;1302186.428
UKH1;PT11;1375769.15
UKH2;PT11;1292455.243
UKH3;PT11;1306533.235
UKI0;PT11;1257064.749
UKJ1;PT11;1247286.21
UKJ2;PT11;1211409.194
UKJ3;PT11;1175604.018
UKJ4;PT11;1258577.353
UKK1;PT11;1201463.13
UKL2;PT11;1251478.844
UKM5;PT11;1786923.952
UKM6;PT11;1751655.018
UKM7;PT11;1688687.742
UKM8;PT11;1627011.147
UKM9;PT11;1572979.481
UKN0;PT11;1467457.525
HR05;PT11;1960865.325
HR06;PT11;1982972.503
NO02;PT11;2531547.204
NO06;PT11;2766283.239
NO07;PT11;3446138.003
NO08;PT11;2395356.793
NO09;PT11;2251708.942
NO0A;PT11;2387081.004
NO0B;PT11;4257263.38
BE31;PT15;1799261.916
BE32;PT15;1755347.356
BE33;PT15;1839468.917
BE34;PT15;1783566.877
CH05;PT15;1796721.224
CH06;PT15;1736193.989
CH07;PT15;1720712.251
CY00;PT15;3693816.07
CZ01;PT15;2292522.939
CZ02;PT15;2294385.813
CZ03;PT15;2216816.626
CZ04;PT15;2249048.513
CZ05;PT15;2388168.811
CZ06;PT15;2361225.435
CZ07;PT15;2457568.364
CZ08;PT15;2508341.048
DE11;PT15;1936505.097
DE12;PT15;1881136.931
DE13;PT15;1788543.608
DE14;PT15;1872893.29
DE21;PT15;2013699.942
DE22;PT15;2113009.689
DE23;PT15;2108775.486
DE24;PT15;2105501.597
DE25;PT15;2027596.231
DE26;PT15;2019401.568
DE27;PT15;1938904.875
DE30;PT15;2379854.639
DE40;PT15;2377632.444
DE50;PT15;2193146.23
DE60;PT15;2284572.011
DE71;PT15;1959336.864
DE72;PT15;2000177.822
DE73;PT15;2067842.138
DE80;PT15;2421249.203
DE91;PT15;2186817.461
DE92;PT15;2164304.896
DE93;PT15;2246061.896
DE94;PT15;2130197.792
DEA1;PT15;1955494.447
DEA2;PT15;1915975.253
DEA3;PT15;2034916.705
DEA4;PT15;2101144.458
DEA5;PT15;2013626.922
FRG0;PT15;1286563.464
FRH0;PT15;1286909.684
PL21;PT15;2658946.475
PL22;PT15;2597312.208
PL41;PT15;2588958.886
PL42;PT15;2565962.505
PL43;PT15;2467086.732
PL51;PT15;2469321.045
PL52;PT15;2539543.703
PL61;PT15;2703127.802
PL62;PT15;2878302.265
AT11;PT15;2309519.718
AT12;PT15;2285415.85
AT13;PT15;2327148.098
AT21;PT15;2093343.977
AT22;PT15;2190670.762
AT31;PT15;2160382.478
AT32;PT15;2064935.779
AT33;PT15;1937166.239
AT34;PT15;1843524.446
BE10;PT15;1803825.879
BE21;PT15;1854706.04
BE22;PT15;1862649.535
BE23;PT15;1797604.759
BE24;PT15;1816881.827
BE25;PT15;1765812.283
ITH4;PT15;2009576.494
ITH5;PT15;1796135.4
ITI1;PT15;1767234.026
ITI2;PT15;1859617.677
BE35;PT15;1778285.064
BG31;PT15;2779915.035
BG32;PT15;2958356.513
BG33;PT15;3060458.328
BG34;PT15;2996227.175
BG41;PT15;2731423.225
BG42;PT15;2870319.176
CH01;PT15;1622520.607
CH02;PT15;1668786.484
CH03;PT15;1739672.163
CH04;PT15;1775061.948
PL81;PT15;2884992.129
PL82;PT15;2790183.566
PL84;PT15;2974662.786
PL91;PT15;2818188.362
PL92;PT15;2822329.686
PT11;PT15;467700.5232
PT16;PT15;319984.8957
PT17;PT15;184308.9288
PT18;PT15;135261.5916
PT20;PT15;1800903.378
PT30;PT15;1065962.559
EL65;PT15;2695120.763
ES11;PT15;608261.0068
ES12;PT15;695926.9768
ES13;PT15;741298.6094
ES21;PT15;797672.2884
ES22;PT15;820568.4053
ES23;PT15;734799.7744
ES24;PT15;793026.8441
ES30;PT15;524012.0427
ES41;PT15;575178.8883
ES42;PT15;514043.2873
ES43;PT15;274817.2026
ES51;PT15;966693.1076
ES52;PT15;701913.3284
ES53;PT15;1000181.356
ES61;PT15;313685.095
ES62;PT15;591341.8895
ES63;PT15;292120.3903
ES64;PT15;513105.1923
ES70;PT15;1270702.56
FI19;PT15;3531527.134
FI1B;PT15;3449865.194
FI1C;PT15;3498975.996
FI1D;PT15;3876725.757
FI20;PT15;3233910.589
FR10;PT15;1538807.213
FRB0;PT15;1391594.629
FRC1;PT15;1498754.771
FRC2;PT15;1601926.575
FRD1;PT15;1435408.054
FRD2;PT15;1535929.904
FRE1;PT15;1704159.441
FRE2;PT15;1631200.512
FRF1;PT15;1762632.092
FRF2;PT15;1637671.472
FRF3;PT15;1720268.892
UKK2;PT15;1588246.103
UKK3;PT15;1490165.477
UKK4;PT15;1539265.144
UKL1;PT15;1700935.315
FRI1;PT15;1032278.809
FRI2;PT15;1249633.689
FRI3;PT15;1193369.431
FRJ1;PT15;1191549.004
FRJ2;PT15;1087152.227
FRK1;PT15;1322956.274
FRK2;PT15;1442620.867
FRL0;PT15;1406801.103
FRM0;PT15;1566956.723
FRY1;PT15;5709824.494
FRY2;PT15;5761214.249
FRY3;PT15;5892749.623
FRY4;PT15;9298162.913
FRY5;PT15;7871992.025
HR03;PT15;2138574.995
HR02;PT15;2297638.333
HU11;PT15;2489583.051
HU12;PT15;2504527.284
HU21;PT15;2410067.827
HU22;PT15;2329241.315
HU23;PT15;2376032.67
HU31;PT15;2610263.651
HU32;PT15;2652497.579
HU33;PT15;2534505.088
IE04;PT15;1863376.761
IE05;PT15;1679329.032
IE06;PT15;1793815.551
DK03;PT15;2394365.04
DK04;PT15;2483116.653
DK05;PT15;2559794.965
EE00;PT15;3407659.045
EL30;PT15;2786684.824
EL41;PT15;3053211.609
EL42;PT15;3193854.611
EL43;PT15;2951642.56
EL51;PT15;2879708.365
EL52;PT15;2696402.535
EL53;PT15;2578355.45
EL54;PT15;2520683.389
EL61;PT15;2639450.781
EL62;PT15;2516736.262
EL63;PT15;2624922.156
EL64;PT15;2689183.144
ITI3;PT15;1920542.525
ITI4;PT15;1858853.758
LT01;PT15;3183088.006
LT02;PT15;3123203.49
LU00;PT15;1797617.742
LV00;PT15;3261547.686
MT00;PT15;2015887.084
NL11;PT15;2112385.304
NL12;PT15;2060673.452
NL13;PT15;2077669.191
NL21;PT15;2033948.915
NL22;PT15;1979762.403
NL23;PT15;2001299.487
NL31;PT15;1949240.32
NL32;PT15;1989711.058
NL33;PT15;1906828.868
NL34;PT15;1854397.637
NL41;PT15;1901807.979
NL42;PT15;1905718.26
IS00;PT15;3157575.752
ITC1;PT15;1595239.505
ITC2;PT15;1594588.987
ITC3;PT15;1615099.687
ITC4;PT15;1752334.181
ITF1;PT15;1954057.83
ITF2;PT15;2003914.898
ITF3;PT15;2015230.742
ITF4;PT15;2166139.852
ITF5;PT15;2118981.575
ITF6;PT15;2143102.727
ITG1;PT15;1964468.156
ITG2;PT15;1519200.779
ITH1;PT15;1920207.269
ITH2;PT15;1872794.777
ITH3;PT15;1903350.673
UKC1;PT15;1996741.092
UKC2;PT15;2050828.356
UKD1;PT15;1969435.679
UKD3;PT15;1862798.023
UKD4;PT15;1894051.663
RO11;PT15;2791849.621
RO12;PT15;2883252.205
RO21;PT15;3039818.018
RO22;PT15;3104137.038
RO31;PT15;2947189.086
RO32;PT15;2967517.321
RO41;PT15;2773246.325
RO42;PT15;2659364.248
SE11;PT15;3099608.049
SE12;PT15;2994808.617
SE21;PT15;2795630.744
SE22;PT15;2660814.414
SE23;PT15;2774248.414
SE31;PT15;3055919.125
SE32;PT15;3285473.892
SE33;PT15;3664081.552
SI03;PT15;2170990.93
SI04;PT15;2082766.21
SK01;PT15;2385086.282
SK02;PT15;2451577.381
SK03;PT15;2556499.264
SK04;PT15;2690785.415
DEB1;PT15;1906781.614
DEB2;PT15;1844148.367
DEB3;PT15;1871005.418
DEC0;PT15;1811886.084
DED2;PT15;2337690.4
DED4;PT15;2234196.657
DED5;PT15;2264089.884
DEE0;PT15;2254941.151
DEF0;PT15;2323588.334
DEG0;PT15;2141042.226
DK01;PT15;2570312.28
DK02;PT15;2504559.405
PL63;PT15;2734704.136
PL71;PT15;2680534.853
PL72;PT15;2730659.642
UKD6;PT15;1825452.442
UKD7;PT15;1846659.332
UKE1;PT15;1926630.922
UKE2;PT15;1949296.721
UKE3;PT15;1878412.669
UKE4;PT15;1896001.736
UKF1;PT15;1840718.965
UKF2;PT15;1784711.573
UKF3;PT15;1862244.78
UKG1;PT15;1728142.458
UKG2;PT15;1777279.204
UKG3;PT15;1761451.13
UKH1;PT15;1822849.928
UKH2;PT15;1742681.055
UKH3;PT15;1751758.331
UKI0;PT15;1704615.522
UKJ1;PT15;1700649.783
UKJ2;PT15;1656934.817
UKJ3;PT15;1627584.222
UKJ4;PT15;1699334.959
UKK1;PT15;1659154.794
UKL2;PT15;1714922.946
UKM5;PT15;2253235.49
UKM6;PT15;2219305.179
UKM7;PT15;2155611.854
UKM8;PT15;2094350.68
UKM9;PT15;2039584.553
UKN0;PT15;1934916.985
HR05;PT15;2212634.794
HR06;PT15;2237593.35
NO02;PT15;2980123.839
NO06;PT15;3219804.491
NO07;PT15;3900894.235
NO08;PT15;2840485.711
NO09;PT15;2697708.306
NO0A;PT15;2842608.97
NO0B;PT15;4724426.777
BE31;PT16;1524609.881
BE32;PT16;1479408.485
BE33;PT16;1572141.136
BE34;PT16;1519825.527
CH05;PT16;1590943.893
CH06;PT16;1524319.435
CH07;PT16;1521073.262
CY00;PT16;3645787.502
CZ01;PT16;2067976.774
CZ02;PT16;2070829.319
CZ03;PT16;1998279.571
CZ04;PT16;2017165.621
CZ05;PT16;2165725.69
CZ06;PT16;2151496.683
CZ07;PT16;2247566.791
CZ08;PT16;2297239.525
DE11;PT16;1703888.528
DE12;PT16;1643859.082
DE13;PT16;1561051.322
DE14;PT16;1650505.806
DE21;PT16;1801613.007
DE22;PT16;1897768.019
DE23;PT16;1882950.567
DE24;PT16;1869334.884
DE25;PT16;1796411.508
DE26;PT16;1777404.516
DE27;PT16;1720946.18
DE30;PT16;2128680.658
DE40;PT16;2126783.872
DE50;PT16;1920287.966
DE60;PT16;2013526.136
DE71;PT16;1711420.351
DE72;PT16;1746570.798
DE73;PT16;1813706.13
DE80;PT16;2157535.681
DE91;PT16;1928021.953
DE92;PT16;1898859.866
DE93;PT16;1976556.352
DE94;PT16;1854869.33
DEA1;PT16;1685040.739
DEA2;PT16;1651411.178
DEA3;PT16;1764440.466
DEA4;PT16;1836652.486
DEA5;PT16;1750833.777
FRG0;PT16;1001489.567
FRH0;PT16;983660.4111
PL21;PT16;2452771.429
PL22;PT16;2383303.461
PL41;PT16;2351158.845
PL42;PT16;2313155.566
PL43;PT16;2225108.153
PL51;PT16;2240461.602
PL52;PT16;2319565.334
PL61;PT16;2462380.194
PL62;PT16;2636771.487
AT11;PT16;2120944.31
AT12;PT16;2085731.143
AT13;PT16;2130011.569
AT21;PT16;1907086.408
AT22;PT16;2001238.635
AT31;PT16;1956085.286
AT32;PT16;1867225.504
AT33;PT16;1734629.352
AT34;PT16;1634931.73
BE10;PT16;1526673.635
BE21;PT16;1576786.248
BE22;PT16;1589925.793
BE23;PT16;1516333.843
BE24;PT16;1540677.841
BE25;PT16;1480871.156
ITH4;PT16;1829508.388
ITH5;PT16;1635516.99
ITI1;PT16;1625685.307
ITI2;PT16;1730559.549
BE35;PT16;1508426.9
BG31;PT16;2653340.19
BG32;PT16;2830991.036
BG33;PT16;2933993.636
BG34;PT16;2880332.522
BG41;PT16;2618680.21
BG42;PT16;2761806.701
CH01;PT16;1413324.305
CH02;PT16;1451753.998
CH03;PT16;1519184.152
CH04;PT16;1557854.539
PL81;PT16;2670516.992
PL82;PT16;2586705.687
PL84;PT16;2742497.129
PL91;PT16;2591027.477
PL92;PT16;2593675.633
PT11;PT16;148850.7874
PT15;PT16;319984.8957
PT17;PT16;178278.9359
PT18;PT16;185067.8723
PT20;PT16;1778297.437
PT30;PT16;1319244.015
EL65;PT16;2648327.023
ES11;PT16;288276.1585
ES12;PT16;389962.1766
ES13;PT16;469709.9518
ES21;PT16;555237.0204
ES22;PT16;604244.0382
ES23;PT16;518944.8266
ES24;PT16;633006.278
ES30;PT16;365629.3831
ES41;PT16;323675.0437
ES42;PT16;431840.0395
ES43;PT16;189618.5483
ES51;PT16;818151.1811
ES52;PT16;642360.9942
ES53;PT16;938037.0518
ES61;PT16;419748.1301
ES62;PT16;611505.7092
ES63;PT16;526653.3935
ES64;PT16;698166.1603
ES70;PT16;1532863.908
FI19;PT16;3246301.986
FI1B;PT16;3174809.926
FI1C;PT16;3221978.29
FI1D;PT16;3584067.834
FI20;PT16;2952265.094
FR10;PT16;1268112.873
FRB0;PT16;1126685.655
FRC1;PT16;1255692.446
FRC2;PT16;1372772.129
FRD1;PT16;1142951.126
FRD2;PT16;1249985.08
FRE1;PT16;1420990.807
FRE2;PT16;1354121.989
FRF1;PT16;1526885.488
FRF2;PT16;1379646.536
FRF3;PT16;1472308.154
UKK2;PT16;1277257.998
UKK3;PT16;1173545.085
UKK4;PT16;1225016.855
UKL1;PT16;1384519.672
FRI1;PT16;794447.7101
FRI2;PT16;1007898.725
FRI3;PT16;928442.6911
FRJ1;PT16;1007235.984
FRJ2;PT16;882580.8283
FRK1;PT16;1095830.463
FRK2;PT16;1236145.731
FRL0;PT16;1234151.196
FRM0;PT16;1447407.959
FRY1;PT16;5776528.576
FRY2;PT16;5839283.76
FRY3;PT16;6055338.938
FRY4;PT16;9463105.448
FRY5;PT16;8044836.316
HR03;PT16;1991976.408
HR02;PT16;2138773.792
HU11;PT16;2307731.717
HU12;PT16;2323758.014
HU21;PT16;2228961.179
HU22;PT16;2146095.014
HU23;PT16;2206121.301
HU31;PT16;2424258.448
HU32;PT16;2473382.964
HU33;PT16;2365391.156
IE04;PT16;1543786.447
IE05;PT16;1359701.826
IE06;PT16;1473849.002
DK03;PT16;2109478.205
DK04;PT16;2195360.64
DK05;PT16;2269219.885
EE00;PT16;3143547.335
EL30;PT16;2728770.933
EL41;PT16;2994275.37
EL42;PT16;3148833.468
EL43;PT16;2925831.904
EL51;PT16;2780509.54
EL52;PT16;2603961.266
EL53;PT16;2493096.305
EL54;PT16;2446846.996
EL61;PT16;2564654.015
EL62;PT16;2462272.109
EL63;PT16;2573221.139
EL64;PT16;2625241.158
ITI3;PT16;1786253.66
ITI4;PT16;1748063.681
LT01;PT16;2943103.471
LT02;PT16;2875959.839
LU00;PT16;1538647.419
LV00;PT16;3006802.034
MT00;PT16;2016098.085
NL11;PT16;1830894.417
NL12;PT16;1776327.712
NL13;PT16;1797801.653
NL21;PT16;1755608.862
NL22;PT16;1701905.179
NL23;PT16;1718476.43
NL31;PT16;1667828.231
NL32;PT16;1703888.653
NL33;PT16;1623229.593
NL34;PT16;1570823.004
NL41;PT16;1623845.716
NL42;PT16;1633777.504
IS00;PT16;2844206.245
ITC1;PT16;1411599.419
ITC2;PT16;1396366.681
ITC3;PT16;1449795.269
ITC4;PT16;1568262.451
ITF1;PT16;1840605.241
ITF2;PT16;1900653.002
ITF3;PT16;1926055.352
ITF4;PT16;2074710.272
ITF5;PT16;2035687.96
ITF6;PT16;2082833.005
ITG1;PT16;1935696.568
ITG2;PT16;1446996.038
ITH1;PT16;1726052.312
ITH2;PT16;1686061.885
ITH3;PT16;1726999.428
UKC1;PT16;1682844.198
UKC2;PT16;1735726.158
UKD1;PT16;1653396.572
UKD3;PT16;1549003.795
UKD4;PT16;1579229.321
RO11;PT16;2619737.265
RO12;PT16;2724226.77
RO21;PT16;2872302.01
RO22;PT16;2958099.973
RO31;PT16;2806738.539
RO32;PT16;2828111.229
RO41;PT16;2632267.273
RO42;PT16;2503470.946
SE11;PT16;2818019.136
SE12;PT16;2710107.481
SE21;PT16;2518172.349
SE22;PT16;2386942.715
SE23;PT16;2487187.144
SE31;PT16;2762224.394
SE32;PT16;2985354.351
SE33;PT16;3361319.487
SI03;PT16;1997197.937
SI04;PT16;1907284.39
SK01;PT16;2188801.553
SK02;PT16;2256145.028
SK03;PT16;2359865.822
SK04;PT16;2496185.809
DEB1;PT16;1650855.634
DEB2;PT16;1586569.285
DEB3;PT16;1625072.558
DEC0;PT16;1561304.747
DED2;PT16;2100668.242
DED4;PT16;1996862.731
DED5;PT16;2020259.493
DEE0;PT16;2001710.594
DEF0;PT16;2047972.758
DEG0;PT16;1894987.014
DK01;PT16;2292893.784
DK02;PT16;2228461.243
PL63;PT16;2484102.258
PL71;PT16;2454981.128
PL72;PT16;2516251.638
UKD6;PT16;1511481.035
UKD7;PT16;1531703.97
UKE1;PT16;1616927.669
UKE2;PT16;1636689.294
UKE3;PT16;1567044.94
UKE4;PT16;1583304.914
UKF1;PT16;1529861.681
UKF2;PT16;1476447.357
UKF3;PT16;1554830.166
UKG1;PT16;1416612.723
UKG2;PT16;1464202.369
UKG3;PT16;1450091.814
UKH1;PT16;1520712.578
UKH2;PT16;1438177.215
UKH3;PT16;1450910.788
UKI0;PT16;1402039.536
UKJ1;PT16;1393790.052
UKJ2;PT16;1355777.968
UKJ3;PT16;1321703.189
UKJ4;PT16;1401636.908
UKK1;PT16;1348989.657
UKL2;PT16;1400123.16
UKM5;PT16;1935757.44
UKM6;PT16;1900001.482
UKM7;PT16;1837443.542
UKM8;PT16;1775634.571
UKM9;PT16;1721789.694
UKN0;PT16;1615003.843
HR05;PT16;2045671.135
HR06;PT16;2068789.531
NO02;PT16;2677345.332
NO06;PT16;2913250.45
NO07;PT16;3593435.252
NO08;PT16;2540277.495
NO09;PT16;2396802.39
NO0A;PT16;2534423.882
NO0B;PT16;4405918.204
BE31;PT17;1702232.238
BE32;PT17;1657130.721
BE33;PT17;1748943.928
BE34;PT17;1696078.637
CH05;PT17;1753391.951
CH06;PT17;1688441.359
CH07;PT17;1681446.723
CY00;PT17;3750584.353
CZ01;PT17;2236481.869
CZ02;PT17;2239080.395
CZ03;PT17;2165105.722
CZ04;PT17;2187458.053
CZ05;PT17;2333787.228
CZ06;PT17;2316049.626
CZ07;PT17;2412310.739
CZ08;PT17;2462350.109
DE11;PT17;1873985.771
DE12;PT17;1815002.078
DE13;PT17;1729613.958
DE14;PT17;1817862.706
DE21;PT17;1966342.725
DE22;PT17;2063545.832
DE23;PT17;2051567.473
DE24;PT17;2040493.847
DE25;PT17;1966278.238
DE26;PT17;1949793.137
DE27;PT17;1887205.358
DE30;PT17;2303230.206
DE40;PT17;2301271.523
DE50;PT17;2097880.86
DE60;PT17;2190966.382
DE71;PT17;1885001.81
DE72;PT17;1921296.985
DE73;PT17;1988583.812
DE80;PT17;2334139.451
DE91;PT17;2103778.961
DE92;PT17;2075588.301
DE93;PT17;2153817.93
DE94;PT17;2032663.996
DEA1;PT17;1862293.175
DEA2;PT17;1827880.771
DEA3;PT17;1941730.377
DEA4;PT17;2013219.633
DEA5;PT17;1927106.334
FRG0;PT17;1179646.149
FRH0;PT17;1160743.146
PL21;PT17;2616633.398
PL22;PT17;2549313.064
PL41;PT17;2523109.98
PL42;PT17;2488103.918
PL43;PT17;2397882.69
PL51;PT17;2410226.045
PL52;PT17;2487129.109
PL61;PT17;2635045.093
PL62;PT17;2809697.724
AT11;PT17;2279006.067
AT12;PT17;2247222.046
AT13;PT17;2290784.448
AT21;PT17;2064024.915
AT22;PT17;2159380.538
AT31;PT17;2118775.191
AT32;PT17;2027753.014
AT33;PT17;1896395.153
AT34;PT17;1798323.887
BE10;PT17;1704517.013
BE21;PT17;1754704.859
BE22;PT17;1767383.697
BE23;PT17;1694447.528
BE24;PT17;1718447.62
BE25;PT17;1659118.999
ITH4;PT17;1984226.578
ITH5;PT17;1782887.275
ITI1;PT17;1765866.836
ITI2;PT17;1866219.585
BE35;PT17;1685514.899
BG31;PT17;2790053.597
BG32;PT17;2968258.933
BG33;PT17;3071043.244
BG34;PT17;3013159.521
BG41;PT17;2749864.013
BG42;PT17;2891501.34
CH01;PT17;1576364.78
CH02;PT17;1617208.041
CH03;PT17;1685767.683
CH04;PT17;1723595.199
PL81;PT17;2836901.93
PL82;PT17;2749911.229
PL84;PT17;2913408.741
PL91;PT17;2760645.596
PL92;PT17;2763660.533
PT11;PT17;322196.2043
PT15;PT17;184308.9288
PT16;PT17;178278.9359
PT18;PT17;96836.21378
PT20;PT17;1697374.384
PT30;PT17;1141649.218
EL65;PT17;2751189.942
ES11;PT17;452978.1168
ES12;PT17;567644.0092
ES13;PT17;644912.0904
ES21;PT17;723630.8192
ES22;PT17;764779.2347
ES23;PT17;678043.8314
ES24;PT17;772476.3028
ES30;PT17;495823.4121
ES41;PT17;491276.9949
ES42;PT17;528775.4939
ES43;PT17;254305.9935
ES51;PT17;955778.7918
ES52;PT17;736851.6755
ES53;PT17;1039524.454
ES61;PT17;415833.0144
ES62;PT17;665203.0052
ES63;PT17;456954.2904
ES64;PT17;663880.0282
ES70;PT17;1354839.438
FI19;PT17;3424574.882
FI1B;PT17;3352777.492
FI1C;PT17;3400063.779
FI1D;PT17;3761966.687
FI20;PT17;3130513.415
FR10;PT17;1445133.415
FRB0;PT17;1302703.894
FRC1;PT17;1427537.253
FRC2;PT17;1541394.175
FRD1;PT17;1321169.737
FRD2;PT17;1428231.299
FRE1;PT17;1599173.335
FRE2;PT17;1531889.161
FRF1;PT17;1697483.489
FRF2;PT17;1554811.344
FRF3;PT17;1645614.975
UKK2;PT17;1451275.772
UKK3;PT17;1343165.376
UKK4;PT17;1396940.999
UKL1;PT17;1554072.362
FRI1;PT17;963356.9629
FRI2;PT17;1178767.042
FRI3;PT17;1104118.298
FRJ1;PT17;1160292.17
FRJ2;PT17;1041790.374
FRK1;PT17;1263110.801
FRK2;PT17;1397783.07
FRL0;PT17;1384320.755
FRM0;PT17;1578118.283
FRY1;PT17;5659012.753
FRY2;PT17;5716971.134
FRY3;PT17;5901385.411
FRY4;PT17;9455318
FRY5;PT17;8031580.023
HR03;PT17;2135116.27
HR02;PT17;2286725.333
HU11;PT17;2463881.749
HU12;PT17;2479573.855
HU21;PT17;2384751.528
HU22;PT17;2302430.276
HU23;PT17;2358088.252
HU31;PT17;2581912.864
HU32;PT17;2628849.502
HU33;PT17;2517330.861
IE04;PT17;1698013.868
IE05;PT17;1514418.135
IE06;PT17;1633502.863
DK03;PT17;2287754.003
DK04;PT17;2373617.149
DK05;PT17;2447370.83
EE00;PT17;3320462.856
EL30;PT17;2836803.013
EL41;PT17;3103182.297
EL42;PT17;3251677.226
EL43;PT17;3019437.393
EL51;PT17;2906417.015
EL52;PT17;2726766.503
EL53;PT17;2612657.694
EL54;PT17;2561387.437
EL61;PT17;2679842.296
EL62;PT17;2568248.516
EL63;PT17;2678172.354
EL64;PT17;2735774.811
ITI3;PT17;1924143.024
ITI4;PT17;1876408.561
LT01;PT17;3115848.832
LT02;PT17;3050131.182
LU00;PT17;1714145.586
LV00;PT17;3182340.156
MT00;PT17;2095109.026
NL11;PT17;2009069.438
NL12;PT17;1954584.794
NL13;PT17;1975894.832
NL21;PT17;1933602.678
NL22;PT17;1879853.616
NL23;PT17;1896688.188
NL31;PT17;1845977.001
NL32;PT17;1882163.498
NL33;PT17;1801455.82
NL34;PT17;1749042.557
NL41;PT17;1801780.998
NL42;PT17;1811171.955
IS00;PT17;2981222.788
ITC1;PT17;1566371.759
ITC2;PT17;1555928.436
ITC3;PT17;1598234.767
ITC4;PT17;1723677.322
ITF1;PT17;1970344.963
ITF2;PT17;2026376.372
ITF3;PT17;2045913.614
ITF4;PT17;2195954.542
ITF5;PT17;2153344.394
ITF6;PT17;2190493.948
ITG1;PT17;2028396.413
ITG2;PT17;1557454.02
ITH1;PT17;1885175.994
ITH2;PT17;1842677.295
ITH3;PT17;1880208.707
UKC1;PT17;1854542.611
UKC2;PT17;1906321.733
UKD1;PT17;1823088.555
UKD3;PT17;1720905.457
UKD4;PT17;1750230.698
RO11;PT17;2773037.06
RO12;PT17;2873114.951
RO21;PT17;3024314.376
RO22;PT17;3102571.114
RO31;PT17;2948959.534
RO32;PT17;2969967.52
RO41;PT17;2774454.31
RO42;PT17;2650952.563
SE11;PT17;2996262.037
SE12;PT17;2888386.416
SE21;PT17;2696226.839
SE22;PT17;2564730.37
SE23;PT17;2665447.381
SE31;PT17;2940095.985
SE32;PT17;3162255.476
SE33;PT17;3537543.578
SI03;PT17;2150126.412
SI04;PT17;2060610.016
SK01;PT17;2349393.454
SK02;PT17;2416563.001
SK03;PT17;2520782.214
SK04;PT17;2656631.346
DEB1;PT17;1825921.863
DEB2;PT17;1761870.732
DEB3;PT17;1798143.678
DEC0;PT17;1735263.903
DED2;PT17;2272250.995
DED4;PT17;2168422.939
DED5;PT17;2193272.193
DEE0;PT17;2176557.521
DEF0;PT17;2225835.021
DEG0;PT17;2068358.888
DK01;PT17;2470919.945
DK02;PT17;2406391.618
PL63;PT17;2658735.006
PL71;PT17;2624100.094
