nuts2;year;flow_in;flow_out;gdp;score;ted;edu_index
DEB2;2020;168;85;41302.68277;0;18.91184773;0.82910986
DEB3;2009;210;363;34635.95855;0.004;19.53767543;0.795674833
DEB3;2010;43;54;37487.38948;0.004;20.12716448;0.807794495
DEB3;2011;42;43;40389.13219;0.004;19.41272734;0.832179735
DEB3;2012;79;57;41833.76328;0.004;19.73408097;0.83192274
DEB3;2013;19;20;43060.05781;0.004;18.79450301;0.828289273
DEB3;2014;27;25;44667.48483;0.004;19.30696514;0.818356299
DEB3;2015;128;108;46065.68;0.004;19.96829905;0.824853469
DEB3;2016;1140;1111;48322.84764;0.004;19.83265575;0.823377645
DEB3;2017;84;118;49578.14457;0.004;19.63736019;0.819576785
DEB3;2018;57;48;51153.9353;0.004;19.99345212;0.819087662
DEB3;2019;1332;1254;51126.0976;0.004;19.99635508;0.831421131
DEB3;2020;56;48;50375.73112;0.004;19.90104746;0.830230272
DEC0;2009;4;6;34151.53955;0.004;16.04565412;0.781149546
DEC0;2010;7;15;36510.51939;0.004;16.23868023;0.775477117
DEC0;2011;41;90;40262.52049;0.004;16.02739312;0.777097922
DEC0;2012;73;126;40816.52891;0.004;16.11700893;0.779035494
DEC0;2013;166;99;41255.14521;0.004;14.1106702;0.78912329
DEC0;2014;40;49;43755.90351;0.004;16.45324594;0.78403211
DEC0;2015;268;285;44135.55374;0.004;16.7852858;0.780697442
DEC0;2016;44;65;45667.74612;0;17.26209449;0.798071257
DEC0;2017;184;140;47697.13096;0;17.33241386;0.796826925
DEC0;2018;81;108;49113.21979;0;17.14883752;0.796374824
DEC0;2019;20;36;47930.7165;0.004;16.87849551;0.803975292
DEC0;2020;704;597;46719.42805;0.004;17.70616554;0.801511838
DED2;2009;42;80;27490.77829;0.004;19.78417081;0.850668845
DED2;2010;12;33;28817.66748;0.004;20.47520846;0.855412436
DED2;2011;74;40;31146.47812;0.004;19.69442315;0.848029669
DED2;2012;19;23;31788.57392;0.004;19.78898834;0.855956003
DED2;2013;22;22;33390.88316;0.004;19.72864606;0.865522057
DED2;2014;25;18;35291.2198;0.008;19.39325012;0.839569663
DED2;2015;68;73;36672.39888;0.008;20.79884455;0.842648454
DED2;2016;33;40;38631.7271;0.008;19.72948313;0.843117037
DED2;2017;148;162;40710.50896;0.008;19.97342395;0.844352511
DED2;2018;57;56;42582.93018;0.008;20.00210742;0.846975361
DED2;2019;136;139;43137.64485;0.008;20.28363478;0.839773591
DED2;2020;702;826;43063.12499;0.008;20.7592736;0.839133365
DED4;2009;11;8;24826.47379;0;18.86266046;0.842818424
DED4;2010;26;53;26619.70979;0;18.64848004;0.846925252
DED4;2011;6;10;29247.30262;0;18.78640562;0.847507237
DED4;2012;90;41;29881.25949;0;19.23924474;0.823016598
DED4;2013;12;12;30812.43658;0;19.0702844;0.837287506
DED4;2014;14;7;32816.92763;0;19.27638053;0.808813148
DED4;2015;189;358;33326.8467;0;19.68163349;0.813912522
DED4;2016;43;39;35578.36035;0;19.15049676;0.802886007
DED4;2017;17;8;37485.91419;0;19.27575159;0.803383769
DED4;2018;39;57;38909.64227;0;19.96926611;0.797246436
DED4;2019;53;64;39276.55935;0;20.01635704;0.8054042
DED4;2020;131;180;39406.82192;0;19.77243315;0.791675613
DED5;2009;7;8;28822.93054;0.004;19.10989769;0.852968438
DED5;2010;19;18;30405.08137;0.004;19.28497548;0.860270367
DED5;2011;32;41;33552.10041;0.004;18.65747999;0.848029669
DED5;2012;39;49;34713.12272;0.004;19.38489973;0.859507139
DED5;2013;126;163;36356.09672;0.004;18.76967159;0.869938841
DED5;2014;64;53;38416.64148;0.004;19.56037296;0.834703618
DED5;2015;14;23;38602.52514;0.004;19.26671118;0.840527477
DED5;2016;40;35;40888.56339;0.004;19.03869439;0.842592907
DED5;2017;49;41;42994.59692;0;19.86924293;0.848771385
DED5;2018;85;90;44487.59798;0;19.49059212;0.852193714
DED5;2019;316;300;45401.0398;0;19.77973303;0.856492
DED5;2020;467;456;45094.40447;0;19.24060571;0.846708948
DEE0;2009;9;3;25068.68329;0.008;19.30402612;0.788032653
DEE0;2010;170;256;26986.03607;0.004;19.76271938;0.787924671
DEE0;2011;16;20;28740.85582;0.004;19.18278311;0.796481436
DEE0;2012;33;28;30389.87667;0;19.14526796;0.79813363
DEE0;2013;148;126;31457.04822;0;20.06566066;0.800633655
DEE0;2014;32;36;32686.70173;0;19.18490234;0.803268073
DEE0;2015;48;45;32940.82145;0;19.97918498;0.800822493
DEE0;2016;60;88;34914.58497;0;19.5356476;0.797537405
DEE0;2017;156;157;36679.7655;0;20.57001037;0.792500881
DEE0;2018;45;40;38229.40377;0.004;20.3202742;0.786148715
DEE0;2019;159;164;39143.41847;0;20.09757079;0.795571364
DEE0;2020;256;257;39271.40329;0;20.37069882;0.787799377
DEF0;2009;10;12;30760.60655;0.004;19.82496516;0.777853054
DEF0;2010;8;10;31870.38649;0.004;19.60731611;0.772950909
DEF0;2011;920;737;34311.77061;0.004;19.65910011;0.783214334
DEF0;2012;177;320;35730.35709;0.004;19.96565543;0.786803465
DEF0;2013;1141;1080;36742.8637;0.004;19.88578135;0.794631129
DEF0;2014;132;201;38286.41557;0.004;20.3084589;0.801754299
DEF0;2015;513;544;38345.17497;0.004;20.88618747;0.802995736
DEF0;2016;529;495;40490.29816;0.004;19.85720275;0.803958718
DEF0;2017;4410;4411;43128.95503;0.004;20.65097866;0.803383769
DEF0;2018;984;1040;44759.69338;0.004;20.54747035;0.795950455
DEF0;2019;198;198;45667.32155;0.004;21.7525768;0.802574152
DEF0;2020;60;63;45771.49763;0.004;20.63964644;0.812289806
DEG0;2009;50;61;24584.26429;0.004;19.90649816;0.829832769
DEG0;2010;213;390;26497.60103;0.004;19.9725893;0.837912748
DEG0;2011;24;30;29247.30262;0.004;19.60683882;0.852990824
DEG0;2012;18;15;30008.41378;0.004;19.87655085;0.85237147
DEG0;2013;36;25;31843.81521;0.004;19.87445518;0.839810681
DEG0;2014;331;375;33858.73486;0.004;19.52756719;0.819856633
DEG0;2015;60;54;34227.57229;0.004;19.83186937;0.817197143
DEG0;2016;57;64;36242.13573;0.004;19.47633511;0.819058121
DEG0;2017;50;40;38157.70476;0.004;19.73039369;0.817885755
DEG0;2018;89;82;39453.83307;0.004;19.70459004;0.817710577
DEG0;2019;50;47;39675.98199;0.004;20.12466309;0.821056066
DEG0;2020;47;46;39677.65919;0.004;20.46321425;0.809057983
DK01;2009;162;105;49572.01562;0.028;22.28655055;0.902
DK01;2010;150;115;54293.81093;0.048;22.27634634;0.907
DK01;2011;58;54;54581.23934;0.028;22.0946787;0.95
DK01;2012;594;480;55537.22657;0.028;22.75390067;0.952
DK01;2013;59;32;58687.30705;0.048;22.24862868;0.952
DK01;2014;55;32;61020.95205;0.048;22.34543518;0.952
DK01;2015;315;316;63861.11874;0.048;22.78417311;0.94
DK01;2016;952;984;66811.2624;0.028;22.98342878;0.942
DK01;2017;828;734;71714.52579;0.028;22.53138526;0.943
DK01;2018;213;194;74551.65813;0.028;22.88552657;0.944
DK01;2019;777;720;75629.72017;0.028;23.00944114;0.946
DK01;2020;8658;7203;78321.36305;0.028;23.22536099;0.947657435
DK02;2009;9;9;27433.05719;0;19.37298663;0.871
DK02;2010;4;13;29355.96649;0;19.68653394;0.871
DK02;2011;4;3;30134.43196;0;19.39429097;0.91
DK02;2012;15;10;30722.72108;0;19.67918906;0.912
DK02;2013;70;58;31624.24836;0;21.1567178;0.914
DK02;2014;218;310;32239.403;0;19.57413023;0.913
DK02;2015;22;32;34229.55964;0;20.35752454;0.903
DK02;2016;10;26;35457.31563;0;19.75079403;0.899
DK02;2017;14;30;37915.53478;0;20.39025326;0.904
DK02;2018;115;140;39423.18111;0;20.46649984;0.903
DK02;2019;56;61;41222.59457;0;21.63559933;0.899
DK02;2020;27;32;42250.83573;0;19.90028938;0.909259548
DK03;2009;45;30;36288.64056;0.004;20.50022811;0.874
DK03;2010;5;6;38486.75206;0.004;20.37520243;0.88
DK03;2011;52;118;40112.72069;0.004;20.39158608;0.909
DK03;2012;24;37;40175.86603;0.004;20.72843261;0.914
DK03;2013;36;32;42267.02425;0.004;20.75528982;0.911
DK03;2014;33;20;43528.27913;0.004;20.78799943;0.913
DK03;2015;16;31;44447.33864;0.004;20.28926522;0.902
DK03;2016;12;20;46925.70556;0.004;21.23607215;0.901
DK03;2017;68;85;49290.19522;0.004;20.55385217;0.907
DK03;2018;72;75;50875.72534;0.004;21.21740591;0.906
DK03;2019;28;27;52325.21337;0.004;20.76542267;0.906
DK03;2020;114;151;53263.02164;0.004;21.80350395;0.91715632
DK04;2009;24;29;37539.97299;0.02;20.59597969;0.898
DK04;2010;16;11;38388.57157;0.02;20.59814528;0.899
DK04;2011;9;9;40212.50358;0.02;20.74930899;0.915
DK04;2012;23;10;39978.92551;0.02;20.60850478;0.919
DK04;2013;180;125;41557.50585;0.02;21.44695821;0.922
DK04;2014;25;23;42612.96485;0.02;21.38283709;0.922
DK04;2015;24;29;42914.67179;0.02;20.68994896;0.913
DK04;2016;34;33;47662.20766;0.008;20.83360976;0.915
DK04;2017;42;58;50590.15641;0.008;20.87567473;0.918
DK04;2018;228;301;52087.05214;0.008;20.72916432;0.917
DK04;2019;50;48;53754.26332;0.008;20.89726547;0.918
DK04;2020;106;96;55285.66804;0.008;21.18672774;0.922503744
DK05;2009;4;7;35037.30813;0;19.37200593;0.882
DK05;2010;55;35;36228.60079;0.004;19.850498;0.878
DK05;2011;23;24;37219.01696;0.004;19.53709691;0.911
DK05;2012;7;3;37911.05005;0.004;19.5631267;0.915
DK05;2013;33;32;39530.31045;0.004;19.4976199;0.91
DK05;2014;144;217;39968.7236;0.004;20.14107652;0.909
DK05;2015;223;156;41279.82715;0.004;20.45295733;0.902
DK05;2016;75;60;43769.26796;0.004;20.12958353;0.902
DK05;2017;104;114;46906.93303;0.004;20.87153889;0.904
DK05;2018;493;726;48012.58928;0.004;20.52943632;0.905
DK05;2019;64;66;48807.55197;0.004;20.34988542;0.901
DK05;2020;24;21;50116.68281;0.004;20.41623468;0.90193993
EE00;2009;7;8;20477.85243;0;21.651601;0.8486
EE00;2010;4;2;21619.45455;0;21.09847711;0.863
EE00;2011;65;16;24557.23615;0;21.5032421;0.8594
EE00;2012;14;11;25996.04678;0;20.98278138;0.8592
EE00;2013;22;12;27464.51868;0.008;20.81628079;0.8586
EE00;2014;162;181;28945.46533;0.004;21.26432348;0.8492
EE00;2015;42;49;29175.92593;0.004;20.58920221;0.8564
EE00;2016;26;22;31312.7523;0.004;21.05483351;0.8634
EE00;2017;36;24;33821.93291;0.004;20.99105473;0.8602
EE00;2018;1293;986;36249.35815;0.004;20.74911927;0.8634
EE00;2019;196;174;37851.30077;0.004;21.49229188;0.8608
EE00;2020;323;231;37645.22136;0.004;21.25839944;0.860945028
EL30;2009;9;13;41140.90348;0.008;21.97479203;0.803
EL30;2010;180;256;37585.94188;0.008;18.77543284;0.806
EL30;2011;36;39;34789.81415;0.004;17.92566171;0.808
EL30;2012;464;874;33360.50524;0;18.76417022;0.819
EL30;2013;192;397;35177.05104;0;19.30772605;0.826
EL30;2014;734;980;35935.66625;0.008;19.11177814;0.847
EL30;2015;624;942;36118.28176;0.008;17.92058496;0.859
EL30;2016;28;61;37361.70508;0.004;18.05317172;0.849
EL30;2017;46;68;39244.47385;0.004;17.44296686;0.855
EL30;2018;128;106;40613.28485;0.004;17.13239044;0.854
EL30;2019;109;116;41540.15401;0.004;17.61103983;0.874
EL30;2020;63;47;37930.31035;0.004;17.16603438;0.88067508
EL41;2009;3;5;24117.08135;0;14.92285091;0.799
EL41;2010;5;8;21833.01036;0;11.74085753;0.793
EL41;2011;1;1;20200.53725;0;13.53678745;0.796
EL41;2012;1;4;19666.67339;0;14.35610372;0.803
EL41;2013;2;2;20440.71885;0;14.24164459;0.822
EL41;2014;42;127;21071.36794;0;15.19587451;0.838
EL41;2015;5;4;20850.09902;0;14.80213552;0.833
EL41;2016;896;770;20718.76373;0;13.81948498;0.833
EL41;2017;11;16;20407.1264;0;15.31534144;0.811
EL41;2018;14;7;20217.96713;0;15.84967681;0.778
EL41;2019;4;11;20059.9889;0;15.45530137;0.802
EL41;2020;31;36;18329.95859;0;15.91274331;0.816855839
EL42;2009;0;0;32487.12723;0;19.04499202;0.679
EL42;2010;0;0;29847.65973;0;16.12294148;0.677
EL42;2011;0;0;27495.1757;0;14.28850456;0.684
EL42;2012;0;0;26513.58932;0;17.23922894;0.693
EL42;2013;0;0;28838.84364;0;16.59122614;0.699
EL42;2014;0;0;30055.2845;0;18.6177259;0.717
EL42;2015;0;0;29879.66945;0;15.88711676;0.714
EL42;2016;0;0;29549.7122;0;16.11397819;0.697
EL42;2017;0;0;30349.05978;0;12.81691701;0.702
EL42;2018;0;0;31745.75541;0;15.63926309;0.707
EL42;2019;0;0;32841.57476;0;14.59760494;0.727
EL42;2020;0;0;28311.61921;0;14.40352486;0.719713125
EL43;2009;3;8;26245.05911;0;17.32026224;0.82
EL43;2010;9;22;24043.94812;0.004;16.21982931;0.817
EL43;2011;22;30;21463.07083;0.004;17.37036856;0.819
EL43;2012;8;9;20249.38964;0.004;17.89098391;0.829
EL43;2013;36;28;21708.36032;0.004;18.84941443;0.833
EL43;2014;17;12;22868.15125;0.004;17.97503667;0.835
EL43;2015;420;631;22984.36112;0.004;17.80096003;0.84
EL43;2016;43;100;23096.32678;0;16.79239331;0.835
EL43;2017;101;294;24244.36385;0;15.53192666;0.842
EL43;2018;588;548;25183.78362;0;17.28647109;0.837
EL43;2019;288;281;25740.69373;0;18.64115594;0.841
EL43;2020;175;127;23230.04653;0;17.84686217;0.842549634
EL51;2009;1;3;21705.37321;0;16.97729844;0.772
EL51;2010;2;42;20727.54148;0;16.57728212;0.769
EL51;2011;5;2;18376.87763;0;16.96509848;0.769
EL51;2012;7;15;17772.84558;0;17.20432229;0.775
EL51;2013;25;54;18222.34626;0;17.48187244;0.779
EL51;2014;8;6;18294.521;0;17.80539537;0.796
EL51;2015;6;20;18387.4889;0;16.67907805;0.796
EL51;2016;16;21;19190.33034;0;15.7904795;0.784
EL51;2017;3;8;19709.44687;0;14.49033546;0.79
EL51;2018;16;17;20395.31772;0;16.9214151;0.791
EL51;2019;7;8;20592.55498;0;16.26123745;0.809
EL51;2020;12;15;19781.8365;0;15.8771208;0.806975593
EL52;2009;19;24;23975.21616;0.008;18.79485254;0.8
EL52;2010;12;13;21694.82675;0.004;18.12007339;0.802
EL52;2011;106;799;20060.25574;0.004;18.94820907;0.806
EL52;2012;235;390;19375.31527;0.004;17.85240399;0.813
EL52;2013;33;62;19965.35329;0.004;19.17874027;0.817
EL52;2014;78;142;20091.30431;0.004;19.21692076;0.841
EL52;2015;92;154;20685.92501;0.004;17.90372857;0.841
EL52;2016;29;82;21398.06746;0.004;17.955329;0.834
EL52;2017;46;79;22325.74512;0.004;17.11945537;0.844
EL52;2018;30;38;23232.92714;0;17.13554311;0.844
EL52;2019;280;422;23787.95144;0;17.46486247;0.854
EL52;2020;479;544;21959.65336;0;17.18406838;0.855401922
EL53;2009;0;0;24968.27245;0;18.0983604;0.82
EL53;2010;6;2;24596.68255;0;19.43850079;0.827
EL53;2011;0;1;24549.26402;0;19.34370294;0.826
EL53;2012;0;1;27533.34275;0;19.11861379;0.821
EL53;2013;6;4;28521.93327;0;21.15940819;0.827
EL53;2014;5;2;29075.22087;0;19.07056634;0.832
EL53;2015;1;0;28073.75537;0;18.54558445;0.832
EL53;2016;4;2;26832.49729;0;18.18655889;0.822
EL53;2017;8;5;27732.76152;0;12.76957516;0.834
EL53;2018;14;20;27489.34127;0;17.64986311;0.836
EL53;2019;13;6;25385.64968;0;17.0995591;0.844
EL53;2020;6;5;22867.07705;0;16.9071214;0.833582573
EL54;2009;5;0;20570.45174;0;16.33861297;0.822
EL54;2010;33;48;19760.25621;0;16.509837;0.826
EL54;2011;11;10;18376.87763;0;16.30798664;0.831
EL54;2012;7;9;17627.16652;0;17.0203243;0.831
EL54;2013;14;31;18697.71181;0;16.88818744;0.838
EL54;2014;20;21;19111.24069;0;16.84506281;0.838
EL54;2015;9;22;19044.18493;0;14.80014882;0.843
EL54;2016;3;7;19699.80813;0;15.23137443;0.835
EL54;2017;11;16;20232.70652;0;12.69772527;0.843
EL54;2018;42;61;20927.36949;0;13.26306134;0.851
EL54;2019;9;15;21480.16511;0;13.00986357;0.849
EL54;2020;132;92;20326.29071;0;12.67179904;0.85517023
EL61;2009;6;4;22414.69914;0;16.45754352;0.775
EL61;2010;49;2;19898.43982;0;16.58435022;0.774
EL61;2011;4;1;18236.59613;0;15.34907987;0.775
EL61;2012;15;17;18209.88277;0;16.01061348;0.781
EL61;2013;2;13;19173.07737;0;17.28512862;0.787
EL61;2014;26;15;19764.61644;0;17.09457746;0.81
EL61;2015;4;3;20193.40298;0;14.54529075;0.803
EL61;2016;29;84;20718.76373;0;15.85693693;0.792
EL61;2017;3;10;21453.64571;0;12.36539921;0.804
EL61;2018;115;112;22346.1742;0;14.43809202;0.812
EL61;2019;35;22;23255.38537;0;13.93614334;0.828
EL61;2020;78;53;22141.1381;0;13.57548869;0.823381045
EL62;2009;0;13;28656.76725;0;14.9228384;0.775
EL62;2010;1;0;26254.88587;0;16.8843749;0.779
EL62;2011;1;3;23006.16742;0;14.98444998;0.784
EL62;2012;0;0;22434.57557;0;13.79894241;0.789
EL62;2013;0;0;23451.36736;0;16.66090618;0.799
EL62;2014;0;13;24828.2785;0;15.8037523;0.818
EL62;2015;4;1;24461.92719;0;14.49802729;0.83
EL62;2016;1;0;24964.41203;0;14.04427751;0.822
EL62;2017;2;1;25988.56268;0;14.96623868;0.826
EL62;2018;9;16;27311.99068;0;13.04419755;0.833
EL62;2019;4;3;28758.56816;0;13.09551576;0.835
EL62;2020;11;6;25044.89391;0;12.52721989;0.849584487
EL63;2009;91;29;22272.83395;0;16.45497549;0.809
EL63;2010;11;4;21003.9087;0.004;16.75963065;0.81
EL63;2011;55;60;19078.28518;0;15.19888454;0.812
EL63;2012;20;21;18646.91996;0;15.87171631;0.818
EL63;2013;10;15;19173.07737;0;19.55305878;0.824
EL63;2014;156;136;19601.2725;0;17.46069098;0.834
EL63;2015;220;265;19700.88096;0;16.69984332;0.836
EL63;2016;28;42;20039.46;0;15.10451958;0.823
EL63;2017;18;23;20581.54629;0;13.64903558;0.83
EL63;2018;12;26;21459.42125;0;16.05625809;0.825
EL63;2019;15;31;22012.73119;0;15.74647833;0.824
EL63;2020;40;75;20689.26019;0;15.2300129;0.842636989
EL64;2009;0;0;26386.9243;0;16.83435467;0.742
EL64;2010;0;1;24734.86616;0;17.8740663;0.742
EL64;2011;4;0;23006.16742;0;17.69030717;0.747
EL64;2012;0;1;22434.57557;0;18.26226404;0.754
EL64;2013;1;2;23134.45699;0;17.7854217;0.758
EL64;2014;0;0;23194.83912;0;19.84955601;0.769
EL64;2015;5;3;23641.05715;0;16.96416478;0.756
EL64;2016;6;1;24794.5861;0;15.60705578;0.738
EL64;2017;5;1;26162.98257;0;15.35287419;0.735
EL64;2018;12;13;26957.28951;0;16.22064752;0.734
EL64;2019;6;25;27515.91398;0;16.228553;0.753
EL64;2020;3;4;27404.19551;0;16.33292343;0.737896849
EL65;2009;3;0;23975.21616;0;20.07951483;0.726
EL65;2010;1;0;22385.7448;0;15.1670901;0.727
EL65;2011;0;0;20901.94479;0;16.81669959;0.73
EL65;2012;2;1;20686.42683;0;16.59349336;0.739
EL65;2013;2;3;21708.36032;0;17.64342938;0.744
EL65;2014;2;0;21888.08762;0;17.55099113;0.765
EL65;2015;6;2;22491.8391;0;16.07634424;0.758
EL65;2016;34;69;23266.15271;0;15.77760456;0.743
EL65;2017;6;5;24244.36385;0;13.54454566;0.748
EL65;2018;18;26;24829.08244;0;15.43646778;0.743
EL65;2019;52;40;25563.1717;0;15.45232737;0.761
EL65;2020;3;4;24318.95496;0;14.905968;0.755807037
ES11;2009;22;13;28202.38121;0;20.47514346;0.77
ES11;2010;13;12;28238.93994;0.004;20.07318987;0.784
ES11;2011;111;135;28094.1343;0.004;21.60963724;0.8
ES11;2012;79;133;28115.56091;0.004;20.00106004;0.808
ES11;2013;88;100;29027.69236;0;19.89407684;0.809
ES11;2014;132;186;29901.33624;0;20.28234413;0.82
ES11;2015;260;288;31292.45912;0;20.14235491;0.832
ES11;2016;75;70;33402.23287;0;20.1377313;0.835
ES11;2017;225;210;35259.80145;0;20.63858545;0.839
ES11;2018;103;84;36579.2434;0;20.59111616;0.842
ES11;2019;113;114;37588.80672;0;20.88048841;0.84
ES11;2020;45;52;34888.78004;0;20.39568602;0.851635887
ES12;2009;5;10;29035.94912;0;20.05716431;0.776
ES12;2010;7;8;29065.4455;0;19.82371065;0.789
ES12;2011;181;120;29072.53699;0;19.39170973;0.806
ES12;2012;59;77;28836.47273;0;19.41200776;0.816
ES12;2013;30;45;28879.59189;0;19.12704346;0.821
ES12;2014;15;12;29599.30254;0;19.48815557;0.831
ES12;2015;12;24;30841.12557;0;19.66750508;0.845
ES12;2016;18;26;32470.07753;0;19.12791499;0.849
ES12;2017;45;40;34627.33864;0;19.91517235;0.853
ES12;2018;21;28;35945.83659;0;19.60027099;0.858
ES12;2019;90;70;36641.18974;0;19.72577254;0.849
ES12;2020;26;32;33614.30405;0;19.2953389;0.872325957
ES13;2009;120;1;30286.301;0;18.77918109;0.762
ES13;2010;36;28;30029.70198;0;19.05552128;0.78
ES13;2011;25;12;29771.39605;0;18.92778138;0.791
ES13;2012;7;7;29701.56691;0;18.32137965;0.802
ES13;2013;12;28;29916.29519;0;18.77789841;0.804
ES13;2014;15;14;31109.47103;0;20.58379799;0.817
ES13;2015;40;33;31743.79266;0;19.20174717;0.831
ES13;2016;53;60;34023.66976;0;18.34440029;0.836
ES13;2017;82;60;36050.37995;0;19.17067052;0.845
ES13;2018;23;18;37529.35362;0;19.03233429;0.852
ES13;2019;33;40;38378.48753;0;19.01843031;0.843
ES13;2020;24;25;35207.39903;0;18.41395936;0.86331191
ES21;2009;86;91;40844.82795;0;21.31019266;0.822
ES21;2010;23;14;40912.02518;0;21.28446752;0.837
ES21;2011;153;136;41092.91286;0;21.29198697;0.845
ES21;2012;52;28;41380.33836;0;21.64060093;0.85
ES21;2013;23;18;42060.53383;0;21.10974012;0.846
ES21;2014;308;298;43643.86956;0;21.09114883;0.854
ES21;2015;30;30;45133.3545;0;20.63358231;0.863
ES21;2016;185;200;48161.35902;0;21.00630548;0.866
ES21;2017;145;108;50755.1402;0;21.35059136;0.87
ES21;2018;704;573;52414.41371;0;21.33936636;0.872
ES21;2019;66;52;53540.35915;0;21.53329962;0.87
ES21;2020;73;48;48430.08736;0;21.2878614;0.879539517
ES22;2009;250;217;39455.54809;0.004;19.9404282;0.775
ES22;2010;6;17;38983.51221;0.004;18.9606269;0.793
ES22;2011;90;71;39275.8793;0.004;19.05048279;0.806
ES22;2012;18;22;38929.23818;0.004;18.8685359;0.814
ES22;2013;384;547;40135.22771;0.004;18.48892705;0.816
ES22;2014;48;39;41529.63366;0.004;19.81261866;0.828
ES22;2015;13;25;42876.68677;0.004;19.00909928;0.837
ES22;2016;58;38;45675.61145;0.004;18.87904424;0.847
ES22;2017;100;94;48225.28897;0.008;18.99466548;0.852
ES22;2018;115;126;49247.37965;0.004;19.42184348;0.854
ES22;2019;24;25;50539.57206;0.008;19.6960016;0.849
ES22;2020;92;95;46677.68288;0.008;19.05910177;0.863997252
ES23;2009;6;0;34315.2126;0;18.85254328;0.769
ES23;2010;49;16;34299.9807;0;18.24723421;0.779
ES23;2011;10;9;34383.86586;0;18.99517947;0.788
ES23;2012;7;4;34459.58491;0;18.30833976;0.8
ES23;2013;7;7;35247.91216;0;18.68773404;0.8
ES23;2014;21;35;36999.12817;0;17.62005293;0.827
ES23;2015;19;24;38363.35132;0;18.6748364;0.845
ES23;2016;14;18;39771.96099;0;18.17803159;0.841
ES23;2017;16;23;42058.77661;0;19.40233694;0.844
ES23;2018;23;18;43546.71834;0;18.64553326;0.847
ES23;2019;1017;704;44380.06171;0;18.9493407;0.843
ES23;2020;180;207;40942.54096;0;18.34419937;0.861026157
ES24;2009;140;250;34731.99656;0;19.88317347;0.765
ES24;2010;56;57;34713.23348;0;20.37012325;0.78
ES24;2011;10;8;34663.40949;0;22.27046179;0.795
ES24;2012;9;15;34315.40254;0;19.65110781;0.802
ES24;2013;24;34;35544.1131;0.004;19.88422263;0.802
ES24;2014;68;57;36697.09447;0;19.27364033;0.815
ES24;2015;128;132;37460.68423;0;19.54100887;0.825
ES24;2016;135;120;40393.39789;0.004;19.62743986;0.831
ES24;2017;282;378;42849.35512;0.004;20.19067489;0.838
ES24;2018;37;36;44338.47685;0.004;19.82950451;0.842
ES24;2019;444;330;45485.61485;0.004;20.25490657;0.833
ES24;2020;27;31;42217.01694;0.004;20.29561561;0.852798736
ES30;2009;196;180;43345.53171;0.012;23.56304649;0.821
ES30;2010;83;82;42565.0363;0.012;23.60039331;0.84
ES30;2011;77;51;43329.26186;0.02;22.90904822;0.845
ES30;2012;156;193;43687.25618;0.024;22.76808049;0.849
ES30;2013;49;83;44578.24184;0.024;23.07719347;0.847
ES30;2014;58;102;46211.156;0.024;23.04743057;0.858
ES30;2015;249;266;47991.80028;0.024;23.45748102;0.863
ES30;2016;5280;5513;50957.82502;0.024;22.87401378;0.864
ES30;2017;697;672;53917.45423;0.02;22.91210053;0.868
ES30;2018;4060;4335;55423.09606;0.024;23.43310737;0.869
ES30;2019;810;788;56857.01856;0.028;24.11504193;0.87
ES30;2020;369;455;50979.03932;0.024;24.38766713;0.880371266
ES41;2009;40;22;29869.51704;0;20.7374911;0.792
ES41;2010;42;36;29754.20013;0.004;20.36927457;0.807
ES41;2011;26;21;30050.93968;0.004;20.52550078;0.819
ES41;2012;21;29;30134.114;0.004;19.99712474;0.824
ES41;2013;140;116;30360.5966;0.004;19.82530992;0.818
ES41;2014;4922;7493;31260.48788;0.004;20.2706023;0.827
ES41;2015;378;494;32496.01524;0.004;20.53440658;0.833
ES41;2016;270;203;34800.46587;0;20.16780375;0.835
ES41;2017;48;45;36524.72706;0;20.62089228;0.839
ES41;2018;57;50;38479.46384;0;20.47330486;0.842
ES41;2019;288;301;39326.10451;0;20.41160705;0.843
ES41;2020;171;165;36959.80351;0;22.18843518;0.848521897
ES42;2009;20;10;25840.60544;0;19.92515958;0.719
ES42;2010;37;28;25483.92141;0;20.34354352;0.732
ES42;2011;10;6;25438.46987;0;20.24711806;0.747
ES42;2012;8;12;25376.096;0;18.65541749;0.753
ES42;2013;83;108;25769.482;0;19.34464997;0.755
ES42;2014;20;34;25823.8813;0;18.96240697;0.765
ES42;2015;38;12;27230.45721;0;20.0230248;0.774
ES42;2016;99;98;29207.53386;0;20.46949819;0.773
ES42;2017;42;21;30990.6775;0;20.28153976;0.775
ES42;2018;19;20;32303.74742;0;20.24247216;0.776
ES42;2019;45;24;32850.72184;0;20.08121499;0.769
ES42;2020;24;19;30906.04259;0;20.1889552;0.788054982
ES43;2009;8;4;22645.26176;0;19.68066717;0.734
ES43;2010;42;38;22728.90288;0;19.26089287;0.748
ES43;2011;19;9;22503.26181;0;18.35946768;0.762
ES43;2012;18;23;22348.26636;0;19.08212002;0.767
ES43;2013;12;16;22955.57304;0;18.83968014;0.769
ES43;2014;13;14;23558.62855;0;18.91720472;0.78
ES43;2015;23;36;24823.34497;0;19.21292989;0.786
ES43;2016;80;109;26566.42707;0;19.24649652;0.783
ES43;2017;53;48;28777.05768;0;19.57690655;0.79
ES43;2018;24;32;29770.12017;0;19.65756079;0.793
ES43;2019;127;77;30481.6794;0;19.40719967;0.782
ES43;2020;82;110;29153.63811;0;19.13173233;0.798376186
