nuts2;year;flow_in;flow_out;gdp;score;ted;edu_index
FRY4;2009;0;0;21572.30633;0;19.27570704;0.722
FRY4;2010;0;0;21752.24749;0;19.5477965;0.727
FRY4;2011;0;0;22939.8167;0;19.59397129;0.727
FRY4;2012;0;0;23223.60788;0;19.63581568;0.731
FRY4;2013;0;0;24256.0731;0;21.19451942;0.735
FRY4;2014;0;0;24780.26347;0;20.47389574;0.742
FRY4;2015;0;0;25500.30139;0;20.53348664;0.746
FRY4;2016;0;0;27117.04633;0;19.29959376;0.744
FRY4;2017;0;0;28153.93552;0;19.9402511;0.742
FRY4;2018;0;0;29326.00857;0;19.82164505;0.741
FRY4;2019;0;0;30806.53952;0;20.40408646;0.744
FRY4;2020;0;0;30544.26832;0;21.24741837;0.744825687
FRY5;2009;0;0;7886.649624;0;15.9429354;0.732
FRY5;2010;0;0;8303.277267;0;16.93542755;0.737
FRY5;2011;0;0;8676.718233;0;16.76369745;0.737
FRY5;2012;0;0;8768.096853;0;17.21704577;0.741
FRY5;2013;0;0;9480.800145;0;16.92709761;0.745
FRY5;2014;0;0;10036.00671;0;12.40475136;0.75
FRY5;2015;0;0;10893.33263;0;17.02616679;0.749
FRY5;2016;0;0;11566.51265;0;17.35373692;0.758
FRY5;2017;0;0;12382.51794;0;17.76015425;0.754
FRY5;2018;0;0;12473.50591;0;17.53088652;0.744
FRY5;2019;0;0;13222.27581;0;17.88826473;0.747
FRY5;2020;0;0;13406.30781;0;18.62170416;0.765744831
HR02;2009;14;10;14200.60674;0;15.8774933;0.69825
HR02;2010;34;20;13562.63574;0;16.05210834;0.7045
HR02;2011;46;21;14274.16221;0;16.37138416;0.71925
HR02;2012;1;2;14607.89963;0;16.76126955;0.724875
HR02;2013;2;2;15074.5956;0;14.69386115;0.732625
HR02;2014;14;12;14811.82966;0;18.88027401;0.746
HR02;2015;8;4;15243.82337;0;18.24658311;0.74875
HR02;2016;10;20;16286.74121;0;18.76920401;0.749125
HR02;2017;40;96;17055.45815;0;18.69364301;0.749125
HR02;2018;11;5;17908.36483;0;19.44335256;0.749125
HR02;2019;3;8;18950.61583;0;19.29203078;0.749125
HR02;2020;20;12;18335.84696;0;19.7055473;0.766303277
HR03;2009;39;20;19573.80929;0;16.8243353;0.746
HR03;2010;5;3;19213.73397;0;17.59347726;0.752714286
HR03;2011;34;14;20221.72979;0;17.96287618;0.768428571
HR03;2012;27;20;20574.50652;0;18.10500264;0.774428571
HR03;2013;133;78;21231.82479;0;17.9252884;0.782714286
HR03;2014;15;5;21681.08399;0;19.06687886;0.797
HR03;2015;16;12;22647.96615;0;19.05614071;0.8
HR03;2016;30;5;24764.77088;0;19.61443047;0.800428571
HR03;2017;49;16;26705.25684;0;20.68933212;0.800428571
HR03;2018;57;14;28205.6746;0;19.71449851;0.800428571
HR03;2019;48;68;29652.14007;0;20.1985265;0.800428571
HR03;2020;109;156;26691.42278;0;20.24650096;0.818315051
HR05;2009;21;30;35885.31704;0;14.28109892;0.78
HR05;2010;19;54;37485.61823;0;13.82347873;0.787
HR05;2011;16;14;38857.44156;0;13.35223624;0.8035
HR05;2012;8;21;39297.30745;0;16.03114772;0.81
HR05;2013;96;397;39915.83061;0;19.4661138;0.8185
HR05;2014;26;39;40142.20502;0;21.47307397;0.8335
HR05;2015;24;33;42900.47434;0;19.17893382;0.8365
HR05;2016;90;94;46182.9511;0;21.35336372;0.8365
HR05;2017;42;87;49819.89091;0;21.18611997;0.8365
HR05;2018;21;60;53277.38536;0;21.6351278;0.8365
HR05;2019;99;140;56628.89908;0;21.55064119;0.8365
HR05;2020;300;301;54311.24288;0;21.78076383;0.852872308
HR06;2009;0;1;15735.80747;0;14.3815984;0.7085
HR06;2010;1;0;14504.48545;0;14.62363866;0.71475
HR06;2011;4;2;15463.67572;0;14.54031818;0.7295
HR06;2012;1;2;15842.37002;0;15.73708429;0.73525
HR06;2013;1;5;16985.45984;0;15.22992548;0.74275
HR06;2014;8;6;16958.47164;0;17.60570401;0.75675
HR06;2015;6;7;17857.05023;0;16.94539975;0.7595
HR06;2016;6;6;19410.22582;0;17.64125505;0.76
HR06;2017;83;82;21094.90876;0;18.59589847;0.76
HR06;2018;6;2;22609.31059;0;17.90737504;0.76
HR06;2019;11;8;24078.42953;0;19.26171016;0.76
HR06;2020;8;2;23209.93285;0;19.05932973;0.774284
HU11;2009;10;17;47193.33788;0;21.79734982;0.914
HU11;2010;9;11;47636.51611;0.004;21.44658585;0.922
HU11;2011;108;181;50143.28804;0;21.75432416;0.904
HU11;2012;57;64;50698.52484;0;22.34512015;0.906
HU11;2013;573;638;51974.40724;0;22.5116404;0.926
HU11;2014;22;34;53303.18622;0;22.2982235;0.919
HU11;2015;35;48;53380.08966;0;22.8267038;0.923
HU11;2016;33;58;56368.96416;0;22.60681476;0.912
HU11;2017;100;102;59909.96762;0;23.10447685;0.911
HU11;2018;54;51;64744.51117;0;22.61771468;0.918
HU11;2019;53;80;69264.21304;0;22.59261954;0.922
HU11;2020;2346;2624;68925.43443;0;22.98762581;0.921419412
HU12;2009;3;2;17862.89892;0;18.35216201;0.810776318
HU12;2010;12;7;18924.09544;0;18.24085604;0.811234863
HU12;2011;0;11;19650.74802;0;18.80963781;0.815600755
HU12;2012;28;36;19357.61857;0;18.73738865;0.809693462
HU12;2013;42;152;20980.49467;0;19.34444857;0.789224194
HU12;2014;73;96;21416.45875;0;18.92332586;0.808813148
HU12;2015;14;19;22377.67951;0;19.45463774;0.816102204
HU12;2016;18;9;22737.06117;0;17.47809041;0.815275865
HU12;2017;75;87;23373.96464;0;17.95458137;0.818449177
HU12;2018;442;310;25254.95117;0;18.84302272;0.805833261
HU12;2019;85;87;26588.52049;0;23.80453678;0.817745415
HU12;2020;551;339;26619.47812;0;18.16249767;0.811044225
HU21;2009;1;1;17421.83968;0;19.2328973;0.793
HU21;2010;6;15;18706.5771;0;18.6304907;0.795
HU21;2011;0;2;20328.36002;0;18.2553498;0.779
HU21;2012;3;0;20279.40994;0;20.24698343;0.786
HU21;2013;5;0;22172.56823;0;18.92269488;0.805
HU21;2014;13;4;23082.18332;0;18.86561455;0.786
HU21;2015;6;4;24941.78862;0;19.21025131;0.789
HU21;2016;73;72;26763.41576;0;18.63549488;0.78
HU21;2017;29;25;27458.73516;0;17.73011763;0.781
HU21;2018;79;52;29617.17;0;19.47303603;0.78
HU21;2019;6;6;30833.74645;0;18.94314453;0.782
HU21;2020;12;13;30184.5868;0;19.27953909;0.775583509
HU22;2009;27;1;19847.66546;0;19.48346457;0.818
HU22;2010;14;13;22186.87052;0;19.15253951;0.822
HU22;2011;3;1;23716.42002;0;19.5584905;0.805
HU22;2012;1;2;23736.12754;0;18.91537759;0.807
HU22;2013;19;9;25271.95948;0;19.52455852;0.823
HU22;2014;20;38;27127.51441;0;19.17702657;0.813
HU22;2015;6;4;28904.5027;0;19.20872077;0.813
HU22;2016;168;169;30552.92595;0;19.28308284;0.808
HU22;2017;8;3;30862.71059;0;19.00796438;0.811
HU22;2018;4;4;32601.84605;0;19.4801576;0.806
HU22;2019;31;10;32397.77707;0;19.35402749;0.812
HU22;2020;16;18;31610.63027;0;19.50458434;0.799887203
HU23;2009;10;3;14113.89544;0;19.42382791;0.805
HU23;2010;5;10;14573.72867;0;18.78863174;0.813
HU23;2011;5;4;15359.20535;0;19.36376588;0.796
HU23;2012;0;10;15900.90097;0;19.64107189;0.797
HU23;2013;30;49;16927.44456;0;19.77232623;0.814
HU23;2014;7;4;16895.20635;0;18.6466567;0.8
HU23;2015;552;554;17715.66294;0;19.18557347;0.798
HU23;2016;22;11;18710.70659;0;19.22118906;0.795
HU23;2017;14;7;19969.98921;0;19.23069592;0.794
HU23;2018;12;9;22040.68465;0;18.46755661;0.797
HU23;2019;11;8;22790.16042;0;18.78320963;0.802
HU23;2020;13;14;23054.36945;0;19.21326103;0.796953263
HU31;2009;4;3;12349.65851;0;18.68655144;0.788
HU31;2010;2;0;12833.58197;0;19.09560843;0.794
HU31;2011;1;3;13778.11068;0;18.72123931;0.773
HU31;2012;9;32;13596.42257;0;19.53848916;0.773
HU31;2013;6;5;15020.12686;0;19.21639178;0.791
HU31;2014;2;1;15943.36373;0;19.19213773;0.778
HU31;2015;61;24;17715.66294;0;18.83503931;0.779
HU31;2016;4;5;18710.70659;0;17.56048583;0.774
HU31;2017;23;16;20196.9209;0;17.74066335;0.773
HU31;2018;5;6;22040.68465;0;18.27875017;0.775
HU31;2019;84;37;22119.86158;0;19.20707921;0.775
HU31;2020;8;9;22579.02162;0;18.12073324;0.765230428
HU32;2009;4;17;13231.77697;0;19.40476646;0.806
HU32;2010;2;7;13703.65532;0;19.47831551;0.813
HU32;2011;2;8;15133.33468;0;18.7704087;0.792
HU32;2012;6;9;14979.10961;0;19.2217003;0.797
HU32;2013;18;17;15735.371;0;19.56143781;0.814
HU32;2014;2;24;16419.28504;0;19.33396291;0.8
HU32;2015;7;7;17016.36046;0;19.32006136;0.795
HU32;2016;144;99;17763.32904;0;18.41852544;0.789
HU32;2017;96;61;18835.33073;0;18.46725005;0.789
HU32;2018;195;33;20663.14186;0;19.80151351;0.794
HU32;2019;15;19;21449.56275;0;19.40832766;0.799
HU32;2020;27;31;21865.99989;0;19.1377602;0.790390196
HU33;2009;3;3;13893.36582;0;19.7323349;0.815
HU33;2010;17;112;14356.21033;0.004;19.04956182;0.822
HU33;2011;133;66;15585.07601;0;19.69775019;0.8
HU33;2012;29;12;16131.34881;0;19.23513594;0.805
HU33;2013;1;4;17404.27398;0;20.41038365;0.821
HU33;2014;25;21;18085.00961;0;19.65460229;0.809
HU33;2015;24;18;19347.36874;0;19.24392102;0.811
HU33;2016;86;112;20131.77291;0;18.78793897;0.811
HU33;2017;84;61;21104.64769;0;19.50892125;0.813
HU33;2018;285;212;23418.22744;0;19.43162908;0.82
HU33;2019;23;15;24354.19104;0.004;19.83780643;0.825
HU33;2020;9;14;24480.41292;0;19.48492534;0.81829154
IE04;2009;30;31;27017.35237;0.008;20.58114823;0.856
IE04;2010;9;22;29076.75929;0.008;19.7557255;0.8375
IE04;2011;20;21;32217.30819;0.004;20.55180939;0.842
IE04;2012;11;7;32404.47855;0.004;19.97638917;0.858
IE04;2013;8;12;30079.05654;0.004;19.99114384;0.872
IE04;2014;92;135;31585.80208;0.004;19.25267464;0.894
IE04;2015;43;30;33528.26103;0.004;19.96899113;0.9005
IE04;2016;30;23;33047.68377;0.004;20.19383716;0.9085
IE04;2017;64;46;36358.44558;0.008;20.0334832;0.9085
IE04;2018;95;93;37174.23587;0.008;20.36246516;0.9085
IE04;2019;241;320;35603.60418;0.004;20.01199157;0.9135
IE04;2020;29;29;37514.52116;0.004;19.83112562;0.936455252
IE05;2009;20;10;39358.6121;0.008;19.65702875;0.866333333
IE05;2010;210;286;40495.56759;0.012;20.46467076;0.847
IE05;2011;74;66;44479.11951;0.012;19.8614002;0.851333333
IE05;2012;12;16;45633.27316;0.012;19.73238978;0.866
IE05;2013;396;433;45488.40927;0.008;19.84500159;0.88
IE05;2014;64;40;47195.77376;0.008;20.09052399;0.901666667
IE05;2015;35;29;88628.01354;0.008;20.19801435;0.905
IE05;2016;132;160;83561.63387;0.012;19.9118919;0.911666667
IE05;2017;49;33;92594.51884;0.004;19.55802777;0.911666667
IE05;2018;770;547;104213.8748;0.004;19.44209875;0.911666667
IE05;2019;60;39;109948.7573;0.004;20.24592168;0.917666667
IE05;2020;52;47;121517.1366;0.004;19.83583563;0.939750478
IE06;2009;200;185;48586.76126;0.072;18.27203652;0.879
IE06;2010;131;217;50501.73982;0.04;17.71675794;0.858666667
IE06;2011;19;24;50369.5975;0.036;17.55957244;0.859
IE06;2012;261;316;52065.62284;0.036;16.69779982;0.873333333
IE06;2013;327;342;56213.31878;0.032;15.93997623;0.889
IE06;2014;420;471;60976.45189;0.032;14.91983083;0.908333333
IE06;2015;184;183;68535.71006;0.032;14.18432523;0.911
IE06;2016;99;69;77153.14766;0.032;12.07160676;0.917666667
IE06;2017;539;365;82655.70499;0.032;12.75524907;0.917666667
IE06;2018;97;83;88336.06557;0.032;12.83992507;0.917666667
IE06;2019;443;348;90759.01811;0.02;12.5716667;0.924333333
IE06;2020;822;696;94347.15122;0.02;10.80510041;0.934052735
IS00;2009;33;24;41864.18826;0;18.58795505;0.849561963
IS00;2010;6;4;39775.29708;0;16.4428796;0.855123972
IS00;2011;1100;301;40936.86783;0;18.36429456;0.848029669
IS00;2012;96;25;42004.44761;0;17.99983634;0.86220944
IS00;2013;13;8;44409.66895;0;18.52299258;0.872282346
IS00;2014;169;70;45996.96875;0;17.13616409;0.868788773
IS00;2015;90;31;49201.0641;0;18.68934527;0.88008093
IS00;2016;226;176;53480.39719;0;18.87346616;0.886410014
IS00;2017;71;51;55638.49206;0;18.52215908;0.897486975
IS00;2018;47;36;57211.30031;0;19.63644648;0.903518432
IS00;2019;32;23;58290.09683;0;20.54461045;0.90634287
IS00;2020;15;20;53616.68471;0;19.03756493;0.91299486
ITC1;2009;37;72;35647.51272;0.004;21.4653188;0.773
ITC1;2010;13;15;36988.24923;0.008;21.1969771;0.781
ITC1;2011;11;21;38461.18664;0.008;22.29080217;0.789
ITC1;2012;12;16;37702.50668;0.008;21.11530942;0.789
ITC1;2013;23;29;38354.84862;0.008;21.57635296;0.787
ITC1;2014;22;39;37803.53498;0.008;21.13096068;0.792
ITC1;2015;34;36;38777.89937;0.008;21.56468036;0.789
ITC1;2016;88;132;42050.72885;0.004;21.81610206;0.791
ITC1;2017;705;841;44314.82769;0.004;20.83699905;0.795
ITC1;2018;506;628;45944.09809;0.004;21.73985417;0.803
ITC1;2019;56;70;47029.88651;0.004;21.71431407;0.806
ITC1;2020;734;900;44404.38091;0.004;21.42475785;0.802449895
ITC2;2009;0;0;46615.97817;0;18.4731362;0.718
ITC2;2010;0;1;48751.29668;0;18.34796263;0.724
ITC2;2011;3;1;50571.8025;0;18.26475226;0.735
ITC2;2012;0;0;51621.35323;0;19.49043737;0.738
ITC2;2013;1;0;49643.68705;0;19.48881331;0.738
ITC2;2014;1;0;48661.99716;0;18.42698516;0.744
ITC2;2015;0;1;48975.54764;0;18.36046823;0.736
ITC2;2016;0;1;51395.33526;0;18.19710347;0.741
ITC2;2017;1;3;54386.37944;0;18.68078829;0.735
ITC2;2018;27;1;55685.41002;0;19.36277921;0.742
ITC2;2019;3;2;57202.49519;0;18.64696286;0.746
ITC2;2020;0;34;54825.81725;0;18.37266014;0.746853508
ITC3;2009;5;6;37997.89817;0;20.21167108;0.79
ITC3;2010;192;114;37903.15292;0;20.82868218;0.794
ITC3;2011;308;225;39392.77248;0;19.94979472;0.801
ITC3;2012;80;131;39324.11987;0;20.13732298;0.801
ITC3;2013;15;7;39306.91933;0.004;19.86949218;0.799
ITC3;2014;60;76;39680.30622;0;20.57384934;0.794
ITC3;2015;44;42;40522.23394;0;20.44617779;0.79
ITC3;2016;49;58;43749.74819;0;21.18730646;0.788
ITC3;2017;35;44;45753.6208;0;20.76191197;0.786
ITC3;2018;194;175;46671.06166;0;20.65004086;0.796
ITC3;2019;49;46;48209.3194;0;21.22671399;0.8
ITC3;2020;90;78;45763.69869;0;20.46984247;0.789452528
ITC4;2009;144;175;45310.20847;0.004;22.40391216;0.778
ITC4;2010;20;25;47052.18983;0.012;22.57557801;0.784
ITC4;2011;1755;2733;48708.63083;0.012;22.8737454;0.793
ITC4;2012;34;50;48242.99242;0.02;22.07005187;0.794
ITC4;2013;114;139;47875.55573;0.028;22.34718305;0.792
ITC4;2014;2004;2590;47857.66663;0.024;22.08229522;0.793
ITC4;2015;132;175;48841.36806;0.024;21.8260471;0.792
ITC4;2016;150;155;52952.76966;0.016;21.93972078;0.792
ITC4;2017;98;97;55249.65531;0.016;22.22645839;0.794
ITC4;2018;1696;1905;57284.72989;0.016;22.62576662;0.8
ITC4;2019;19328;17820;58529.35719;0.016;22.77988847;0.802
ITC4;2020;109;126;55127.88787;0.012;22.70774886;0.798088973
ITF1;2009;13;24;29510.39514;0;19.13502209;0.799
ITF1;2010;15;11;30322.52233;0;18.95273994;0.807
ITF1;2011;108;180;32206.25317;0;18.62549742;0.819
ITF1;2012;19;12;32702.53268;0;19.49691149;0.82
ITF1;2013;15;16;32370.40416;0;20.11849052;0.816
ITF1;2014;11;15;31905.11108;0;19.45037665;0.811
ITF1;2015;19;39;32337.2794;0;19.19421363;0.808
ITF1;2016;13;14;34405.14178;0;19.68350472;0.804
ITF1;2017;135;102;35969.82767;0;19.31948062;0.801
ITF1;2018;180;138;36784.35701;0;19.23034513;0.802
ITF1;2019;42;51;37594.42338;0;19.53678605;0.808
ITF1;2020;153;175;36248.47421;0;19.59634029;0.800135136
ITF2;2009;1;3;27682.31757;0;17.15280208;0.76
ITF2;2010;1;16;27708.51179;0;16.98040263;0.764
ITF2;2011;0;0;28346.82614;0;15.85595561;0.772
ITF2;2012;5;0;27972.82754;0;17.51259319;0.775
ITF2;2013;8;0;26385.95969;0;20.06045764;0.774
ITF2;2014;3;5;25872.6321;0;16.79507463;0.778
ITF2;2015;3;5;26433.37777;0;17.64101901;0.776
ITF2;2016;8;6;28316.98912;0;16.72693972;0.776
ITF2;2017;7;16;29639.138;0;18.13673304;0.778
ITF2;2018;35;24;30677.86296;0;18.82897459;0.783
ITF2;2019;97;168;31992.11715;0;18.30085946;0.785
ITF2;2020;3;6;30962.23839;0;17.17086076;0.780587558
ITF3;2009;276;440;23373.27757;0.008;21.44446121;0.748
ITF3;2010;65;81;23133.99333;0.004;20.88347922;0.754
ITF3;2011;9;19;23555.81327;0.004;21.75563158;0.762
ITF3;2012;57;43;23783.66013;0.004;20.81009274;0.765
ITF3;2013;15;13;23529.74756;0.004;22.21748575;0.763
ITF3;2014;101;100;23325.58541;0.004;20.88002807;0.765
ITF3;2015;24;43;24018.14528;0.004;21.7744039;0.763
ITF3;2016;25;44;25768.4601;0.004;21.52905138;0.765
ITF3;2017;39;41;26905.4311;0.004;22.61711843;0.764
ITF3;2018;760;1102;27624.61594;0.004;21.78152459;0.769
ITF3;2019;228;181;28601.24759;0.004;22.64105573;0.772
ITF3;2020;256;255;27337.39097;0.004;22.42322314;0.771933244
ITF4;2009;49;36;22067.50787;0;20.04185928;0.735
ITF4;2010;18;13;22349.79017;0;19.88477527;0.741
ITF4;2011;9;12;23289.64589;0;20.17017513;0.751
ITF4;2012;10;11;23783.66013;0;20.72014957;0.75
ITF4;2013;11;9;23393.73746;0;20.10167819;0.748
ITF4;2014;31;32;23325.58541;0;20.16747348;0.754
ITF4;2015;12;22;23883.9657;0;20.81172273;0.746
ITF4;2016;18;29;25910.04505;0;20.86901247;0.745
ITF4;2017;289;733;26761.55179;0;20.09604482;0.742
ITF4;2018;286;460;27770.00865;0;21.47660811;0.747
ITF4;2019;30;38;28748.6767;0;21.31705413;0.751
ITF4;2020;1191;513;27488.42628;0;21.02458675;0.74786564
ITF5;2009;1;0;25331.93211;0;18.64917494;0.736
ITF5;2010;6;1;25094.50124;0;19.39509005;0.74
ITF5;2011;3;2;26483.65447;0;19.71128639;0.748
ITF5;2012;18;73;26891.75208;0;19.0781353;0.75
ITF5;2013;2;7;27882.07081;0;19.14648584;0.75
ITF5;2014;2;3;26542.90754;0;18.61914024;0.753
ITF5;2015;4;1;28982.78984;0;19.4789513;0.748
ITF5;2016;4;1;30723.9332;0;19.78846057;0.75
ITF5;2017;7;6;31653.44835;0;18.77462469;0.746
ITF5;2018;19;12;33876.5027;0;19.51811174;0.749
ITF5;2019;7;5;34203.55382;0;19.06742308;0.754
ITF5;2020;45;33;32019.48555;0;18.97987779;0.75029584
ITF6;2009;2;7;21806.35393;0;19.06391478;0.749
ITF6;2010;8;6;21826.98806;0;19.20174064;0.753
ITF6;2011;1;9;22491.14374;0;19.69067405;0.762
ITF6;2012;8;21;22432.3158;0;19.53856278;0.762
ITF6;2013;6;7;22305.65665;0;19.49702979;0.758
ITF6;2014;63;71;21850.97944;0;20.09528112;0.761
ITF6;2015;11;13;22139.63113;0;19.46760117;0.758
ITF6;2016;10;19;23786.27086;0;19.09685209;0.753
ITF6;2017;73;136;24891.12075;0;19.64930661;0.749
ITF6;2018;6;20;25152.93978;0;19.18644319;0.748
ITF6;2019;23;15;25947.52359;0;19.59387051;0.752
ITF6;2020;10;12;24920.82602;0;18.59586843;0.756220934
ITG1;2009;18;20;22850.96969;0;20.91564978;0.742
ITG1;2010;74;120;22872.59228;0;20.57029073;0.747
ITG1;2011;28;13;23156.5622;0;20.58344194;0.755
ITG1;2012;8;16;23513.39126;0;20.64995546;0.756
ITG1;2013;14;17;23257.72736;0;20.95480903;0.752
ITG1;2014;19;20;22521.25488;0;21.07670112;0.754
ITG1;2015;24;56;23078.8882;0;20.87311622;0.747
ITG1;2016;13;27;24635.78054;0;20.73738635;0.745
ITG1;2017;105;156;25610.5173;0;20.70833755;0.744
ITG1;2018;48;73;26170.68878;0;20.94816899;0.75
ITG1;2019;76;69;26979.52737;0;20.79091978;0.753
ITG1;2020;146;155;25978.07319;0;21.35924256;0.750282209
ITG2;2009;7;29;25854.23999;0;20.04124808;0.751
ITG2;2010;7;4;25878.70441;0;20.62861438;0.758
ITG2;2011;8;11;26749.82185;0;20.2550245;0.768
ITG2;2012;109;36;27297.15537;0;19.93647519;0.768
ITG2;2013;25;36;26657.97989;0;20.13310547;0.764
ITG2;2014;48;33;26408.85245;0;20.40674012;0.764
ITG2;2015;217;540;27506.81443;0;20.08024418;0.764
ITG2;2016;289;270;28883.32891;0;20.48179992;0.762
ITG2;2017;581;667;30070.77594;0;19.78235719;0.766
ITG2;2018;30;37;30968.64839;0;20.29799815;0.767
ITG2;2019;1036;637;32286.97538;0;21.04774973;0.774
ITG2;2020;95;116;30509.13246;0;20.01507482;0.768903612
ITH1;2009;37;4;50663.86423;0;19.17810218;0.714
ITH1;2010;11;2;52018.80987;0;19.30962141;0.721
ITH1;2011;20;6;54431.22954;0;19.50389612;0.73
ITH1;2012;8;8;57296.9994;0;19.5361245;0.733
ITH1;2013;21;28;57940.30324;0;20.00257974;0.734
ITH1;2014;18;12;57509.633;0;20.62909369;0.745
ITH1;2015;29;36;58502.298;0;19.29011565;0.728
ITH1;2016;24;21;62722.13091;0;20.84565015;0.735
ITH1;2017;224;141;65608.96568;0;18.53863058;0.731
ITH1;2018;46;40;68770.75441;0;17.97520934;0.766
ITH1;2019;433;333;71355.68987;0;16.69358439;0.767
ITH1;2020;99;115;67059.67729;0;18.91849944;0.764246276
ITH2;2009;2;3;45049.05453;0.008;20.0980634;0.799
ITH2;2010;11;0;45875.88508;0.004;19.02542053;0.806
ITH2;2011;26;157;47643.96131;0.004;19.56584709;0.815
ITH2;2012;53;156;47972.72355;0.004;20.18653642;0.813
ITH2;2013;11;6;49235.65674;0.004;20.07008946;0.81
ITH2;2014;8;5;48393.88698;0.004;19.31550303;0.819
ITH2;2015;9;10;48170.47015;0.004;20.22823817;0.818
ITH2;2016;48;54;51536.9202;0.004;20.00275179;0.815
ITH2;2017;19;25;53379.22427;0.004;18.9134153;0.811
ITH2;2018;21;35;55976.19545;0.004;20.10652037;0.814
ITH2;2019;43;32;58087.06985;0.004;19.91877557;0.816
ITH2;2020;81;104;55732.0291;0.004;20.17728982;0.819015066
ITH3;2009;8;19;37736.74423;0.004;21.24157085;0.765
ITH3;2010;11;23;38425.95503;0.004;21.41514931;0.773
ITH3;2011;19;21;40324.35831;0.004;21.16855376;0.781
ITH3;2012;19;23;40134.92647;0.004;21.42521648;0.78
ITH3;2013;272;417;40395.00015;0.004;20.71694478;0.779
ITH3;2014;182;272;40350.58167;0.004;21.11378568;0.783
ITH3;2015;34;41;41327.31143;0.004;21.27898538;0.779
ITH3;2016;102;169;45165.59765;0.004;21.30254253;0.781
ITH3;2017;784;859;47192.41391;0.004;20.78647172;0.782
ITH3;2018;591;770;48561.16696;0.004;21.25379181;0.786
ITH3;2019;78;90;50125.89784;0.008;21.47502277;0.79
ITH3;2020;79;90;47123.01648;0.008;21.42596471;0.785609888
ITH4;2009;9;10;35908.66666;0.008;20.63414795;0.783
ITH4;2010;17;14;37249.65028;0.004;20.64687223;0.789
ITH4;2011;66;120;38727.35402;0.004;20.82169614;0.796
ITH4;2012;11;13;38107.90998;0;20.42885366;0.804
ITH4;2013;54;116;38762.87893;0;19.93008428;0.801
ITH4;2014;16;23;38473.81042;0;20.13024632;0.805
ITH4;2015;32;61;39717.15644;0;20.46479368;0.8
ITH4;2016;104;174;42617.06863;0;20.2496862;0.8
ITH4;2017;257;259;44314.82769;0;19.9027748;0.802
ITH4;2018;90;118;46234.88352;0;20.25245586;0.806
ITH4;2019;202;265;47914.46117;0;20.42046489;0.809
ITH4;2020;49;47;46216.80462;0;19.88244385;0.803709164
ITH5;2009;13;44;40740.01453;0.008;21.25807431;0.808
ITH5;2010;14;16;41432.06715;0.008;21.728826;0.813
ITH5;2011;19;27;43651.45058;0.008;21.48699402;0.824
ITH5;2012;24;30;43513.28728;0.008;21.01522235;0.824
ITH5;2013;23;39;43931.26278;0.008;21.69496892;0.82
ITH5;2014;73;106;44104.12415;0.008;21.27936458;0.822
ITH5;2015;167;220;44950.16016;0.008;21.65241364;0.823
ITH5;2016;58;48;48846.80624;0.008;21.65673782;0.825
ITH5;2017;60;72;51077.1553;0.008;21.34885167;0.826
ITH5;2018;131;160;52632.163;0.008;21.41581677;0.833
ITH5;2019;81;79;53664.19652;0.008;22.27105498;0.838
ITH5;2020;816;910;50747.8639;0.008;21.64716975;0.834876937
ITI1;2009;192;218;36692.12847;0.008;21.38524788;0.79
ITI1;2010;48;69;36988.24923;0.012;20.94923699;0.796
ITI1;2011;47;96;38594.27033;0.012;21.40484551;0.806
ITI1;2012;56;88;38918.71657;0.008;21.11519145;0.806
ITI1;2013;44;82;38762.87893;0.008;21.08615857;0.804
ITI1;2014;144;212;39010.03078;0.016;20.75798363;0.806
ITI1;2015;287;435;39448.79728;0.016;21.50838309;0.81
ITI1;2016;240;367;42758.65358;0.008;22.67510437;0.814
ITI1;2017;60;77;44458.707;0.008;22.23542978;0.811
ITI1;2018;624;729;46089.4908;0.024;21.51539065;0.816
ITI1;2019;98;89;48504.17762;0.02;21.65894697;0.817
ITI1;2020;73;89;45461.62808;0.024;21.76687612;0.820015978
ITI2;2009;0;0;32252.51151;0;19.0831066;0.788
ITI2;2010;0;0;32675.13182;0;18.63103174;0.796
ITI2;2011;0;0;33537.09008;0;18.74874595;0.806
ITI2;2012;1;0;33107.93597;0;18.41214641;0.808
ITI2;2013;0;0;32642.42436;0;18.71030247;0.805
ITI2;2014;0;1;31771.056;0;19.92441846;0.803
ITI2;2015;0;11;32739.81815;0;19.31030148;0.799
ITI2;2016;0;0;34829.89662;0;18.54292526;0.801
ITI2;2017;6;4;36401.46561;0;18.64298846;0.803
ITI2;2018;0;0;38092.89145;0;20.00901111;0.805
ITI2;2019;0;1;39068.7145;0;20.18821682;0.813
ITI2;2020;1;15;37305.72138;0;19.54259869;0.804929398
ITI3;2009;18;22;33297.12726;0;20.28467778;0.783
ITI3;2010;1;5;33328.63446;0;19.13063833;0.79
ITI3;2011;31;54;34468.67592;0;19.62573134;0.796
ITI3;2012;46;90;34189.01143;0;19.71437796;0.799
ITI3;2013;8;6;34002.52538;0;19.53601277;0.798
ITI3;2014;63;114;34318.10268;0;19.45460529;0.805
ITI3;2015;11;24;34752.51189;0;19.36373475;0.805
ITI3;2016;34;43;37520.01059;0;19.82666448;0.809
ITI3;2017;52;78;39135.17251;0;19.49076221;0.809
ITI3;2018;21;28;40273.78218;0;19.66970793;0.812
ITI3;2019;560;481;41722.4385;0;20.01835819;0.816
ITI3;2020;39;74;39722.28632;0;20.05170261;0.820857813
