"nuts2","year","pop","pop_im"
"FRY1",2019,417161,417161
"FRY1",2020,412682,412682
"FRY2",2009,NA,402981.078156128
"FRY2",2010,394173,394173
"FRY2",2011,392291,392291
"FRY2",2012,388364,388364
"FRY2",2013,385551,385551
"FRY2",2014,383911,383911
"FRY2",2015,380877,380877
"FRY2",2016,376480,376480
"FRY2",2017,372594,372594
"FRY2",2018,368783,368783
"FRY2",2019,364413,364413
"FRY2",2020,359821,359821
"FRY3",2009,NA,220433.543038461
"FRY3",2010,229040,229040
"FRY3",2011,237549,237549
"FRY3",2012,239648,239648
"FRY3",2013,244118,244118
"FRY3",2014,252338,252338
"FRY3",2015,259865,259865
"FRY3",2016,269352,269352
"FRY3",2017,268700,268700
"FRY3",2018,276128,276128
"FRY3",2019,282107,282107
"FRY3",2020,288086,288086
"FRY4",2009,NA,837698.773540281
"FRY4",2010,821136,821136
"FRY4",2011,828581,828581
"FRY4",2012,833944,833944
"FRY4",2013,835103,835103
"FRY4",2014,842767,842767
"FRY4",2015,850727,850727
"FRY4",2016,852924,852924
"FRY4",2017,853659,853659
"FRY4",2018,855961,855961
"FRY4",2019,856547,856547
"FRY4",2020,856858,856858
"FRY5",2009,NA,197765.005507667
"FRY5",2010,NA,206013.279792559
"FRY5",2011,NA,226249.103591331
"FRY5",2012,NA,210705.413781483
"FRY5",2013,NA,224965.166037834
"FRY5",2014,223713,223713
"FRY5",2015,232189,232189
"FRY5",2016,240987,240987
"FRY5",2017,250143,250143
"FRY5",2018,259621,259621
"FRY5",2019,269186,269186
"FRY5",2020,278926,278926
"HR02",2009,NA,1321197.67820404
"HR02",2010,NA,1293648.80233164
"HR02",2011,NA,1279963.81254705
"HR02",2012,NA,1242507.12448735
"HR02",2013,NA,1211191.65368326
"HR02",2014,1193499,1193499
"HR02",2015,1177014,1177014
"HR02",2016,1155559,1155559
"HR02",2017,1131468,1131468
"HR02",2018,1100166,1100166
"HR02",2019,1078471,1078471
"HR02",2020,1060209,1060209
"HR03",2009,NA,1421237.17262843
"HR03",2010,1415971,1415971
"HR03",2011,1413426,1413426
"HR03",2012,1410551,1410551
"HR03",2013,1407798,1407798
"HR03",2014,1405908,1405908
"HR03",2015,1402229,1402229
"HR03",2016,1394290,1394290
"HR03",2017,1387363,1387363
"HR03",2018,1378339,1378339
"HR03",2019,1374071,1374071
"HR03",2020,1373802,1373802
"HR05",2009,NA,790052.397660124
"HR05",2010,NA,790220.506746456
"HR05",2011,NA,789020.399557269
"HR05",2012,NA,789995.670910796
"HR05",2013,NA,800491.058531328
"HR05",2014,796866,796866
"HR05",2015,799999,799999
"HR05",2016,801349,801349
"HR05",2017,803647,803647
"HR05",2018,803900,803900
"HR05",2019,806341,806341
"HR05",2020,809235,809235
"HR06",2009,NA,882471.611447453
"HR06",2010,NA,872168.456618943
"HR06",2011,NA,876352.611910265
"HR06",2012,NA,862862.964821968
"HR06",2013,NA,864239.604046678
"HR06",2014,850536,850536
"HR06",2015,846074,846074
"HR06",2016,839471,839471
"HR06",2017,831735,831735
"HR06",2018,823088,823088
"HR06",2019,817363,817363
"HR06",2020,814919,814919
"HU11",2009,NA,1726280.32366982
"HU11",2010,1721556,1721556
"HU11",2011,1733685,1733685
"HU11",2012,1727495,1727495
"HU11",2013,1735711,1735711
"HU11",2014,1744665,1744665
"HU11",2015,1757618,1757618
"HU11",2016,1759407,1759407
"HU11",2017,1752704,1752704
"HU11",2018,1749734,1749734
"HU11",2019,1752286,1752286
"HU11",2020,1750216,1750216
"HU12",2009,NA,1202056.77624092
"HU12",2010,1229880,1229880
"HU12",2011,1237561,1237561
"HU12",2012,1213323,1213323
"HU12",2013,1218172,1218172
"HU12",2014,1220748,1220748
"HU12",2015,1226115,1226115
"HU12",2016,1234541,1234541
"HU12",2017,1247372,1247372
"HU12",2018,1261864,1261864
"HU12",2019,1278874,1278874
"HU12",2020,1297102,1297102
"HU21",2009,NA,1107640.79567754
"HU21",2010,1098654,1098654
"HU21",2011,1094104,1094104
"HU21",2012,1079589,1079589
"HU21",2013,1074702,1074702
"HU21",2014,1069190,1069190
"HU21",2015,1063408,1063408
"HU21",2016,1060703,1060703
"HU21",2017,1056097,1056097
"HU21",2018,1055570,1055570
"HU21",2019,1058236,1058236
"HU21",2020,1060755,1060755
"HU22",2009,NA,994719.570027206
"HU22",2010,996390,996390
"HU22",2011,994698,994698
"HU22",2012,984399,984399
"HU22",2013,985279,985279
"HU22",2014,984521,984521
"HU22",2015,983925,983925
"HU22",2016,983933,983933
"HU22",2017,983251,983251
"HU22",2018,985457,985457
"HU22",2019,989343,989343
"HU22",2020,994549,994549
"HU23",2009,NA,946186.300194087
"HU23",2010,947986,947986
"HU23",2011,940585,940585
"HU23",2012,931215,931215
"HU23",2013,925180,925180
"HU23",2014,917492,917492
"HU23",2015,909130,909130
"HU23",2016,900868,900868
"HU23",2017,894223,894223
"HU23",2018,886840,886840
"HU23",2019,879596,879596
"HU23",2020,874573,874573
"HU31",2009,NA,1220874.56726494
"HU31",2010,1209142,1209142
"HU31",2011,1194697,1194697
"HU31",2012,1200831,1200831
"HU31",2013,1189441,1189441
"HU31",2014,1176894,1176894
"HU31",2015,1164813,1164813
"HU31",2016,1153714,1153714
"HU31",2017,1143902,1143902
"HU31",2018,1134945,1134945
"HU31",2019,1126360,1126360
"HU31",2020,1118577,1118577
"HU32",2009,NA,1508709.2320798
"HU32",2010,1492502,1492502
"HU32",2011,1481922,1481922
"HU32",2012,1498795,1498795
"HU32",2013,1491659,1491659
"HU32",2014,1484375,1484375
"HU32",2015,1479522,1479522
"HU32",2016,1474383,1474383
"HU32",2017,1468088,1468088
"HU32",2018,1460096,1460096
"HU32",2019,1450960,1450960
"HU32",2020,1442660,1442660
"HU33",2009,NA,1324863.26590782
"HU33",2010,1318214,1318214
"HU33",2011,1308470,1308470
"HU33",2012,1296278,1296278
"HU33",2013,1288654,1288654
"HU33",2014,1279480,1279480
"HU33",2015,1271040,1271040
"HU33",2016,1262936,1262936
"HU33",2017,1251924,1251924
"HU33",2018,1243865,1243865
"HU33",2019,1237101,1237101
"HU33",2020,1231094,1231094
"IE04",2009,NA,811454.368527717
"IE04",2010,NA,812365.325352015
"IE04",2011,NA,806514.095953223
"IE04",2012,832082,832082
"IE04",2013,834236,834236
"IE04",2014,833748,833748
"IE04",2015,833830,833830
"IE04",2016,839204,839204
"IE04",2017,848383,848383
"IE04",2018,856252,856252
"IE04",2019,867947,867947
"IE04",2020,877832,877832
"IE05",2009,NA,1511752.3728094
"IE05",2010,NA,1518196.38598553
"IE05",2011,NA,1537012.8361603
"IE05",2012,1547097,1547097
"IE05",2013,1556247,1556247
"IE05",2014,1563179,1563179
"IE05",2015,1567206,1567206
"IE05",2016,1575504,1575504
"IE05",2017,1591718,1591718
"IE05",2018,1604865,1604865
"IE05",2019,1624381,1624381
"IE05",2020,1641057,1641057
"IE06",2009,NA,2089948.12784727
"IE06",2010,NA,2123194.1919032
"IE06",2011,NA,2149128.53354142
"IE06",2012,2210108,2210108
"IE06",2013,2219296,2219296
"IE06",2014,2240925,2240925
"IE06",2015,2276591,2276591
"IE06",2016,2311578,2311578
"IE06",2017,2344282,2344282
"IE06",2018,2369275,2369275
"IE06",2019,2411912,2411912
"IE06",2020,2445551,2445551
"IS00",2009,NA,312478.069655487
"IS00",2010,317630,317630
"IS00",2011,318452,318452
"IS00",2012,319575,319575
"IS00",2013,321857,321857
"IS00",2014,325671,325671
"IS00",2015,329100,329100
"IS00",2016,332529,332529
"IS00",2017,338349,338349
"IS00",2018,348450,348450
"IS00",2019,356991,356991
"IS00",2020,364134,364134
"ITC1",2009,NA,4385981.88910142
"ITC1",2010,4362041,4362041
"ITC1",2011,4364309,4364309
"ITC1",2012,4357663,4357663
"ITC1",2013,4374052,4374052
"ITC1",2014,4436798,4436798
"ITC1",2015,4424467,4424467
"ITC1",2016,4404246,4404246
"ITC1",2017,4392526,4392526
"ITC1",2018,4375865,4375865
"ITC1",2019,4328565,4328565
"ITC1",2020,4311217,4311217
"ITC2",2009,NA,130893.963717459
"ITC2",2010,126686,126686
"ITC2",2011,126761,126761
"ITC2",2012,126620,126620
"ITC2",2013,127844,127844
"ITC2",2014,128591,128591
"ITC2",2015,128298,128298
"ITC2",2016,127329,127329
"ITC2",2017,126883,126883
"ITC2",2018,126202,126202
"ITC2",2019,125653,125653
"ITC2",2020,125034,125034
"ITC3",2009,NA,1608463.44116137
"ITC3",2010,1576443,1576443
"ITC3",2011,1574132,1574132
"ITC3",2012,1567339,1567339
"ITC3",2013,1565127,1565127
"ITC3",2014,1591939,1591939
"ITC3",2015,1583263,1583263
"ITC3",2016,1571053,1571053
"ITC3",2017,1565307,1565307
"ITC3",2018,1556981,1556981
"ITC3",2019,1532980,1532980
"ITC3",2020,1524826,1524826
"ITC4",2009,NA,9603755.76584117
"ITC4",2010,9600951,9600951
"ITC4",2011,9663872,9663872
"ITC4",2012,9700881,9700881
"ITC4",2013,9794525,9794525
"ITC4",2014,9973397,9973397
"ITC4",2015,10002615,10002615
"ITC4",2016,10008349,10008349
"ITC4",2017,10019166,10019166
"ITC4",2018,10036258,10036258
"ITC4",2019,10010833,10010833
"ITC4",2020,10027602,10027602
"ITF1",2009,NA,1318969.87774862
"ITF1",2010,1307778,1307778
"ITF1",2011,1307273,1307273
"ITF1",2012,1306416,1306416
"ITF1",2013,1312507,1312507
"ITF1",2014,1333939,1333939
"ITF1",2015,1331574,1331574
"ITF1",2016,1326513,1326513
"ITF1",2017,1322247,1322247
"ITF1",2018,1315196,1315196
"ITF1",2019,1300645,1300645
"ITF1",2020,1293941,1293941
"ITF2",2009,NA,326007.109470914
"ITF2",2010,315536,315536
"ITF2",2011,314342,314342
"ITF2",2012,313145,313145
"ITF2",2013,313341,313341
"ITF2",2014,314725,314725
"ITF2",2015,313348,313348
"ITF2",2016,312027,312027
"ITF2",2017,310449,310449
"ITF2",2018,308493,308493
"ITF2",2019,303790,303790
"ITF2",2020,300516,300516
"ITF3",2009,NA,5801861.84845369
"ITF3",2010,5758375,5758375
"ITF3",2011,5765850,5765850
"ITF3",2012,5764424,5764424
"ITF3",2013,5769750,5769750
"ITF3",2014,5869965,5869965
"ITF3",2015,5861529,5861529
"ITF3",2016,5850850,5850850
"ITF3",2017,5839084,5839084
"ITF3",2018,5826860,5826860
"ITF3",2019,5740291,5740291
"ITF3",2020,5712143,5712143
"ITF4",2009,NA,4093324.32746008
"ITF4",2010,4048007,4048007
"ITF4",2011,4053668,4053668
"ITF4",2012,4050072,4050072
"ITF4",2013,4050803,4050803
"ITF4",2014,4090266,4090266
"ITF4",2015,4090105,4090105
"ITF4",2016,4077166,4077166
"ITF4",2017,4063888,4063888
"ITF4",2018,4048242,4048242
"ITF4",2019,3975528,3975528
"ITF4",2020,3953305,3953305
"ITF5",2009,NA,588954.874232014
"ITF5",2010,581140,581140
"ITF5",2011,579358,579358
"ITF5",2012,577562,577562
"ITF5",2013,576194,576194
"ITF5",2014,578391,578391
"ITF5",2015,576619,576619
"ITF5",2016,573694,573694
"ITF5",2017,570365,570365
"ITF5",2018,567118,567118
"ITF5",2019,558587,558587
"ITF5",2020,553254,553254
"ITF6",2009,NA,2013333.64552783
"ITF6",2010,1966336,1966336
"ITF6",2011,1962856,1962856
"ITF6",2012,1958418,1958418
"ITF6",2013,1958238,1958238
"ITF6",2014,1980533,1980533
"ITF6",2015,1976631,1976631
"ITF6",2016,1970521,1970521
"ITF6",2017,1965128,1965128
"ITF6",2018,1956687,1956687
"ITF6",2019,1912021,1912021
"ITF6",2020,1894110,1894110
"ITG1",2009,NA,5096941.21085846
"ITG1",2010,4997429,4997429
"ITG1",2011,5005657,5005657
"ITG1",2012,4999854,4999854
"ITG1",2013,4999932,4999932
"ITG1",2014,5094937,5094937
"ITG1",2015,5092080,5092080
"ITG1",2016,5074261,5074261
"ITG1",2017,5056641,5056641
"ITG1",2018,5026989,5026989
"ITG1",2019,4908548,4908548
"ITG1",2020,4875290,4875290
"ITG2",2009,NA,1662165.36143673
"ITG2",2010,1641347,1641347
"ITG2",2011,1641681,1641681
"ITG2",2012,1637846,1637846
"ITG2",2013,1640379,1640379
"ITG2",2014,1663859,1663859
"ITG2",2015,1663286,1663286
"ITG2",2016,1658138,1658138
"ITG2",2017,1653135,1653135
"ITG2",2018,1648176,1648176
"ITG2",2019,1622257,1622257
"ITG2",2020,1611621,1611621
"ITH1",2009,NA,491918.917361539
"ITH1",2010,498315,498315
"ITH1",2011,501815,501815
"ITH1",2012,504708,504708
"ITH1",2013,509626,509626
"ITH1",2014,515714,515714
"ITH1",2015,518518,518518
"ITH1",2016,520891,520891
"ITH1",2017,524256,524256
"ITH1",2018,527750,527750
"ITH1",2019,530313,530313
"ITH1",2020,532644,532644
"ITH2",2009,NA,513786.372819387
"ITH2",2010,518796,518796
"ITH2",2011,522486,522486
"ITH2",2012,524877,524877
"ITH2",2013,530308,530308
"ITH2",2014,536237,536237
"ITH2",2015,537416,537416
"ITH2",2016,538223,538223
"ITH2",2017,538604,538604
"ITH2",2018,539898,539898
"ITH2",2019,543721,543721
"ITH2",2020,545425,545425
"ITH3",2009,NA,4867869.85563618
"ITH3",2010,4841933,4841933
"ITH3",2011,4851958,4851958
"ITH3",2012,4853657,4853657
"ITH3",2013,4881756,4881756
"ITH3",2014,4926818,4926818
"ITH3",2015,4927596,4927596
"ITH3",2016,4915123,4915123
"ITH3",2017,4907529,4907529
"ITH3",2018,4905037,4905037
"ITH3",2019,4884590,4884590
"ITH3",2020,4879133,4879133
"ITH4",2009,NA,1235554.20175273
"ITH4",2010,1221569,1221569
"ITH4",2011,1220849,1220849
"ITH4",2012,1217780,1217780
"ITH4",2013,1221860,1221860
"ITH4",2014,1229363,1229363
"ITH4",2015,1227122,1227122
"ITH4",2016,1221218,1221218
"ITH4",2017,1217872,1217872
"ITH4",2018,1215538,1215538
"ITH4",2019,1210414,1210414
"ITH4",2020,1206216,1206216
"ITH5",2009,NA,4316603.25561432
"ITH5",2010,4306684,4306684
"ITH5",2011,4331343,4331343
"ITH5",2012,4341240,4341240
"ITH5",2013,4377487,4377487
"ITH5",2014,4446354,4446354
"ITH5",2015,4450508,4450508
"ITH5",2016,4448146,4448146
"ITH5",2017,4448841,4448841
"ITH5",2018,4452629,4452629
"ITH5",2019,4459453,4459453
"ITH5",2020,4464119,4464119
"ITI1",2009,NA,3668836.1369469
"ITI1",2010,3657340,3657340
"ITI1",2011,3668948,3668948
"ITI1",2012,3667780,3667780
"ITI1",2013,3692828,3692828
"ITI1",2014,3750511,3750511
"ITI1",2015,3752654,3752654
"ITI1",2016,3744398,3744398
"ITI1",2017,3742437,3742437
"ITI1",2018,3736968,3736968
"ITI1",2019,3701343,3701343
"ITI1",2020,3692555,3692555
"ITI2",2009,NA,884521.854253996
"ITI2",2010,880202,880202
"ITI2",2011,884010,884010
"ITI2",2012,883215,883215
"ITI2",2013,886239,886239
"ITI2",2014,896742,896742
"ITI2",2015,894762,894762
"ITI2",2016,891181,891181
"ITI2",2017,888908,888908
"ITI2",2018,884640,884640
"ITI2",2019,873744,873744
"ITI2",2020,870165,870165
"ITI3",2009,NA,1544729.57558073
"ITI3",2010,1540272,1540272
"ITI3",2011,1541950,1541950
"ITI3",2012,1540688,1540688
"ITI3",2013,1545155,1545155
"ITI3",2014,1553138,1553138
"ITI3",2015,1550796,1550796
"ITI3",2016,1543752,1543752
"ITI3",2017,1538055,1538055
"ITI3",2018,1531753,1531753
"ITI3",2019,1520321,1520321
"ITI3",2020,1512672,1512672
"ITI4",2009,NA,5509559.77088858
"ITI4",2010,5442963,5442963
"ITI4",2011,5481572,5481572
"ITI4",2012,5500022,5500022
"ITI4",2013,5557276,5557276
"ITI4",2014,5870451,5870451
"ITI4",2015,5892425,5892425
"ITI4",2016,5888472,5888472
"ITI4",2017,5898124,5898124
"ITI4",2018,5896693,5896693
"ITI4",2019,5773076,5773076
"ITI4",2020,5755700,5755700
"LT01",2009,NA,808436.261356678
"LT01",2010,824193,824193
"LT01",2011,811515,811515
"LT01",2012,805915,805915
"LT01",2013,806308,806308
"LT01",2014,806106,806106
"LT01",2015,807523,807523
"LT01",2016,805380,805380
"LT01",2017,805173,805173
"LT01",2018,805367,805367
"LT01",2019,810538,810538
"LT01",2020,820511,820511
"LT02",2009,NA,2314934.05550672
"LT02",2010,2317783,2317783
"LT02",2011,2241073,2241073
"LT02",2012,2197726,2197726
"LT02",2013,2165597,2165597
"LT02",2014,2137366,2137366
"LT02",2015,2113739,2113739
"LT02",2016,2083178,2083178
"LT02",2017,2042731,2042731
"LT02",2018,2003534,2003534
"LT02",2019,1983646,1983646
"LT02",2020,1973579,1973579
"LU00",2009,NA,483623.329761634
"LU00",2010,502066,502066
"LU00",2011,511840,511840
"LU00",2012,524853,524853
"LU00",2013,537039,537039
"LU00",2014,549680,549680
"LU00",2015,562958,562958
"LU00",2016,576249,576249
"LU00",2017,590667,590667
"LU00",2018,602005,602005
"LU00",2019,613894,613894
"LU00",2020,626108,626108
"LV00",2009,NA,2102701.62359273
"LV00",2010,2120504,2120504
"LV00",2011,2074605,2074605
"LV00",2012,2044813,2044813
"LV00",2013,2023825,2023825
"LV00",2014,2001468,2001468
"LV00",2015,1986096,1986096
"LV00",2016,1968957,1968957
"LV00",2017,1950116,1950116
"LV00",2018,1934379,1934379
"LV00",2019,1919968,1919968
"LV00",2020,1907675,1907675
"MT00",2009,NA,389513.689252006
"MT00",2010,414027,414027
"MT00",2011,414989,414989
"MT00",2012,417546,417546
"MT00",2013,422509,422509
"MT00",2014,429424,429424
"MT00",2015,439691,439691
"MT00",2016,450415,450415
"MT00",2017,460297,460297
"MT00",2018,475701,475701
"MT00",2019,493559,493559
"MT00",2020,514564,514564
"NL11",2009,NA,582028.511748574
"NL11",2010,576668,576668
"NL11",2011,579036,579036
"NL11",2012,580875,580875
"NL11",2013,581705,581705
"NL11",2014,582728,582728
"NL11",2015,583942,583942
"NL11",2016,583721,583721
"NL11",2017,583581,583581
"NL11",2018,582944,582944
"NL11",2019,583990,583990
"NL11",2020,585866,585866
"NL12",2009,NA,653147.929308437
"NL12",2010,646305,646305
"NL12",2011,647282,647282
"NL12",2012,647214,647214
"NL12",2013,646862,646862
"NL12",2014,646317,646317
"NL12",2015,646257,646257
"NL12",2016,646040,646040
"NL12",2017,646874,646874
"NL12",2018,647268,647268
"NL12",2019,647672,647672
"NL12",2020,649957,649957
"NL13",2009,NA,491131.911624085
"NL13",2010,490981,490981
"NL13",2011,491411,491411
"NL13",2012,490807,490807
"NL13",2013,489918,489918
"NL13",2014,488988,488988
"NL13",2015,488576,488576
"NL13",2016,488629,488629
"NL13",2017,491792,491792
"NL13",2018,492100,492100
"NL13",2019,492167,492167
"NL13",2020,493682,493682
"NL21",2009,NA,1124703.07415224
"NL21",2010,1130345,1130345
"NL21",2011,1134465,1134465
"NL21",2012,1137668,1137668
"NL21",2013,1139350,1139350
"NL21",2014,1139697,1139697
"NL21",2015,1140652,1140652
"NL21",2016,1144280,1144280
"NL21",2017,1147687,1147687
"NL21",2018,1151501,1151501
"NL21",2019,1156431,1156431
"NL21",2020,1162406,1162406
"NL22",2009,NA,1986581.09829304
"NL22",2010,1998936,1998936
"NL22",2011,2004671,2004671
"NL22",2012,2010745,2010745
"NL22",2013,2015791,2015791
"NL22",2014,2019692,2019692
"NL22",2015,2026578,2026578
"NL22",2016,2035351,2035351
"NL22",2017,2047901,2047901
"NL22",2018,2060103,2060103
"NL22",2019,2071972,2071972
"NL22",2020,2085952,2085952
"NL23",2009,NA,383756.014202912
"NL23",2010,387881,387881
"NL23",2011,391967,391967
"NL23",2012,395525,395525
"NL23",2013,398441,398441
"NL23",2014,399893,399893
"NL23",2015,401791,401791
"NL23",2016,404068,404068
"NL23",2017,407818,407818
"NL23",2018,411670,411670
"NL23",2019,416546,416546
"NL23",2020,423021,423021
"NL31",2009,NA,1207880.69504597
"NL31",2010,1220910,1220910
"NL31",2011,1228794,1228794
"NL31",2012,1237117,1237117
"NL31",2013,1245294,1245294
"NL31",2014,1253672,1253672
"NL31",2015,1263572,1263572
"NL31",2016,1273613,1273613
"NL31",2017,1284504,1284504
"NL31",2018,1295484,1295484
"NL31",2019,1306912,1306912
"NL31",2020,1319231,1319231
"NL32",2009,NA,2644837.24753459
"NL32",2010,2669084,2669084
"NL32",2011,2691477,2691477
"NL32",2012,2709822,2709822
"NL32",2013,2724300,2724300
"NL32",2014,2741369,2741369
"NL32",2015,2761929,2761929
"NL32",2016,2784854,2784854
"NL32",2017,2809483,2809483
"NL32",2018,2831182,2831182
"NL32",2019,2853359,2853359
"NL32",2020,2879527,2879527
"NL33",2009,NA,3475349.12169958
"NL33",2010,3505611,3505611
"NL33",2011,3528324,3528324
"NL33",2012,3552407,3552407
"NL33",2013,3563935,3563935
"NL33",2014,3577032,3577032
"NL33",2015,3600011,3600011
"NL33",2016,3622303,3622303
"NL33",2017,3650222,3650222
"NL33",2018,3681044,3681044
"NL33",2019,3709139,3709139
"NL33",2020,3744299,3744299
"NL34",2009,NA,387748.985349252
"NL34",2010,381409,381409
"NL34",2011,381530,381530
"NL34",2012,381407,381407
"NL34",2013,381077,381077
"NL34",2014,380621,380621
"NL34",2015,380726,380726
"NL34",2016,381252,381252
"NL34",2017,381568,381568
"NL34",2018,382304,382304
"NL34",2019,383032,383032
"NL34",2020,383488,383488
"NL41",2009,NA,2417225.46341319
"NL41",2010,2444158,2444158
"NL41",2011,2454215,2454215
"NL41",2012,2463686,2463686
"NL41",2013,2471011,2471011
"NL41",2014,2479274,2479274
"NL41",2015,2488751,2488751
"NL41",2016,2498749,2498749
"NL41",2017,2512531,2512531
"NL41",2018,2528286,2528286
"NL41",2019,2544806,2544806
"NL41",2020,2562955,2562955
"NL42",2009,NA,1125975.7767181
"NL42",2010,1122701,1122701
"NL42",2011,1122627,1122627
"NL42",2012,1123075,1123075
"NL42",2013,1121891,1121891
"NL42",2014,1120006,1120006
"NL42",2015,1117941,1117941
"NL42",2016,1116260,1116260
"NL42",2017,1117546,1117546
"NL42",2018,1117198,1117198
"NL42",2019,1116137,1116137
"NL42",2020,1117201,1117201
"NO02",2009,NA,375117.257387242
"NO02",2010,375925,375925
"NO02",2011,377709,377709
"NO02",2012,379938,379938
"NO02",2013,380973,380973
"NO02",2014,382230,382230
"NO02",2015,383985,383985
"NO02",2016,384221,384221
"NO02",2017,385669,385669
"NO02",2018,386836,386836
"NO02",2019,386951,386951
"NO02",2020,387285,387285
"NO06",2009,NA,411928.303085447
"NO06",2010,422102,422102
"NO06",2011,426206,426206
"NO06",2012,431340,431340
"NO06",2013,437198,437198
"NO06",2014,441193,441193
"NO06",2015,445838,445838
"NO06",2016,449457,449457
"NO06",2017,454596,454596
"NO06",2018,458742,458742
"NO06",2019,462032,462032
"NO06",2020,465136,465136
"NO07",2009,NA,462530.621035809
"NO07",2010,465621,465621
"NO07",2011,468251,468251
"NO07",2012,470757,470757
"NO07",2013,474563,474563
"NO07",2014,478033,478033
"NO07",2015,480787,480787
"NO07",2016,481694,481694
"NO07",2017,484647,484647
"NO07",2018,486001,486001
"NO07",2019,486450,486450
"NO07",2020,484547,484547
"NO08",2009,1651964.429,1651964.429
"NO08",2010,1675599.371,1675599.371
"NO08",2011,1699234.314,1699234.314
"NO08",2012,1722869.257,1722869.257
"NO08",2013,1746504.2,1746504.2
"NO08",2014,1767154,1767154
"NO08",2015,1794873,1794873
"NO08",2016,1819124,1819124
"NO08",2017,1843734,1843734
"NO08",2018,1864684,1864684
"NO08",2019,1885790,1885790
"NO08",2020,NA,1913695.51251088
"NO09",2009,679562.4286,679562.4286
"NO09",2010,684676.9714,684676.9714
"NO09",2011,689791.5143,689791.5143
"NO09",2012,694906.0571,694906.0571
"NO09",2013,700020.6,700020.6
"NO09",2014,704441,704441
"NO09",2015,710339,710339
"NO09",2016,715755,715755
"NO09",2017,721144,721144
"NO09",2018,726204,726204
"NO09",2019,729646,729646
"NO09",2020,NA,741927.955960215
"NO0A",2009,1299214.143,1299214.143
"NO0A",2010,1307431.857,1307431.857
"NO0A",2011,1315649.571,1315649.571
"NO0A",2012,1323867.286,1323867.286
"NO0A",2013,1332085,1332085
"NO0A",2014,1334919,1334919
"NO0A",2015,1350671,1350671
"NO0A",2016,1360470,1360470
"NO0A",2017,1368527,1368527
"NO0A",2018,1373152,1373152
"NO0A",2019,1377343,1377343
"NO0A",2020,NA,1377167.80849743
"NO0B",2009,4170,4170
"NO0B",2010,4104,4104
"NO0B",2011,4034,4034
"NO0B",2012,4230,4230
"NO0B",2013,4316,4316
"NO0B",2014,4200,4200
"NO0B",2015,4370,4370
"NO0B",2016,4304,4304
"NO0B",2017,4290,4290
"NO0B",2018,4428,4428
"NO0B",2019,4516,4516
"NO0B",2020,NA,9272.43586596004
"PL21",2009,NA,3266299.36976637
"PL21",2010,3280603,3280603
"PL21",2011,3293551,3293551
"PL21",2012,3303061,3303061
"PL21",2013,3310450,3310450
"PL21",2014,3316097,3316097
"PL21",2015,3324579,3324579
"PL21",2016,3330031,3330031
"PL21",2017,3339803,3339803
"PL21",2018,3349498,3349498
"PL21",2019,3360545,3360545
"PL21",2020,3371956,3371956
"PL22",2009,NA,4613604.48015888
"PL22",2010,4590630,4590630
"PL22",2011,4585758,4585758
"PL22",2012,4576485,4576485
"PL22",2013,4566039,4566039
"PL22",2014,4548177,4548177
"PL22",2015,4535705,4535705
"PL22",2016,4520567,4520567
"PL22",2017,4510528,4510528
"PL22",2018,4500863,4500863
"PL22",2019,4488998,4488998
"PL22",2020,4475460,4475460
"PL41",2009,NA,3420943.68035756
"PL41",2010,3410721,3410721
"PL41",2011,3422705,3422705
"PL41",2012,3430702,3430702
"PL41",2013,3437751,3437751
"PL41",2014,3441440,3441440
"PL41",2015,3447689,3447689
"PL41",2016,3450966,3450966
"PL41",2017,3457473,3457473
"PL41",2018,3465605,3465605
"PL41",2019,3473172,3473172
"PL41",2020,3479525,3479525
"PL42",2009,NA,1695965.92428767
"PL42",2010,1696985,1696985
"PL42",2011,1697166,1697166
"PL42",2012,1695822,1695822
"PL42",2013,1694560,1694560
"PL42",2014,1691400,1691400
"PL42",2015,1688486,1688486
"PL42",2016,1684025,1684025
"PL42",2017,1681246,1681246
"PL42",2018,1678873,1678873
"PL42",2019,1675502,1675502
"PL42",2020,1671605,1671605
"PL43",2009,NA,1020722.86521101
"PL43",2010,1009605,1009605
"PL43",2011,1010700,1010700
"PL43",2012,1010421,1010421
"PL43",2013,1010582,1010582
"PL43",2014,1008564,1008564
"PL43",2015,1007442,1007442
"PL43",2016,1005159,1005159
"PL43",2017,1004892,1004892
"PL43",2018,1004127,1004127
"PL43",2019,1003310,1003310
"PL43",2020,1001411,1001411
"PL51",2009,NA,2886329.87850172
"PL51",2010,2876509,2876509
"PL51",2011,2878103,2878103
"PL51",2012,2876855,2876855
"PL51",2013,2875180,2875180
"PL51",2014,2869579,2869579
"PL51",2015,2868338,2868338
"PL51",2016,2864624,2864624
"PL51",2017,2866218,2866218
"PL51",2018,2865358,2865358
"PL51",2019,2865072,2865072
"PL51",2020,2864809,2864809
"PL52",2009,NA,984693.507909037
"PL52",2010,975283,975283
"PL52",2011,972986,972986
"PL52",2012,969541,969541
"PL52",2013,966167,966167
"PL52",2014,960226,960226
"PL52",2015,956913,956913
"PL52",2016,952557,952557
"PL52",2017,950710,950710
"PL52",2018,948808,948808
"PL52",2019,946038,946038
"PL52",2020,942233,942233
"PL61",2009,NA,2079003.29997509
"PL61",2010,2074489,2074489
"PL61",2011,2075129,2075129
"PL61",2012,2074398,2074398
"PL61",2013,2072655,2072655
"PL61",2014,2068417,2068417
"PL61",2015,2065846,2065846
"PL61",2016,2062006,2062006
