"nuts2","year","pop","pop_im"
"DEC0",2014,990718,990718
"DEC0",2015,989035,989035
"DEC0",2016,995597,995597
"DEC0",2017,996651,996651
"DEC0",2018,994187,994187
"DEC0",2019,990509,990509
"DEC0",2020,986887,986887
"DED2",2009,NA,1602727.8011609
"DED2",2010,1631486,1631486
"DED2",2011,1594568,1594568
"DED2",2012,1591710,1591710
"DED2",2013,1591320,1591320
"DED2",2014,1590927,1590927
"DED2",2015,1592765,1592765
"DED2",2016,1602754,1602754
"DED2",2017,1600155,1600155
"DED2",2018,1598573,1598573
"DED2",2019,1598199,1598199
"DED2",2020,1596566,1596566
"DED4",2009,NA,1526377.57171221
"DED4",2010,NA,1504993.03356465
"DED4",2011,1505254,1505254
"DED4",2012,1491442,1491442
"DED4",2013,1480210,1480210
"DED4",2014,1468954,1468954
"DED4",2015,1463341,1463341
"DED4",2016,1465612,1465612
"DED4",2017,1454144,1454144
"DED4",2018,1444953,1444953
"DED4",2019,1436445,1436445
"DED4",2020,1426380,1426380
"DED5",2009,NA,942161.264553298
"DED5",2010,NA,950229.06609852
"DED5",2011,966434,966434
"DED5",2012,971030,971030
"DED5",2013,978674,978674
"DED5",2014,986504,986504
"DED5",2015,999168,999168
"DED5",2016,1016485,1016485
"DED5",2017,1027484,1027484
"DED5",2018,1037782,1037782
"DED5",2019,1043293,1043293
"DED5",2020,1049025,1049025
"DEE0",2009,NA,2325113.88728091
"DEE0",2010,2356219,2356219
"DEE0",2011,2297386,2297386
"DEE0",2012,2276736,2276736
"DEE0",2013,2259393,2259393
"DEE0",2014,2244577,2244577
"DEE0",2015,2235548,2235548
"DEE0",2016,2245470,2245470
"DEE0",2017,2236252,2236252
"DEE0",2018,2223081,2223081
"DEE0",2019,2208321,2208321
"DEE0",2020,2194782,2194782
"DEF0",2009,NA,2756782.32214169
"DEF0",2010,2832027,2832027
"DEF0",2011,2800134,2800134
"DEF0",2012,2802266,2802266
"DEF0",2013,2806531,2806531
"DEF0",2014,2815955,2815955
"DEF0",2015,2830864,2830864
"DEF0",2016,2858714,2858714
"DEF0",2017,2881926,2881926
"DEF0",2018,2889821,2889821
"DEF0",2019,2896712,2896712
"DEF0",2020,2903773,2903773
"DEG0",2009,NA,2203713.87088763
"DEG0",2010,2249882,2249882
"DEG0",2011,2195344,2195344
"DEG0",2012,2181603,2181603
"DEG0",2013,2170460,2170460
"DEG0",2014,2160840,2160840
"DEG0",2015,2156759,2156759
"DEG0",2016,2170714,2170714
"DEG0",2017,2158128,2158128
"DEG0",2018,2151205,2151205
"DEG0",2019,2143145,2143145
"DEG0",2020,2133378,2133378
"DK01",2009,NA,1662187.24692492
"DK01",2010,1680271,1680271
"DK01",2011,1699387,1699387
"DK01",2012,1714589,1714589
"DK01",2013,1732068,1732068
"DK01",2014,1749405,1749405
"DK01",2015,1768125,1768125
"DK01",2016,1789174,1789174
"DK01",2017,1807404,1807404
"DK01",2018,1822659,1822659
"DK01",2019,1835562,1835562
"DK01",2020,1846023,1846023
"DK02",2009,NA,801739.245763825
"DK02",2010,820564,820564
"DK02",2011,819763,819763
"DK02",2012,817907,817907
"DK02",2013,816359,816359
"DK02",2014,816726,816726
"DK02",2015,820480,820480
"DK02",2016,827499,827499
"DK02",2017,832553,832553
"DK02",2018,835024,835024
"DK02",2019,836738,836738
"DK02",2020,837359,837359
"DK03",2009,NA,1202152.480434
"DK03",2010,1200277,1200277
"DK03",2011,1200656,1200656
"DK03",2012,1201342,1201342
"DK03",2013,1201419,1201419
"DK03",2014,1202509,1202509
"DK03",2015,1205728,1205728
"DK03",2016,1211770,1211770
"DK03",2017,1217224,1217224
"DK03",2018,1220763,1220763
"DK03",2019,1223348,1223348
"DK03",2020,1223105,1223105
"DK04",2009,NA,1255331.19699419
"DK04",2010,1253998,1253998
"DK04",2011,1260993,1260993
"DK04",2012,1266682,1266682
"DK04",2013,1272510,1272510
"DK04",2014,1277538,1277538
"DK04",2015,1282750,1282750
"DK04",2016,1293309,1293309
"DK04",2017,1304253,1304253
"DK04",2018,1313596,1313596
"DK04",2019,1320678,1320678
"DK04",2020,1326340,1326340
"DK05",2009,NA,564975.362754804
"DK05",2010,579628,579628
"DK05",2011,579829,579829
"DK05",2012,579996,579996
"DK05",2013,580272,580272
"DK05",2014,581057,581057
"DK05",2015,582632,582632
"DK05",2016,585499,585499
"DK05",2017,587335,587335
"DK05",2018,589148,589148
"DK05",2019,589755,589755
"DK05",2020,589936,589936
"EE00",2009,NA,1317670.07033119
"EE00",2010,1333290,1333290
"EE00",2011,1329660,1329660
"EE00",2012,1325217,1325217
"EE00",2013,1320174,1320174
"EE00",2014,1315819,1315819
"EE00",2015,1314870,1314870
"EE00",2016,1315944,1315944
"EE00",2017,1315635,1315635
"EE00",2018,1319133,1319133
"EE00",2019,1324820,1324820
"EE00",2020,1328976,1328976
"EL30",2009,NA,4007531.03113782
"EL30",2010,4002871,4002871
"EL30",2011,3992912,3992912
"EL30",2012,3963887,3963887
"EL30",2013,3912849,3912849
"EL30",2014,3863763,3863763
"EL30",2015,3822843,3822843
"EL30",2016,3781274,3781274
"EL30",2017,3773559,3773559
"EL30",2018,3756453,3756453
"EL30",2019,3742235,3742235
"EL30",2020,3738901,3738901
"EL41",2009,NA,184995.010760244
"EL41",2010,200179,200179
"EL41",2011,200831,200831
"EL41",2012,200591,200591
"EL41",2013,199478,199478
"EL41",2014,198581,198581
"EL41",2015,197695,197695
"EL41",2016,196654,196654
"EL41",2017,203700,203700
"EL41",2018,211137,211137
"EL41",2019,221098,221098
"EL41",2020,229516,229516
"EL42",2009,NA,329022.134751005
"EL42",2010,332652,332652
"EL42",2011,333983,333983
"EL42",2012,334780,334780
"EL42",2013,334652,334652
"EL42",2014,334802,334802
"EL42",2015,334865,334865
"EL42",2016,334791,334791
"EL42",2017,338383,338383
"EL42",2018,340870,340870
"EL42",2019,344027,344027
"EL42",2020,347512,347512
"EL43",2009,NA,624289.960082073
"EL43",2010,623113,623113
"EL43",2011,627144,627144
"EL43",2012,629367,629367
"EL43",2013,630085,630085
"EL43",2014,630889,630889
"EL43",2015,631513,631513
"EL43",2016,631812,631812
"EL43",2017,632674,632674
"EL43",2018,633506,633506
"EL43",2019,634930,634930
"EL43",2020,636504,636504
"EL51",2009,NA,610629.816209265
"EL51",2010,610112,610112
"EL51",2011,611573,611573
"EL51",2012,612074,612074
"EL51",2013,610102,610102
"EL51",2014,608214,608214
"EL51",2015,606490,606490
"EL51",2016,604504,604504
"EL51",2017,602799,602799
"EL51",2018,601175,601175
"EL51",2019,599723,599723
"EL51",2020,598613,598613
"EL52",2009,NA,1931045.99023212
"EL52",2010,1921906,1921906
"EL52",2011,1925437,1925437
"EL52",2012,1922590,1922590
"EL52",2013,1912624,1912624
"EL52",2014,1903360,1903360
"EL52",2015,1893878,1893878
"EL52",2016,1883339,1883339
"EL52",2017,1880122,1880122
"EL52",2018,1875996,1875996
"EL52",2019,1873777,1873777
"EL52",2020,1872102,1872102
"EL53",2009,NA,284437.395619811
"EL53",2010,286450,286450
"EL53",2011,285899,285899
"EL53",2012,284061,284061
"EL53",2013,281324,281324
"EL53",2014,278706,278706
"EL53",2015,276423,276423
"EL53",2016,273843,273843
"EL53",2017,271488,271488
"EL53",2018,269222,269222
"EL53",2019,267008,267008
"EL53",2020,264670,264670
"EL54",2009,NA,358242.823686422
"EL54",2010,345960,345960
"EL54",2011,346503,346503
"EL54",2012,345437,345437
"EL54",2013,343128,343128
"EL54",2014,341046,341046
"EL54",2015,339142,339142
"EL54",2016,336834,336834
"EL54",2017,335250,335250
"EL54",2018,334337,334337
"EL54",2019,333696,333696
"EL54",2020,333265,333265
"EL61",2009,NA,752932.691656686
"EL61",2010,746976,746976
"EL61",2011,747690,747690
"EL61",2012,745839,745839
"EL61",2013,741593,741593
"EL61",2014,737686,737686
"EL61",2015,733663,733663
"EL61",2016,729442,729442
"EL61",2017,725874,725874
"EL61",2018,722065,722065
"EL61",2019,718640,718640
"EL61",2020,715115,715115
"EL62",2009,NA,213818.537541346
"EL62",2010,208675,208675
"EL62",2011,209221,209221
"EL62",2012,209131,209131
"EL62",2013,208241,208241
"EL62",2014,207664,207664
"EL62",2015,207059,207059
"EL62",2016,206141,206141
"EL62",2017,205431,205431
"EL62",2018,204562,204562
"EL62",2019,203869,203869
"EL62",2020,203149,203149
"EL63",2009,NA,705751.401790143
"EL63",2010,692269,692269
"EL63",2011,690904,690904
"EL63",2012,687935,687935
"EL63",2013,682583,682583
"EL63",2014,677727,677727
"EL63",2015,673263,673263
"EL63",2016,668258,668258
"EL63",2017,663970,663970
"EL63",2018,659470,659470
"EL63",2019,655189,655189
"EL63",2020,651065,651065
"EL64",2009,NA,548165.36916944
"EL64",2010,559655,559655
"EL64",2011,561693,561693
"EL64",2012,561670,561670
"EL64",2013,560093,560093
"EL64",2014,559214,559214
"EL64",2015,557753,557753
"EL64",2016,555830,555830
"EL64",2017,555761,555761
"EL64",2018,555623,555623
"EL64",2019,555960,555960
"EL64",2020,556002,556002
"EL65",2009,NA,593517.398271663
"EL65",2010,588471,588471
"EL65",2011,589602,589602
"EL65",2012,589044,589044
"EL65",2013,586863,586863
"EL65",2014,585155,585155
"EL65",2015,583431,583431
"EL65",2016,581026,581026
"EL65",2017,579182,579182
"EL65",2018,576749,576749
"EL65",2019,574447,574447
"EL65",2020,572151,572151
"ES11",2009,NA,2793659.38859238
"ES11",2010,2772466,2772466
"ES11",2011,2773411,2773411
"ES11",2012,2771916,2771916
"ES11",2013,2761989,2761989
"ES11",2014,2747226,2747226
"ES11",2015,2734656,2734656
"ES11",2016,2720102,2720102
"ES11",2017,2710216,2710216
"ES11",2018,2703149,2703149
"ES11",2019,2700441,2700441
"ES11",2020,2702592,2702592
"ES12",2009,NA,1101374.18876027
"ES12",2010,1077102,1077102
"ES12",2011,1075869,1075869
"ES12",2012,1074308,1074308
"ES12",2013,1067797,1067797
"ES12",2014,1058975,1058975
"ES12",2015,1049875,1049875
"ES12",2016,1040925,1040925
"ES12",2017,1034302,1034302
"ES12",2018,1027624,1027624
"ES12",2019,1022205,1022205
"ES12",2020,1018899,1018899
"ES13",2009,NA,602034.74825858
"ES13",2010,588512,588512
"ES13",2011,590867,590867
"ES13",2012,592383,592383
"ES13",2013,590036,590036
"ES13",2014,587682,587682
"ES13",2015,585359,585359
"ES13",2016,582504,582504
"ES13",2017,581490,581490
"ES13",2018,581294,581294
"ES13",2019,581641,581641
"ES13",2020,582388,582388
"ES21",2009,NA,2181192.04850996
"ES21",2010,2179521,2179521
"ES21",2011,2183136,2183136
"ES21",2012,2184696,2184696
"ES21",2013,2177006,2177006
"ES21",2014,2167166,2167166
"ES21",2015,2165100,2165100
"ES21",2016,2164066,2164066
"ES21",2017,2167323,2167323
"ES21",2018,2170868,2170868
"ES21",2019,2177880,2177880
"ES21",2020,2189138,2189138
"ES22",2009,NA,634002.50983266
"ES22",2010,633023,633023
"ES22",2011,637100,637100
"ES22",2012,640014,640014
"ES22",2013,638948,638948
"ES22",2014,636450,636450
"ES22",2015,636402,636402
"ES22",2016,637486,637486
"ES22",2017,640353,640353
"ES22",2018,643866,643866
"ES22",2019,649946,649946
"ES22",2020,656509,656509
"ES23",2009,NA,323810.025346972
"ES23",2010,319934,319934
"ES23",2011,320858,320858
"ES23",2012,320951,320951
"ES23",2013,318647,318647
"ES23",2014,315223,315223
"ES23",2015,313569,313569
"ES23",2016,312810,312810
"ES23",2017,312624,312624
"ES23",2018,312884,312884
"ES23",2019,313571,313571
"ES23",2020,315931,315931
"ES24",2009,NA,1355342.58638828
"ES24",2010,1344181,1344181
"ES24",2011,1344385,1344385
"ES24",2012,1343807,1343807
"ES24",2013,1338316,1338316
"ES24",2014,1331301,1331301
"ES24",2015,1326403,1326403
"ES24",2016,1318571,1318571
"ES24",2017,1316072,1316072
"ES24",2018,1313135,1313135
"ES24",2019,1320586,1320586
"ES24",2020,1330333,1330333
"ES30",2009,NA,6312500.75876721
"ES30",2010,6373546,6373546
"ES30",2011,6394252,6394252
"ES30",2012,6425522,6425522
"ES30",2013,6414620,6414620
"ES30",2014,6378297,6378297
"ES30",2015,6385298,6385298
"ES30",2016,6424275,6424275
"ES30",2017,6476838,6476838
"ES30",2018,6549520,6549520
"ES30",2019,6641649,6641649
"ES30",2020,6747068,6747068
"ES41",2009,NA,2573530.50527886
"ES41",2010,2547401,2547401
"ES41",2011,2545301,2545301
"ES41",2012,2537685,2537685
"ES41",2013,2518560,2518560
"ES41",2014,2495689,2495689
"ES41",2015,2478079,2478079
"ES41",2016,2454454,2454454
"ES41",2017,2435951,2435951
"ES41",2018,2418556,2418556
"ES41",2019,2407733,2407733
"ES41",2020,2401307,2401307
"ES42",2009,NA,2103048.67238617
"ES42",2010,2084468,2084468
"ES42",2011,2099064,2099064
"ES42",2012,2105935,2105935
"ES42",2013,2094406,2094406
"ES42",2014,2075197,2075197
"ES42",2015,2062767,2062767
"ES42",2016,2048900,2048900
"ES42",2017,2040977,2040977
"ES42",2018,2032595,2032595
"ES42",2019,2034877,2034877
"ES42",2020,2045554,2045554
"ES43",2009,NA,1122584.89860162
"ES43",2010,1099610,1099610
"ES43",2011,1102299,1102299
"ES43",2012,1104336,1104336
"ES43",2013,1100970,1100970
"ES43",2014,1096421,1096421
"ES43",2015,1091623,1091623
"ES43",2016,1084969,1084969
"ES43",2017,1077525,1077525
"ES43",2018,1070453,1070453
"ES43",2019,1065424,1065424
"ES43",2020,1061979,1061979
"ES51",2009,NA,7442848.78398134
"ES51",2010,7463488,7463488
"ES51",2011,7493263,7493263
"ES51",2012,7514991,7514991
"ES51",2013,7480921,7480921
"ES51",2014,7416237,7416237
"ES51",2015,7396991,7396991
"ES51",2016,7408290,7408290
"ES51",2017,7441284,7441284
"ES51",2018,7488718,7488718
"ES51",2019,7566431,7566431
"ES51",2020,7652348,7652348
"ES52",2009,NA,4971533.13017864
"ES52",2010,4989631,4989631
"ES52",2011,4999192,4999192
"ES52",2012,5009650,5009650
"ES52",2013,4987011,4987011
"ES52",2014,4956427,4956427
"ES52",2015,4939674,4939674
"ES52",2016,4932347,4932347
"ES52",2017,4935182,4935182
"ES52",2018,4946233,4946233
"ES52",2019,4974969,4974969
"ES52",2020,5029341,5029341
"ES53",2009,NA,1080854.45723452
"ES53",2010,1083679,1083679
"ES53",2011,1091664,1091664
"ES53",2012,1100715,1100715
"ES53",2013,1110112,1110112
"ES53",2014,1115841,1115841
"ES53",2015,1124972,1124972
"ES53",2016,1135527,1135527
"ES53",2017,1150962,1150962
"ES53",2018,1166923,1166923
"ES53",2019,1188220,1188220
"ES53",2020,1210725,1210725
"ES61",2009,NA,8302036.1996097
"ES61",2010,8276008,8276008
"ES61",2011,8332080,8332080
"ES61",2012,8377810,8377810
"ES61",2013,8393175,8393175
"ES61",2014,8388875,8388875
"ES61",2015,8399618,8399618
"ES61",2016,8403774,8403774
"ES61",2017,8408976,8408976
"ES61",2018,8410095,8410095
"ES61",2019,8427405,8427405
"ES61",2020,8478083,8478083
"ES62",2009,NA,1445406.70840309
"ES62",2010,1453543,1453543
"ES62",2011,1459075,1459075
"ES62",2012,1461925,1461925
"ES62",2013,1461983,1461983
"ES62",2014,1461803,1461803
"ES62",2015,1463773,1463773
"ES62",2016,1466474,1466474
"ES62",2017,1472991,1472991
"ES62",2018,1475569,1475569
"ES62",2019,1487663,1487663
"ES62",2020,1504869,1504869
"ES63",2009,NA,72767.8484169714
"ES63",2010,79294,79294
"ES63",2011,81621,81621
"ES63",2012,83845,83845
"ES63",2013,84539,84539
"ES63",2014,84674,84674
"ES63",2015,84692,84692
"ES63",2016,84652,84652
"ES63",2017,85034,85034
"ES63",2018,85209,85209
"ES63",2019,84829,84829
"ES63",2020,84085,84085
"ES64",2009,NA,88727.7125355261
"ES64",2010,76049,76049
"ES64",2011,78866,78866
"ES64",2012,81792,81792
"ES64",2013,83620,83620
"ES64",2014,83870,83870
"ES64",2015,84570,84570
"ES64",2016,84764,84764
"ES64",2017,84946,84946
"ES64",2018,84708,84708
"ES64",2019,84689,84689
"ES64",2020,84473,84473
"ES70",2009,NA,2022769.55124724
"ES70",2010,2045163,2045163
"ES70",2011,2064871,2064871
"ES70",2012,2085938,2085938
"ES70",2013,2105234,2105234
"ES70",2014,2114845,2114845
"ES70",2015,2126144,2126144
"ES70",2016,2135209,2135209
"ES70",2017,2154978,2154978
"ES70",2018,2177048,2177048
"ES70",2019,2206901,2206901
"ES70",2020,2236992,2236992
"FI19",2009,NA,1366839.22590185
"FI19",2010,1355168,1355168
"FI19",2011,1360041,1360041
"FI19",2012,1365259,1365259
"FI19",2013,1370384,1370384
"FI19",2014,1374403,1374403
"FI19",2015,1377281,1377281
"FI19",2016,1379116,1379116
"FI19",2017,1380593,1380593
"FI19",2018,1380365,1380365
"FI19",2019,1379749,1379749
"FI19",2020,1378652,1378652
"FI1B",2009,NA,1485971.25374172
"FI1B",2010,1517542,1517542
"FI1B",2011,1532309,1532309
"FI1B",2012,1549058,1549058
"FI1B",2013,1566835,1566835
"FI1B",2014,1585473,1585473
"FI1B",2015,1603388,1603388
"FI1B",2016,1620261,1620261
"FI1B",2017,1638293,1638293
"FI1B",2018,1655624,1655624
"FI1B",2019,1671024,1671024
"FI1B",2020,1689725,1689725
"FI1C",2009,NA,1159044.65460856
"FI1C",2010,1153839,1153839
"FI1C",2011,1156791,1156791
"FI1C",2012,1159039,1159039
"FI1C",2013,1160732,1160732
"FI1C",2014,1161882,1161882
"FI1C",2015,1161706,1161706
"FI1C",2016,1160491,1160491
"FI1C",2017,1159174,1159174
"FI1C",2018,1157001,1157001
"FI1C",2019,1152719,1152719
"FI1C",2020,1148794,1148794
"FI1D",2009,NA,1288588.81731712
"FI1D",2010,1297144,1297144
"FI1D",2011,1298128,1298128
"FI1D",2012,1299557,1299557
"FI1D",2013,1300222,1300222
"FI1D",2014,1300846,1300846
"FI1D",2015,1300462,1300462
"FI1D",2016,1298457,1298457
"FI1D",2017,1296023,1296023
"FI1D",2018,1290651,1290651
"FI1D",2019,1284638,1284638
"FI1D",2020,1278237,1278237
"FI20",2009,NA,25850.0005642435
"FI20",2010,27734,27734
"FI20",2011,28007,28007
"FI20",2012,28354,28354
"FI20",2013,28501,28501
"FI20",2014,28666,28666
"FI20",2015,28916,28916
"FI20",2016,28983,28983
"FI20",2017,29214,29214
"FI20",2018,29489,29489
"FI20",2019,29789,29789
"FI20",2020,29884,29884
"FR10",2009,NA,11756002.4715637
"FR10",2010,11786234,11786234
"FR10",2011,11852851,11852851
"FR10",2012,11898502,11898502
"FR10",2013,11959807,11959807
"FR10",2014,12027565,12027565
"FR10",2015,12082144,12082144
"FR10",2016,12117132,12117132
"FR10",2017,12174880,12174880
"FR10",2018,12213447,12213447
"FR10",2019,12252917,12252917
"FR10",2020,12291557,12291557
"FRB0",2009,NA,2550845.06890174
"FRB0",2010,2548065,2548065
"FRB0",2011,2556835,2556835
"FRB0",2012,2563586,2563586
"FRB0",2013,2570548,2570548
"FRB0",2014,2577435,2577435
"FRB0",2015,2578592,2578592
"FRB0",2016,2577866,2577866
"FRB0",2017,2576252,2576252
"FRB0",2018,2572853,2572853
"FRB0",2019,2569510,2569510
"FRB0",2020,2565726,2565726
"FRC1",2009,NA,1647203.87791693
"FRC1",2010,1642115,1642115
"FRC1",2011,1642734,1642734
"FRC1",2012,1641130,1641130
"FRC1",2013,1642687,1642687
"FRC1",2014,1642551,1642551
"FRC1",2015,1641205,1641205
"FRC1",2016,1637941,1637941
"FRC1",2017,1632887,1632887
"FRC1",2018,1628737,1628737
"FRC1",2019,1623815,1623815
"FRC1",2020,1618321,1618321
"FRC2",2009,NA,1171908.00924586
"FRC2",2010,1171763,1171763
"FRC2",2011,1173440,1173440
"FRC2",2012,1175684,1175684
"FRC2",2013,1177096,1177096
"FRC2",2014,1178072,1178072
"FRC2",2015,1179735,1179735
"FRC2",2016,1180397,1180397
"FRC2",2017,1178536,1178536
"FRC2",2018,1179070,1179070
"FRC2",2019,1177762,1177762
"FRC2",2020,1176196,1176196
"FRD1",2009,NA,1480440.82370742
"FRD1",2010,1473494,1473494
"FRD1",2011,1475684,1475684
"FRD1",2012,1477209,1477209
"FRD1",2013,1478712,1478712
"FRD1",2014,1479378,1479378
"FRD1",2015,1479484,1479484
"FRD1",2016,1477349,1477349
"FRD1",2017,1474257,1474257
"FRD1",2018,1471632,1471632
"FRD1",2019,1467715,1467715
"FRD1",2020,1463606,1463606
"FRD2",2009,NA,1838314.14827808
"FRD2",2010,1836954,1836954
"FRD2",2011,1839393,1839393
"FRD2",2012,1845547,1845547
"FRD2",2013,1849652,1849652
"FRD2",2014,1856267,1856267
"FRD2",2015,1859647,1859647
"FRD2",2016,1858580,1858580
"FRD2",2017,1856221,1856221
"FRD2",2018,1855845,1855845
"FRD2",2019,1853117,1853117
"FRD2",2020,1849826,1849826
"FRE1",2009,NA,4041700.95364998
"FRE1",2010,4038157,4038157
"FRE1",2011,4042015,4042015
"FRE1",2012,4050756,4050756
"FRE1",2013,4060741,4060741
"FRE1",2014,4076061,4076061
"FRE1",2015,4077886,4077886
"FRE1",2016,4074448,4074448
"FRE1",2017,4072379,4072379
"FRE1",2018,4072977,4072977
"FRE1",2019,4066719,4066719
"FRE1",2020,4061166,4061166
"FRE2",2009,NA,1912094.82063082
"FRE2",2010,1914844,1914844
"FRE2",2011,1918155,1918155
"FRE2",2012,1922342,1922342
"FRE2",2013,1927142,1927142
"FRE2",2014,1930095,1930095
"FRE2",2015,1932090,1932090
"FRE2",2016,1932422,1932422
"FRE2",2017,1931436,1931436
"FRE2",2018,1931131,1931131
"FRE2",2019,1929189,1929189
"FRE2",2020,1926629,1926629
"FRF1",2009,NA,1840312.10667983
"FRF1",2010,1845687,1845687
"FRF1",2011,1852325,1852325
"FRF1",2012,1859869,1859869
"FRF1",2013,1868183,1868183
"FRF1",2014,1872949,1872949
"FRF1",2015,1879265,1879265
"FRF1",2016,1884150,1884150
"FRF1",2017,1889589,1889589
"FRF1",2018,1898533,1898533
"FRF1",2019,1903646,1903646
"FRF1",2020,1908494,1908494
"FRF2",2009,NA,1342201.20978779
"FRF2",2010,1335923,1335923
"FRF2",2011,1336053,1336053
"FRF2",2012,1339270,1339270
"FRF2",2013,1339008,1339008
"FRF2",2014,1339299,1339299
"FRF2",2015,1338255,1338255
"FRF2",2016,1333248,1333248
"FRF2",2017,1328134,1328134
"FRF2",2018,1323396,1323396
"FRF2",2019,1317548,1317548
"FRF2",2020,1311830,1311830
"FRF3",2009,NA,2360572.7060698
"FRF3",2010,2350920,2350920
"FRF3",2011,2350657,2350657
"FRF3",2012,2349816,2349816
"FRF3",2013,2345197,2345197
"FRF3",2014,2342397,2342397
"FRF3",2015,2341531,2341531
"FRF3",2016,2337788,2337788
"FRF3",2017,2331863,2331863
"FRF3",2018,2328460,2328460
"FRF3",2019,2322213,2322213
"FRF3",2020,2315678,2315678
"FRG0",2009,NA,3558051.44180716
"FRG0",2010,3571495,3571495
"FRG0",2011,3601113,3601113
"FRG0",2012,3632614,3632614
"FRG0",2013,3660852,3660852
"FRG0",2014,3690833,3690833
"FRG0",2015,3718512,3718512
"FRG0",2016,3737632,3737632
"FRG0",2017,3757600,3757600
"FRG0",2018,3781423,3781423
"FRG0",2019,3800348,3800348
"FRG0",2020,3818421,3818421
"FRH0",2009,NA,3190415.63723227
"FRH0",2010,3199066,3199066
"FRH0",2011,3217767,3217767
"FRH0",2012,3237097,3237097
"FRH0",2013,3258707,3258707
"FRH0",2014,3276543,3276543
"FRH0",2015,3293850,3293850
"FRH0",2016,3306529,3306529
"FRH0",2017,3318904,3318904
"FRH0",2018,3335414,3335414
"FRH0",2019,3347004,3347004
"FRH0",2020,3358524,3358524
"FRI1",2009,NA,3205204.21243796
"FRI1",2010,3232352,3232352
"FRI1",2011,3254233,3254233
"FRI1",2012,3285970,3285970
"FRI1",2013,3316889,3316889
"FRI1",2014,3343326,3343326
"FRI1",2015,3370578,3370578
"FRI1",2016,3393297,3393297
"FRI1",2017,3414585,3414585
"FRI1",2018,3437398,3437398
"FRI1",2019,3458041,3458041
"FRI1",2020,3478538,3478538
"FRI2",2009,NA,746453.730716803
"FRI2",2010,742771,742771
"FRI2",2011,741072,741072
"FRI2",2012,738633,738633
"FRI2",2013,737509,737509
"FRI2",2014,738120,738120
"FRI2",2015,738031,738031
"FRI2",2016,736015,736015
"FRI2",2017,734528,734528
"FRI2",2018,731285,731285
"FRI2",2019,728859,728859
"FRI2",2020,726253,726253
"FRI3",2009,NA,1754126.39090186
"FRI3",2010,1770363,1770363
"FRI3",2011,1777773,1777773
"FRI3",2012,1783991,1783991
"FRI3",2013,1789779,1789779
"FRI3",2014,1797698,1797698
"FRI3",2015,1802873,1802873
"FRI3",2016,1806291,1806291
"FRI3",2017,1807865,1807865
"FRI3",2018,1811095,1811095
"FRI3",2019,1812353,1812353
"FRI3",2020,1813633,1813633
"FRJ1",2009,NA,2618371.39465155
"FRJ1",2010,2636350,2636350
"FRJ1",2011,2670046,2670046
"FRJ1",2012,2700266,2700266
"FRJ1",2013,2729721,2729721
"FRJ1",2014,2751592,2751592
"FRJ1",2015,2772683,2772683
"FRJ1",2016,2793303,2793303
"FRJ1",2017,2810383,2810383
"FRJ1",2018,2830361,2830361
"FRJ1",2019,2847554,2847554
"FRJ1",2020,2864782,2864782
"FRJ2",2009,NA,2872981.53348466
"FRJ2",2010,2881756,2881756
"FRJ2",2011,2903420,2903420
"FRJ2",2012,2926592,2926592
"FRJ2",2013,2954157,2954157
"FRJ2",2014,2979161,2979161
"FRJ2",2015,3001502,3001502
"FRJ2",2016,3015132,3015132
"FRJ2",2017,3034719,3034719
"FRJ2",2018,3055135,3055135
"FRJ2",2019,3071427,3071427
"FRJ2",2020,3087068,3087068
"FRK1",2009,NA,1330314.80687886
"FRK1",2010,1347387,1347387
"FRK1",2011,1350682,1350682
"FRK1",2012,1354104,1354104
"FRK1",2013,1357668,1357668
"FRK1",2014,1360461,1360461
"FRK1",2015,1362367,1362367
"FRK1",2016,1363392,1363392
"FRK1",2017,1364156,1364156
"FRK1",2018,1368536,1368536
"FRK1",2019,1370432,1370432
"FRK1",2020,1371820,1371820
"FRK2",2009,NA,6207612.41749897
"FRK2",2010,6230691,6230691
"FRK2",2011,6283541,6283541
"FRK2",2012,6341160,6341160
"FRK2",2013,6399927,6399927
"FRK2",2014,6460505,6460505
"FRK2",2015,6515331,6515331
"FRK2",2016,6553497,6553497
"FRK2",2017,6584131,6584131
"FRK2",2018,6625923,6625923
"FRK2",2019,6660101,6660101
"FRK2",2020,6692326,6692326
"FRL0",2009,NA,4882269.57183203
"FRL0",2010,4899155,4899155
"FRL0",2011,4916069,4916069
"FRL0",2012,4935576,4935576
"FRL0",2013,4953675,4953675
"FRL0",2014,4983438,4983438
"FRL0",2015,5007977,5007977
"FRL0",2016,5021928,5021928
"FRL0",2017,5030890,5030890
"FRL0",2018,5052832,5052832
"FRL0",2019,5065696,5065696
"FRL0",2020,5077582,5077582
"FRM0",2009,NA,297369.99364892
"FRM0",2010,309693,309693
"FRM0",2011,314486,314486
"FRM0",2012,316257,316257
"FRM0",2013,320208,320208
"FRM0",2014,324212,324212
"FRM0",2015,327283,327283
"FRM0",2016,330455,330455
"FRM0",2017,334938,334938
"FRM0",2018,338554,338554
"FRM0",2019,342256,342256
"FRM0",2020,345867,345867
"FRY1",2009,NA,450369.903836485
"FRY1",2010,NA,453174.254649843
"FRY1",2011,NA,454079.501001999
"FRY1",2012,NA,445155.388883942
"FRY1",2013,437713,437713
"FRY1",2014,435293,435293
"FRY1",2015,433674,433674
"FRY1",2016,429856,429856
"FRY1",2017,425587,425587
"FRY1",2018,421694,421694
