"sender","receiver","year","ted_send","score_send","gdp_send","edu_send","r3score_send","ted_rec","score_rec","gdp_rec","edu_rec","r3score_rec","dist","count"
"AT","CH",2013,21.5969557305872,0.02,47922.0491207455,0.906,0.271441761659491,21.744989288924,0.268,62225.087267788,0.946,0.644730572726691,452873.4886,4
"AT","CH",2014,21.8698920097629,0.024,48799.7154676985,0.912,0.288449914061482,22.3219438960426,0.268,64103.0104476336,0.942,0.644730572726691,452873.4886,2
"AT","CH",2015,22.4773284548461,0.024,49865.9039424185,0.916,0.288449914061482,21.9764368037435,0.268,66020.2043398841,0.948,0.644730572726691,452873.4886,13
"AT","CH",2016,22.0688164943146,0.024,52684.0171130768,0.918,0.288449914061482,22.863432945737,0.368,68105.1549836834,0.947,0.716609574203189,452873.4886,15
"AT","CH",2017,22.2912589237933,0.024,54172.9867888254,0.92,0.288449914061482,22.5703901352758,0.368,69103.570264696,0.948,0.716609574203189,452873.4886,18
"AT","CH",2018,22.7646133252742,0.028,56960.0914258929,0.921,0.303658897187566,22.6395956833172,0.368,71660.2068398902,0.954,0.716609574203189,452873.4886,23
"AT","CH",2019,22.9999918606986,0.028,58076.348801448,0.921,0.303658897187566,23.5111970363667,0.296,72033.9294404588,0.956,0.666444370329191,452873.4886,23
"AT","CH",2020,23.5550276805035,0.028,55685.9702933361,0.925968142125103,0.303658897187566,23.3653078401046,0.356,82102.38483,0.956804208477966,0.708734106150075,452873.4886,24
"AT","CY",2009,22.0737561766214,0.02,40918.1321224314,0.895,0.271441761659491,19.8205354519693,0,33884.87890625,0.862,0,2110882.334,0
"AT","CY",2010,22.2280990735882,0.028,42009.4385277438,0.904,0.303658897187566,19.5548889015208,0,33423.5,0.856,0,2110882.334,0
"AT","CY",2011,21.7032118932885,0.032,44452.7327457999,0.906,0.31748021039364,19.8778907082287,0,33313.578125,0.859,0,2110882.334,0
"AT","CY",2012,21.5538828166097,0.024,46457.3457770311,0.908,0.288449914061482,19.7895452941604,0,31834.517578125,0.859,0,2110882.334,0
"AT","CY",2013,21.5969557305872,0.02,47922.0491207455,0.906,0.271441761659491,19.3254735962617,0,30375.091796875,0.861,0,2110882.334,0
"AT","CY",2014,21.8698920097629,0.024,48799.7154676985,0.912,0.288449914061482,18.7316427133376,0,30080.23046875,0.862,0,2110882.334,0
"AT","CY",2015,22.4773284548461,0.024,49865.9039424185,0.916,0.288449914061482,18.9894996835205,0,31815.2734375,0.866,0,2110882.334,0
"AT","CY",2016,22.0688164943146,0.024,52684.0171130768,0.918,0.288449914061482,19.5145812864914,0,35719.15234375,0.873,0,2110882.334,1
"AT","CY",2017,22.2912589237933,0.024,54172.9867888254,0.92,0.288449914061482,18.1237819211821,0,38287.96875,0.878,0,2110882.334,0
"AT","CY",2018,22.7646133252742,0.028,56960.0914258929,0.921,0.303658897187566,18.1226084186226,0,40559.125,0.885,0,2110882.334,0
"AT","CY",2019,22.9999918606986,0.028,58076.348801448,0.921,0.303658897187566,18.8587443112844,0,42338.87890625,0.887,0,2110882.334,2
"AT","CY",2020,23.5550276805035,0.028,55685.9702933361,0.925968142125103,0.303658897187566,20.4115102392455,0,39593.42578125,0.887765073871851,0,2110882.334,0
"AT","CZ",2009,22.0737561766214,0.02,40918.1321224314,0.895,0.271441761659491,21.904121905541,0.016,27761.5091540229,0.865,0.251984209978975,256175.9773,0
"AT","CZ",2010,22.2280990735882,0.028,42009.4385277438,0.904,0.303658897187566,21.3469352617356,0.008,27881.9679972276,0.87,0.2,256175.9773,2
"AT","CZ",2011,21.7032118932885,0.032,44452.7327457999,0.906,0.31748021039364,21.3676310774218,0.004,29001.3680365492,0.874,0.15874010519682,256175.9773,4
"AT","CZ",2012,21.5538828166097,0.024,46457.3457770311,0.908,0.288449914061482,21.3828682500635,0.004,29254.7312685144,0.875,0.15874010519682,256175.9773,2
"AT","CZ",2013,21.5969557305872,0.02,47922.0491207455,0.906,0.271441761659491,21.7975537076447,0.012,30818.1081558477,0.882,0.228942848510666,256175.9773,1
"AT","CZ",2014,21.8698920097629,0.024,48799.7154676985,0.912,0.288449914061482,21.9553855059524,0.012,32502.4753540118,0.887,0.228942848510666,256175.9773,2
"AT","CZ",2015,22.4773284548461,0.024,49865.9039424185,0.916,0.288449914061482,22.1519455216374,0.012,33899.2865661657,0.892,0.228942848510666,256175.9773,3
"AT","CZ",2016,22.0688164943146,0.024,52684.0171130768,0.918,0.288449914061482,22.6933857839402,0.008,36097.7052556977,0.893,0.2,256175.9773,1
"AT","CZ",2017,22.2912589237933,0.024,54172.9867888254,0.92,0.288449914061482,22.4786045059172,0.004,38824.8879170919,0.896,0.15874010519682,256175.9773,11
"AT","CZ",2018,22.7646133252742,0.028,56960.0914258929,0.921,0.303658897187566,23.063513983567,0.008,41135.4929835656,0.898,0.2,256175.9773,4
"AT","CZ",2019,22.9999918606986,0.028,58076.348801448,0.921,0.303658897187566,22.8572212947393,0.004,42847.0047376207,0.9,0.15874010519682,256175.9773,7
"AT","CZ",2020,23.5550276805035,0.028,55685.9702933361,0.925968142125103,0.303658897187566,23.0757500060131,0.012,41608.0253519702,0.905277670692408,0.228942848510666,256175.9773,9
"AT","DE",2009,22.0737561766214,0.02,40918.1321224314,0.895,0.271441761659491,23.6537282094766,0.272,36815.8440540696,0.923,0.647922360255497,467859.3408,7
"AT","DE",2010,22.2280990735882,0.028,42009.4385277438,0.904,0.303658897187566,23.4885451188247,0.304,38952.6946021004,0.928,0.672395081359793,467859.3408,8
"AT","DE",2011,21.7032118932885,0.032,44452.7327457999,0.906,0.31748021039364,23.4871481396023,0.296,42541.5310884096,0.933,0.666444370329191,467859.3408,12
"AT","DE",2012,21.5538828166097,0.024,46457.3457770311,0.908,0.288449914061482,23.614175945023,0.272,43359.6148271723,0.935,0.647922360255497,467859.3408,16
"AT","DE",2013,21.5969557305872,0.02,47922.0491207455,0.906,0.271441761659491,23.6697732365105,0.276,44993.8927459315,0.934,0.651083007152643,467859.3408,16
"AT","DE",2014,21.8698920097629,0.024,48799.7154676985,0.912,0.288449914061482,23.5159677266314,0.268,47011.5510935131,0.936,0.644730572726691,467859.3408,21
"AT","DE",2015,22.4773284548461,0.024,49865.9039424185,0.916,0.288449914061482,24.342019332453,0.272,47609.7810045816,0.938,0.647922360255497,467859.3408,42
